ID,age,year_sampling,year_of_birth,sex,HA,hapto,initial_lysis,pre-scan_absorbance,assay_batch_HAHL,assay_batch_hapto,storage_time_HAHL,storage_time_hapto
127,7,2008,2001,1,,,6.0,,2017.0,,9.0,
127,8,2009,2001,1,13.0,,6.0,,2017.0,,8.0,
128,5,2008,2003,1,14.0,,7.0,,2017.0,,9.0,
128,6,2009,2003,1,15.0,,6.0,,2017.0,,8.0,
128,10,2013,2003,1,9.0,,6.0,,2017.0,,4.0,
128,15,2018,2003,1,14.0,,3.0,,2018.0,,0.0,
129,11,2008,1997,1,,,1.0,,2017.0,,9.0,
129,12,2009,1997,1,13.0,,7.0,,2017.0,,8.0,
129,14,2011,1997,1,10.0,,5.0,,2017.0,,6.0,
129,16,2013,1997,1,12.0,,3.0,,2017.0,,4.0,
130,23,2009,1986,1,12.0,,1.0,,2017.0,,8.0,
130,24,2010,1986,1,13.0,,1.0,,2017.0,,7.0,
131,3,2013,2010,1,8.0,0.834164,5.0,0.246,2017.0,2018.0,4.0,5.0
131,7,2017,2010,1,12.0,0.07397,2.0,0.136,2017.0,2018.0,0.0,1.0
131,9,2019,2010,1,12.0,0.470377,2.0,0.193,2020.0,2020.0,1.0,1.0
132,6,2018,2012,1,12.0,,5.0,,2019.0,,1.0,
133,10,2008,1998,1,12.0,,3.0,,2017.0,,9.0,
133,11,2009,1998,1,12.0,,1.0,,2017.0,,8.0,
134,6,2010,2004,1,16.0,,8.0,,2017.0,,7.0,
134,7,2011,2004,1,12.0,,4.0,,2017.0,,6.0,
134,9,2013,2004,1,12.0,,1.0,,2017.0,,4.0,
135,13,2010,1997,1,12.0,,1.0,,2017.0,,7.0,
135,14,2011,1997,1,12.0,,4.0,,2017.0,,6.0,
136,3,2011,2008,2,8.0,,2.0,,2018.0,,7.0,
136,5,2013,2008,2,12.0,,6.0,,2017.0,,4.0,
136,10,2018,2008,2,9.0,,1.0,,2018.0,,0.0,
137,7,2008,2001,2,12.0,0.075303,2.0,0.206,2017.0,2017.0,9.0,9.0
137,8,2009,2001,2,7.0,,1.0,,2017.0,,8.0,
137,11,2012,2001,2,12.0,,2.0,,2017.0,,5.0,
137,12,2013,2001,2,,,1.0,,2017.0,,4.0,
137,13,2014,2001,2,12.0,,5.0,,2017.0,,3.0,
137,16,2017,2001,2,12.0,0.111982,1.0,0.14,2017.0,2017.0,0.0,0.0
138,4,2017,2013,2,11.0,0.149344,1.0,0.154,2018.0,2018.0,1.0,1.0
138,5,2018,2013,2,9.0,0.467415,3.0,0.17,2018.0,2018.0,0.0,0.0
138,6,2019,2013,2,12.0,0.172888,1.0,0.116,2020.0,2020.0,1.0,1.0
139,9,2008,1999,2,9.0,,2.0,,2017.0,,9.0,
139,10,2009,1999,2,14.0,,5.0,,2017.0,,8.0,
139,13,2012,1999,2,12.0,,4.0,,2017.0,,5.0,
140,7,2017,2010,1,14.0,,2.0,,2018.0,,1.0,
140,8,2018,2010,1,10.0,,4.0,,2018.0,,0.0,
141,12,2013,2001,1,12.0,,1.0,,2017.0,,4.0,
141,13,2014,2001,1,13.0,,1.0,,2017.0,,3.0,
142,7,2008,2001,2,9.0,,1.0,,2017.0,,9.0,
142,8,2009,2001,2,16.0,,8.0,,2017.0,,8.0,
142,11,2012,2001,2,13.0,,8.0,,2017.0,,5.0,
142,12,2013,2001,2,12.0,,1.0,,2017.0,,4.0,
143,7,2013,2006,1,6.0,,1.0,,2017.0,,4.0,
143,11,2017,2006,1,12.0,,4.0,,2017.0,,0.0,
144,12,2013,2001,1,10.0,,1.0,,2017.0,,4.0,
144,13,2014,2001,1,,,2.0,,2017.0,,3.0,
144,18,2019,2001,1,11.0,0.280393,2.0,0.121,2020.0,2020.0,1.0,1.0
145,5,2017,2012,1,14.0,,1.0,,2019.0,,2.0,
146,7,2017,2010,2,10.0,0.108516,1.0,0.157,2018.0,2018.0,1.0,1.0
146,8,2018,2010,2,11.0,0.889523,4.0,0.205,2018.0,2018.0,0.0,0.0
146,9,2019,2010,2,13.0,1.918531,7.0,0.483,2020.0,2020.0,1.0,1.0
147,6,2009,2003,1,12.0,0.602351,6.0,0.233,2017.0,2018.0,8.0,9.0
147,7,2010,2003,1,13.0,,5.0,,2017.0,,7.0,
147,9,2012,2003,1,10.0,0.0,1.0,0.137,2017.0,2018.0,5.0,6.0
147,10,2013,2003,1,12.0,0.02372,2.0,0.131,2017.0,2018.0,4.0,5.0
147,11,2014,2003,1,12.0,0.0,2.0,0.139,2017.0,2018.0,3.0,4.0
147,14,2017,2003,1,12.0,0.023637,1.0,0.124,2017.0,2018.0,0.0,1.0
147,15,2018,2003,1,,0.154722,,0.106,,2018.0,,0.0
148,7,2017,2010,2,8.0,,1.0,,2019.0,,2.0,
149,8,2009,2001,1,12.0,,6.0,,2017.0,,8.0,
150,7,2017,2010,2,13.0,,4.0,,2018.0,,1.0,
150,8,2018,2010,2,14.0,,7.0,,2018.0,,0.0,
150,9,2019,2010,2,11.0,0.234933,1.0,0.166,2020.0,2020.0,1.0,1.0
151,3,2011,2008,1,10.0,0.010848,2.0,0.106,2017.0,2018.0,6.0,7.0
151,5,2013,2008,1,,0.0,,0.204,,2018.0,,5.0
151,8,2016,2008,1,10.0,0.0,1.0,0.098,2017.0,2018.0,1.0,2.0
151,9,2017,2008,1,13.0,0.295399,4.0,0.143,2017.0,2018.0,0.0,1.0
151,10,2018,2008,1,12.0,0.886881,4.0,0.253,2018.0,2018.0,0.0,0.0
151,11,2019,2008,1,9.0,0.430362,3.0,0.225,2020.0,2020.0,1.0,1.0
152,12,2011,1999,2,12.0,,6.0,,2017.0,,6.0,
152,15,2014,1999,2,12.0,,2.0,,2017.0,,3.0,
152,17,2016,1999,2,10.0,,2.0,,2017.0,,1.0,
153,10,2016,2006,2,6.0,,1.0,,2018.0,,2.0,
153,12,2018,2006,2,16.0,,4.0,,2018.0,,0.0,
153,13,2019,2006,2,10.0,0.0,1.0,0.33,2020.0,2020.0,1.0,1.0
154,11,2009,1998,1,12.0,,3.0,,2017.0,,8.0,
154,12,2010,1998,1,14.0,,1.0,,2017.0,,7.0,
154,13,2011,1998,1,12.0,,5.0,,2017.0,,6.0,
154,14,2012,1998,1,10.0,,1.0,,2017.0,,5.0,
155,5,2018,2013,1,9.0,0.65988,5.0,0.222,2018.0,2018.0,0.0,0.0
155,6,2019,2013,1,11.0,0.646729,4.0,0.156,2020.0,2020.0,1.0,1.0
156,9,2008,1999,1,16.0,,1.0,,2017.0,,9.0,
156,10,2009,1999,1,12.0,,1.0,,2017.0,,8.0,
156,13,2012,1999,1,7.0,,8.0,,2017.0,,5.0,
157,6,2016,2010,1,5.0,0.0,1.0,0.139,2020.0,2018.0,4.0,2.0
157,7,2017,2010,1,2.0,0.302117,1.0,0.233,2020.0,2018.0,3.0,1.0
157,9,2019,2010,1,11.0,0.493178,3.0,0.258,2020.0,2020.0,1.0,1.0
158,6,2009,2003,2,12.0,,3.0,,2017.0,,8.0,
159,11,2010,1999,1,12.0,,2.0,,2017.0,,7.0,
160,14,2008,1994,2,12.0,,7.0,,2017.0,,9.0,
160,15,2009,1994,2,12.0,,2.0,,2017.0,,8.0,
160,18,2012,1994,2,12.0,,3.0,,2017.0,,5.0,
160,19,2013,1994,2,12.0,,1.0,,2017.0,,4.0,
160,20,2014,1994,2,,,6.0,,2017.0,,3.0,
161,10,2017,2007,2,11.0,1.36083,5.0,0.242,2020.0,2020.0,3.0,3.0
162,11,2012,2001,2,12.0,0.105376,2.0,0.145,2017.0,2018.0,5.0,6.0
162,12,2013,2001,2,12.0,0.0,1.0,0.238,2017.0,2018.0,4.0,5.0
162,15,2016,2001,2,12.0,0.055687,2.0,0.132,2017.0,2018.0,1.0,2.0
162,17,2018,2001,2,12.0,0.944881,6.0,0.207,2018.0,2018.0,0.0,0.0
163,8,2009,2001,1,,0.0,,0.388,,2018.0,,9.0
163,9,2010,2001,1,,0.208525,3.0,0.209,2017.0,2018.0,7.0,8.0
163,12,2013,2001,1,,0.183703,2.0,0.156,2017.0,2018.0,4.0,5.0
163,16,2017,2001,1,,0.810148,,0.289,,2018.0,,1.0
163,18,2019,2001,1,11.0,0.254276,4.0,0.2,2020.0,2020.0,1.0,1.0
164,9,2009,2000,2,12.0,0.064299,2.0,0.137,2017.0,2017.0,8.0,8.0
164,13,2013,2000,2,10.0,,3.0,,2017.0,,4.0,
164,17,2017,2000,2,12.0,0.497112,1.0,0.126,2017.0,2017.0,0.0,0.0
165,14,2013,1999,2,10.0,,1.0,,2017.0,,4.0,
166,17,2016,1999,1,9.0,0.0,2.0,0.118,2018.0,2018.0,2.0,2.0
166,19,2018,1999,1,13.0,0.605483,2.0,0.386,2018.0,2018.0,0.0,0.0
166,20,2019,1999,1,13.0,0.265502,1.0,0.308,2020.0,2020.0,1.0,1.0
167,6,2018,2012,1,,1.034993,,0.315,,2018.0,,0.0
167,7,2019,2012,1,10.0,0.081382,1.0,0.132,2020.0,2020.0,1.0,1.0
168,7,2018,2011,1,10.0,,2.0,,2019.0,,1.0,
168,8,2019,2011,1,11.0,0.187682,2.0,0.24,2020.0,2020.0,1.0,1.0
169,3,2017,2014,1,,0.169797,,0.135,,2018.0,,1.0
170,5,2017,2012,2,5.0,0.036014,1.0,0.131,2020.0,2020.0,3.0,3.0
171,7,2017,2010,2,13.0,,5.0,,2019.0,,2.0,
172,9,2008,1999,1,14.0,,3.0,,2017.0,,9.0,
172,13,2012,1999,1,12.0,,2.0,,2017.0,,5.0,
172,19,2018,1999,1,22.0,,6.0,,2018.0,,0.0,
173,13,2009,1996,2,9.0,,2.0,,2017.0,,8.0,
173,15,2011,1996,2,10.0,,2.0,,2017.0,,6.0,
174,4,2014,2010,2,17.0,0.080251,1.0,0.127,2017.0,2018.0,3.0,4.0
174,7,2017,2010,2,14.0,0.356624,5.0,0.166,2017.0,2018.0,0.0,1.0
174,8,2018,2010,2,12.0,0.928213,4.0,0.218,2018.0,2018.0,0.0,0.0
174,9,2019,2010,2,10.0,0.111145,2.0,0.109,2020.0,2020.0,1.0,1.0
175,6,2016,2010,2,10.0,0.237265,3.0,0.156,2017.0,2017.0,1.0,1.0
175,7,2017,2010,2,12.0,,5.0,,2017.0,,0.0,
175,8,2018,2010,2,11.0,0.976403,4.0,0.238,2018.0,2018.0,0.0,0.0
175,9,2019,2010,2,12.0,0.495635,3.0,0.253,2020.0,2020.0,1.0,1.0
176,15,2012,1997,2,12.0,,2.0,,2017.0,,5.0,
177,5,2019,2014,1,11.0,0.669638,4.0,0.189,2020.0,2020.0,1.0,1.0
178,6,2016,2010,1,12.0,,8.0,,2017.0,,1.0,
178,7,2017,2010,1,14.0,0.267023,2.0,0.144,2017.0,2017.0,0.0,0.0
178,8,2018,2010,1,11.0,0.618316,3.0,0.137,2018.0,2018.0,0.0,0.0
178,9,2019,2010,1,13.0,1.239358,8.0,0.335,2020.0,2020.0,1.0,1.0
179,8,2018,2010,2,10.0,,3.0,,2019.0,,1.0,
179,9,2019,2010,2,11.0,0.487209,7.0,0.253,2020.0,2020.0,1.0,1.0
180,8,2018,2010,1,13.0,,5.0,,2019.0,,1.0,
180,9,2019,2010,1,11.0,0.070011,2.0,0.232,2020.0,2020.0,1.0,1.0
181,7,2018,2011,2,11.0,,6.0,,2019.0,,1.0,
181,8,2019,2011,2,10.0,0.273261,3.0,0.136,2020.0,2020.0,1.0,1.0
182,6,2016,2010,2,12.0,0.825804,6.0,0.397,2017.0,2017.0,1.0,1.0
182,7,2017,2010,2,15.0,0.392666,3.0,0.184,2017.0,2017.0,0.0,0.0
182,8,2018,2010,2,15.0,1.340883,7.0,0.312,2018.0,2018.0,0.0,0.0
182,9,2019,2010,2,8.0,0.063434,2.0,0.104,2020.0,2020.0,1.0,1.0
183,4,2017,2013,1,12.0,,2.0,,2019.0,,2.0,
184,6,2016,2010,1,12.0,0.048767,3.0,0.191,2017.0,2018.0,1.0,2.0
184,7,2017,2010,1,,,5.0,,2017.0,,0.0,
184,9,2019,2010,1,7.0,0.193055,2.0,0.184,2020.0,2020.0,1.0,1.0
185,4,2011,2007,1,13.0,,8.0,,2017.0,,6.0,
185,5,2012,2007,1,12.0,,8.0,,2017.0,,5.0,
186,10,2009,1999,2,8.0,0.0,3.0,0.129,2017.0,2018.0,8.0,9.0
186,13,2012,1999,2,12.0,0.0,1.0,0.117,2017.0,2018.0,5.0,6.0
186,15,2014,1999,2,17.0,3.723347,6.0,0.645,2017.0,2018.0,3.0,4.0
186,17,2016,1999,2,12.0,0.072978,1.0,0.149,2017.0,2018.0,1.0,2.0
186,18,2017,1999,2,12.0,1.830055,6.0,0.357,2017.0,2018.0,0.0,1.0
186,19,2018,1999,2,12.0,0.298889,3.0,0.165,2018.0,2018.0,0.0,0.0
187,12,2013,2001,1,12.0,,1.0,,2017.0,,4.0,
188,6,2016,2010,1,9.0,,2.0,,2017.0,,1.0,
188,7,2017,2010,1,12.0,0.209075,1.0,0.117,2017.0,2018.0,0.0,1.0
188,8,2018,2010,1,11.0,0.42009,3.0,0.151,2018.0,2018.0,0.0,0.0
188,9,2019,2010,1,11.0,0.408634,4.0,0.16,2020.0,2020.0,1.0,1.0
189,12,2011,1999,1,2.0,0.848515,7.0,0.276,2020.0,2018.0,9.0,7.0
189,13,2012,1999,1,4.0,0.0,1.0,0.211,2020.0,2018.0,8.0,6.0
189,18,2017,1999,1,,0.0,,0.213,,2018.0,,1.0
189,20,2019,1999,1,11.0,0.165137,1.0,0.194,2020.0,2020.0,1.0,1.0
190,3,2017,2014,2,6.0,0.109235,1.0,0.181,2020.0,2020.0,3.0,3.0
191,7,2017,2010,2,13.0,,1.0,,2017.0,,0.0,
191,8,2018,2010,2,11.0,,5.0,,2018.0,,0.0,
192,4,2016,2012,1,8.0,0.033142,1.0,0.122,2018.0,2018.0,2.0,2.0
192,6,2018,2012,1,10.0,0.617293,3.0,0.174,2018.0,2018.0,0.0,0.0
192,7,2019,2012,1,15.0,0.350096,3.0,0.206,2020.0,2020.0,1.0,1.0
193,6,2017,2011,1,11.0,0.12736,1.0,0.115,2018.0,2018.0,1.0,1.0
193,7,2018,2011,1,11.0,1.252812,6.0,0.326,2018.0,2018.0,0.0,0.0
194,13,2008,1995,2,12.0,,1.0,,2017.0,,9.0,
194,14,2009,1995,2,12.0,,2.0,,2017.0,,8.0,
195,4,2009,2005,2,12.0,,2.0,,2017.0,,8.0,
195,9,2014,2005,2,12.0,,2.0,,2017.0,,3.0,
196,18,2011,1993,1,4.0,,1.0,,2017.0,,6.0,
196,19,2012,1993,1,12.0,,4.0,,2017.0,,5.0,
196,21,2014,1993,1,12.0,,4.0,,2017.0,,3.0,
197,4,2010,2006,1,12.0,,2.0,,2017.0,,7.0,
197,5,2011,2006,1,17.0,,6.0,,2017.0,,6.0,
197,8,2014,2006,1,12.0,,2.0,,2017.0,,3.0,
198,6,2014,2008,1,,,2.0,,2017.0,,3.0,
198,8,2016,2008,1,10.0,0.007248,1.0,0.118,2017.0,2018.0,1.0,2.0
198,9,2017,2008,1,,,3.0,,2017.0,,0.0,
198,10,2018,2008,1,13.0,0.852838,5.0,0.195,2018.0,2018.0,0.0,0.0
198,11,2019,2008,1,4.0,0.417053,2.0,0.198,2020.0,2020.0,1.0,1.0
199,7,2012,2005,2,16.0,,1.0,,2017.0,,5.0,
199,8,2013,2005,2,12.0,,1.0,,2017.0,,4.0,
199,13,2018,2005,2,14.0,,6.0,,2018.0,,0.0,
200,5,2017,2012,1,13.0,,2.0,,2019.0,,2.0,
201,13,2014,2001,1,,0.111045,,0.137,,2018.0,,4.0
201,15,2016,2001,1,9.0,0.045307,2.0,0.132,2017.0,2018.0,1.0,2.0
201,16,2017,2001,1,13.0,0.205875,3.0,0.182,2017.0,2018.0,0.0,1.0
201,17,2018,2001,1,10.0,1.317647,5.0,0.304,2018.0,2018.0,0.0,0.0
201,18,2019,2001,1,12.0,0.315198,4.0,0.183,2020.0,2020.0,1.0,1.0
202,4,2017,2013,2,15.0,0.605483,4.0,0.219,2018.0,2018.0,1.0,1.0
202,5,2018,2013,2,17.0,2.391732,7.0,0.458,2018.0,2018.0,0.0,0.0
203,13,2008,1995,2,6.0,0.060632,1.0,0.137,2017.0,2017.0,9.0,9.0
203,14,2009,1995,2,7.0,,1.0,,2017.0,,8.0,
203,16,2011,1995,2,12.0,,3.0,,2017.0,,6.0,
203,17,2012,1995,2,7.0,0.0,3.0,0.228,2017.0,2017.0,5.0,5.0
203,18,2013,1995,2,12.0,,3.0,,2017.0,,4.0,
203,19,2014,1995,2,12.0,,6.0,,2017.0,,3.0,
203,22,2017,1995,2,12.0,0.174336,1.0,0.147,2017.0,2017.0,0.0,0.0
203,23,2018,1995,2,12.0,1.66081,7.0,0.341,2018.0,2018.0,0.0,0.0
204,7,2016,2009,2,9.0,0.0,1.0,0.109,2017.0,2018.0,1.0,2.0
204,8,2017,2009,2,,0.039423,1.0,0.111,2017.0,2018.0,0.0,1.0
204,9,2018,2009,2,13.0,0.841076,6.0,0.173,2018.0,2018.0,0.0,0.0
204,10,2019,2009,2,9.0,0.344084,4.0,0.206,2020.0,2020.0,1.0,1.0
205,8,2014,2006,2,12.0,,1.0,,2017.0,,3.0,
206,4,2009,2005,1,12.0,,4.0,,2017.0,,8.0,
206,6,2011,2005,1,12.0,,5.0,,2017.0,,6.0,
207,6,2016,2010,1,13.0,0.177609,3.0,0.179,2018.0,2018.0,2.0,2.0
207,8,2018,2010,1,11.0,0.796308,4.0,0.17,2018.0,2018.0,0.0,0.0
207,9,2019,2010,1,10.0,0.338471,4.0,0.171,2020.0,2020.0,1.0,1.0
208,19,2009,1990,2,7.0,,5.0,,2017.0,,8.0,
208,21,2011,1990,2,10.0,,4.0,,2017.0,,6.0,
208,22,2012,1990,2,10.0,,2.0,,2017.0,,5.0,
208,27,2017,1990,2,12.0,,5.0,,2017.0,,0.0,
209,12,2008,1996,2,10.0,,2.0,,2017.0,,9.0,
209,13,2009,1996,2,15.0,,2.0,,2017.0,,8.0,
210,4,2016,2012,1,9.0,0.0,1.0,0.095,2017.0,2018.0,1.0,2.0
210,5,2017,2012,1,12.0,0.048767,1.0,0.128,2017.0,2018.0,0.0,1.0
210,6,2018,2012,1,12.0,1.021805,4.0,0.239,2018.0,2018.0,0.0,0.0
210,7,2019,2012,1,11.0,0.153242,1.0,0.117,2020.0,2020.0,1.0,1.0
211,10,2018,2008,1,11.0,,2.0,,2019.0,,1.0,
212,7,2019,2012,1,11.0,0.180551,4.0,0.203,2020.0,2020.0,1.0,1.0
213,7,2018,2011,1,13.0,,5.0,,2019.0,,1.0,
214,3,2019,2016,2,9.0,,5.0,,2020.0,,1.0,
215,6,2016,2010,1,12.0,0.01243,2.0,0.114,2017.0,2017.0,1.0,1.0
215,7,2017,2010,1,12.0,0.210814,1.0,0.143,2017.0,2017.0,0.0,0.0
215,8,2018,2010,1,13.0,0.429681,2.0,0.169,2018.0,2018.0,0.0,0.0
215,9,2019,2010,1,12.0,0.795931,2.0,0.156,2020.0,2020.0,1.0,1.0
216,4,2017,2013,2,9.0,,1.0,,2019.0,,2.0,
217,12,2017,2005,1,12.0,0.286861,3.0,0.209,2017.0,2017.0,0.0,0.0
217,13,2018,2005,1,12.0,0.620434,4.0,0.188,2018.0,2018.0,0.0,0.0
217,14,2019,2005,1,15.0,0.353586,3.0,0.233,2020.0,2020.0,1.0,1.0
218,9,2009,2000,1,12.0,,3.0,,2017.0,,8.0,
218,10,2010,2000,1,10.0,,1.0,,2017.0,,7.0,
218,12,2012,2000,1,12.0,,3.0,,2017.0,,5.0,
218,13,2013,2000,1,10.0,,1.0,,2017.0,,4.0,
218,14,2014,2000,1,12.0,,7.0,,2017.0,,3.0,
218,18,2018,2000,1,14.0,,6.0,,2018.0,,0.0,
219,4,2014,2010,2,14.0,,2.0,,2018.0,,4.0,
219,8,2018,2010,2,11.0,,1.0,,2018.0,,0.0,
219,9,2019,2010,2,10.0,0.587052,7.0,0.201,2020.0,2020.0,1.0,1.0
220,5,2011,2006,2,12.0,,5.0,,2017.0,,6.0,
220,7,2013,2006,2,12.0,,1.0,,2017.0,,4.0,
221,6,2009,2003,1,13.0,,8.0,,2017.0,,8.0,
221,7,2010,2003,1,9.0,,2.0,,2017.0,,7.0,
221,8,2011,2003,1,12.0,,4.0,,2017.0,,6.0,
221,9,2012,2003,1,7.0,,5.0,,2017.0,,5.0,
221,10,2013,2003,1,12.0,,3.0,,2017.0,,4.0,
222,5,2019,2014,1,13.0,0.437288,5.0,0.161,2020.0,2020.0,1.0,1.0
223,4,2014,2010,1,10.0,0.080251,3.0,0.113,2017.0,2018.0,3.0,4.0
223,7,2017,2010,1,12.0,0.04716,1.0,0.119,2017.0,2018.0,0.0,1.0
223,8,2018,2010,1,13.0,0.538386,4.0,0.15,2018.0,2018.0,0.0,0.0
223,9,2019,2010,1,11.0,0.301987,2.0,0.213,2020.0,2020.0,1.0,1.0
224,4,2019,2015,2,11.0,0.298222,6.0,0.185,2020.0,2020.0,1.0,1.0
225,4,2018,2014,2,8.0,0.098537,1.0,0.092,2020.0,2020.0,2.0,2.0
225,5,2019,2014,2,4.0,0.1093,2.0,0.18,2020.0,2020.0,1.0,1.0
226,5,2016,2011,1,9.0,0.161218,2.0,0.134,2017.0,2017.0,1.0,1.0
226,6,2017,2011,1,,0.286861,2.0,0.135,2017.0,2017.0,0.0,0.0
226,7,2018,2011,1,12.0,0.448865,7.0,0.197,2018.0,2018.0,0.0,0.0
226,8,2019,2011,1,11.0,1.114363,5.0,0.233,2020.0,2020.0,1.0,1.0
227,7,2017,2010,1,12.0,0.259265,1.0,0.137,2018.0,2018.0,1.0,1.0
227,8,2018,2010,1,12.0,0.367078,3.0,0.198,2018.0,2018.0,0.0,0.0
227,9,2019,2010,1,9.0,0.587403,5.0,0.183,2020.0,2020.0,1.0,1.0
228,4,2011,2007,2,12.0,,2.0,,2018.0,,7.0,
228,6,2013,2007,2,15.0,,8.0,,2018.0,,5.0,
228,11,2018,2007,2,13.0,,6.0,,2018.0,,0.0,
229,8,2018,2010,2,13.0,,3.0,,2019.0,,1.0,
230,15,2008,1993,2,12.0,,2.0,,2017.0,,9.0,
230,16,2009,1993,2,14.0,,2.0,,2017.0,,8.0,
231,6,2016,2010,1,9.0,0.0,1.0,0.14,2017.0,2018.0,1.0,2.0
231,7,2017,2010,1,,,6.0,,2017.0,,0.0,
231,8,2018,2010,1,10.0,1.225133,6.0,0.274,2018.0,2018.0,0.0,0.0
231,9,2019,2010,1,10.0,0.29918,4.0,0.15,2020.0,2020.0,1.0,1.0
232,6,2017,2011,2,17.0,0.511891,1.0,0.186,2018.0,2018.0,1.0,1.0
232,7,2018,2011,2,13.0,0.21498,3.0,0.133,2018.0,2018.0,0.0,0.0
232,8,2019,2011,2,9.0,0.308219,4.0,0.17,2020.0,2020.0,1.0,1.0
233,3,2009,2006,1,,,2.0,,2017.0,,8.0,
233,5,2011,2006,1,8.0,,5.0,,2017.0,,6.0,
234,19,2008,1989,2,13.0,,4.0,,2017.0,,9.0,
234,20,2009,1989,2,12.0,,2.0,,2017.0,,8.0,
234,22,2011,1989,2,7.0,,4.0,,2017.0,,6.0,
234,23,2012,1989,2,8.0,,1.0,,2017.0,,5.0,
234,24,2013,1989,2,12.0,,1.0,,2017.0,,4.0,
235,6,2016,2010,1,9.0,0.0,1.0,0.159,2017.0,2017.0,1.0,1.0
235,7,2017,2010,1,12.0,0.207508,1.0,0.175,2017.0,2017.0,0.0,0.0
235,8,2018,2010,1,10.0,0.618392,6.0,0.232,2018.0,2018.0,0.0,0.0
235,9,2019,2010,1,10.0,0.154668,2.0,0.152,2020.0,2020.0,1.0,1.0
236,11,2012,2001,1,12.0,0.799448,6.0,0.215,2017.0,2018.0,5.0,6.0
236,12,2013,2001,1,10.0,0.0,1.0,0.134,2017.0,2018.0,4.0,5.0
236,13,2014,2001,1,12.0,0.289005,2.0,0.176,2017.0,2018.0,3.0,4.0
236,16,2017,2001,1,12.0,0.187031,2.0,0.156,2017.0,2018.0,0.0,1.0
