NestID,Year,Female ID,Reproductive Age,Clutch Number,Julian Oviposition Date,Clutch size,Depredated?,Number Alive Hatchlings,Plastron Length (mm),Avg Egg Mass (g),Total Clutch Mass (g),Avg Hatchling Mass (g),Nest distance to water (meter),Nest canopy cover (S + W)
2006070,2006,141,8,1,153,10,YES,0,150,7.61,76.14,,25,117
2006150,2006,140,8,2,164,UNK,YES,0,148,UNK,UNK,,41,100
2006189,2006,141,8,2,168,UNK,YES,0,150,UNK,UNK,,4,134
2006218,2006,145,8,2,170,10,NO,10,147,UNK,UNK,5.04,62,72
2006225,2006,305,8,2,171,13,NO,9,169,7.02,91.26,4.34,57,89
2007052,2007,173,8,1,150,7,NO,7,152,UNK,UNK,4.3,14,69
2007077,2007,168,8,1,151,8,NO,2,147,7.11,56.88,4.56,2,89
2007082,2007,183,8,1,152,2,NO,0,148,7.19,14.38,,15,73
2007132,2007,173,8,2,162,11,NO,9,152,5.9,64.89,4.12,22,79
2007133,2007,206,8,1,163,8,YES,0,168,7.25,58.01,,67,51
2007166,2007,183,8,2,167,7,NO,5,147,5.89,41.25,4.36,5,35
2007177,2007,203,8,1,168,12,YES,0,168,7.36,88.31,,61,88
2007203,2007,139,8,1,170,6,NO,2,170,7.5,45.01,4.5,26,128
2007235,2007,173,8,3,173,12,NO,7,153,5.89,70.67,3.86,18,94
2007239,2007,206,8,2,173,7,NO,6,168,7.64,53.51,5.49,44,116
2008005,2008,482,8,1,157,10,NO,0,150,7.67,76.7,,73,104
2008052,2008,48,8,1,161,13,NO,0,162,6.29,81.82,,53,91
2008059,2008,452,8,1,163,9,NO,0,150,6.77,60.97,,29,165
2008110,2008,236,8,2,176,10,YES,2,151,7.41,74.1,4.12,27,91
2009001,2009,124,8,1,146,9,YES,0,152,6.14,55.25,,8,31
2009023,2009,25,8,1,152,10,YES,0,137,5.05,50.5,,15,10
2009045,2009,68,8,1,156,7,YES,0,151,7.44,52.11,,4,73
2009052,2009,101,8,1,157,8,YES,0,147,7.03,56.27,,34,86
2009064,2009,88,8,1,158,13,YES,0,160,7.77,101.04,,82,54
2009068,2009,59,8,1,158,10,NO,0,149,7.18,64.6,,19,69
2009080,2009,454,8,1,158,10,YES,0,150,7.31,73.06,,15,82
2009084,2009,90,8,1,158,10,YES,0,156,7.41,74.06,,14,18
2009087,2009,94,8,1,158,11,YES,0,163,7.96,87.5,,46,49
2009089,2009,475,8,1,158,13,YES,0,173,7.15,92.93,,64,41
2009093,2009,112,8,1,158,14,YES,0,171,9.09,127.29,,26,95
2009097,2009,121,8,1,159,6,YES,0,147,8.69,52.12,,44,63
2009107,2009,115,8,1,159,10,YES,0,150,6.8,67.96,,45,115
2009110,2009,590,8,1,159,10,YES,0,134,4.77,47.74,,9,54
2009149,2009,88,8,2,164,8,YES,0,179,9.04,63.28,,25,79
2009152,2009,451,8,1,165,11,YES,0,155,6.85,68.48,,9,45
2009156,2009,124,8,2,166,8,NO,6,151,5.87,41.11,4,10,92
2009159,2009,110,8,1,166,9,YES,0,154,8.65,69.17,,69,96
2009198,2009,118,8,1,170,11,YES,0,151,7.32,73.16,,59,UNK
2009216,2009,468,8,1,171,11,YES,0,159,7.35,73.54,,56,78
2009237,2009,59,8,2,172,9,YES,0,149,6.69,53.5,,30,47
2009239,2009,454,8,2,172,8,YES,0,149,6.79,47.54,,15,29
2009242,2009,68,8,2,172,8,YES,0,151,7.14,49.95,,10,34
2009246,2009,102,8,1,173,9,NO,0,159,7.04,56.31,,10,120
2009254,2009,90,8,2,173,14,YES,0,156,6.75,87.71,,26,181
2009257,2009,25,8,2,173,7,NO,2,138,4.96,29.76,2.8,14,113
2009276,2009,451,8,2,175,10,YES,0,155,6.4,57.63,,11,46
2009286,2009,121,8,2,176,7,NO,7,147,8.3,49.78,5.51,55,111
2009287,2009,112,8,2,176,9,NO,9,171,8.11,64.86,3.77,31,52
2010024,2010,512,8,1,145,9,YES,0,162,8.01,72.09,,53,91
2010043,2010,408,8,1,146,10,YES,0,153,4.33,43.3,,52,71
2010128,2010,597,8,1,152,14,YES,0,168,7.36,103.05,,72,79
2010131,2010,616,8,1,153,13,YES,0,154,5.6,67.21,,24,23
2010153,2010,72,8,1,155,13,YES,0,172,7.15,92.99,,46,61
2010157,2010,512,8,2,155,10,NO,8,161,7.16,71.61,4.65,35,115
2010192,2010,513,8,1,163,11,YES,0,153,7.25,79.78,,22,79
2010204,2010,367,8,1,163,11,YES,0,153,6.55,72.05,,77,124
2005001,2005,631,9,1,142,4,YES,0,UNK,7.3,29.18,,72,109
2005002,2005,617,9,1,142,12,YES,0,169,7.03,84.4,,6,93
2005019,2005,648,9,1,151,6,YES,0,154,7.74,46.43,,72,119
2005034,2005,624,9,1,152,12,YES,0,170,8.49,101.92,,3,21
2005093,2005,637,9,1,156,13,YES,0,153,7.11,92.39,,38,96
2005103,2005,704,9,1,156,14,YES,0,164,7.3,102.14,,72,14
2005117,2005,705,9,1,157,11,YES,0,171,6.37,70.02,,25,198
2005128,2005,617,9,2,159,12,YES,0,169,7.88,94.52,,45,126
2005138,2005,631,9,2,160,9,YES,0,149,7.52,67.72,,47,118
2005151,2005,24,9,1,162,16,YES,0,173,7.84,117.55,,47,75
2005165,2005,624,9,2,164,16,YES,0,169,8.14,130.27,,66,168
2005167,2005,648,9,2,164,10,YES,0,154,7.23,72.31,,37,121
2005177,2005,630,9,1,165,9,YES,0,148,7.58,68.25,,10,23
2005208,2005,626,9,1,170,10,YES,0,157,7.84,78.4,,68,102
2005268,2005,704,9,2,174,12,YES,0,164,7.1,85.22,,50,106
2006007,2006,727,9,1,147,12,YES,0,152,7.09,85.11,,13,3
2006042,2006,515,9,1,150,UNK,YES,0,177,UNK,UNK,,33,168
2006117,2006,715,9,1,157,UNK,YES,0,171,UNK,UNK,,20,66
2006158,2006,585,9,1,165,13,NO,13,174,UNK,UNK,5.25,11,2
2006194,2006,515,9,2,168,14,NO,13,178,UNK,UNK,5.72,47,94
2006259,2006,585,9,2,179,10,YES,0,174,7.06,70.59,,5,137
2007009,2007,140,9,1,144,UNK,YES,0,148,UNK,UNK,,48,169
2007033,2007,305,9,1,149,13,YES,0,169,7.7,100.16,,57,104
2007035,2007,141,9,1,149,10,NO,10,150,UNK,UNK,5,26,180
2007062,2007,153,9,1,149,14,YES,0,168,7.46,104.43,,23,151
2007095,2007,145,9,1,152,UNK,YES,0,150,UNK,UNK,,65,42
2007169,2007,305,9,2,167,13,NO,12,169,7.08,92,5.19,31,160
2007194,2007,269,9,1,169,8,YES,0,148,5.83,46.6,,70,63
2007217,2007,145,9,2,170,7,NO,7,147,7.88,55.19,5.56,31,UNK
2007251,2007,140,9,2,178,10,NO,10,154,6.61,66.06,4.33,49,91
2008022,2008,183,9,1,159,8,NO,0,148,7.42,59.38,,25,68
2008043,2008,173,9,1,161,9,NO,0,153,7.16,64.42,,52,78
2008086,2008,183,9,2,174,UNK,YES,0,148,UNK,UNK,,41,75
2009042,2009,48,9,1,156,13,YES,0,163,6.36,82.64,,68,154
2009109,2009,240,9,1,159,8,YES,0,151,7.86,62.88,,18,61
2009197,2009,482,9,1,170,11,YES,0,150,7.21,72.12,,43,130
2009202,2009,48,9,2,170,13,YES,0,163,6.23,74.81,,12,65
2009243,2009,166,9,1,173,7,YES,0,168,8.91,53.43,,65,82
2009251,2009,647,9,1,173,8,YES,0,144,5.07,35.52,,8,33
2010018,2010,59,9,1,145,8,YES,0,150,7.76,62.07,,33,55
2010038,2010,475,9,1,146,14,NO,11,173,7.45,104.26,4.66,57,UNK
2010042,2010,468,9,1,146,8,YES,0,158,7.86,62.85,,52,71
2010052,2010,68,9,1,147,7,YES,0,153,8.58,60.03,,12,37
2010063,2010,90,9,1,148,8,YES,0,155,4.48,35.8,,39,59
2010066,2010,101,9,1,149,9,YES,0,147,7.44,59.48,,21,81
2010074,2010,454,9,1,149,7,YES,0,149,7.91,55.38,,12,93
2010081,2010,94,9,1,149,10,YES,0,163,8.08,80.75,,37,66
2010089,2010,590,9,1,150,7,YES,0,137,6.43,45,,3,101
2010090,2010,451,9,1,150,9,YES,0,155,7.26,65.34,,14,112
2010105,2010,115,9,1,150,9,YES,0,150,7.24,57.92,,45,84
2010184,2010,101,9,2,162,8,YES,0,151,5.62,44.92,,21,40
2010200,2010,475,9,2,163,3,NO,0,173,7.16,21.47,,24,129
2010222,2010,90,9,2,167,12,YES,0,156,6.69,80.26,,3,17
2010224,2010,451,9,2,167,10,YES,0,157,7,69.95,,0,45
2010225,2010,59,9,2,159,11,YES,0,149,6.68,73.46,,24,11
2010235,2010,454,9,2,169,6,YES,0,150,7.76,46.55,,27,83
2010252,2010,468,9,2,171,10,YES,0,158,6.03,60.33,,56,69
2010258,2010,88,9,1,172,9,NO,6,173,8.66,77.91,4.8,25,157
2006001,2006,630,10,1,144,11,YES,0,150,7.48,82.26,,83,124
2006003,2006,648,10,1,147,10,NO,7,160,7.51,75.11,4.31,27,85
2006011,2006,631,10,1,147,8,YES,0,150,8.47,67.76,,26,89
2006019,2006,624,10,1,149,11,YES,0,170,8.75,96.25,,29,153
2006045,2006,57,10,1,150,UNK,YES,0,159,UNK,UNK,,27,80
2006105,2006,704,10,1,156,UNK,YES,0,164,UNK,UNK,,54,170
2006121,2006,637,10,1,157,UNK,YES,0,154,UNK,UNK,,38,114
2006124,2006,24,10,1,158,14,YES,0,172,8.15,114.05,,45,87
2006148,2006,630,10,2,164,10,YES,0,150,7.33,73.29,,12,41
2006164,2006,57,10,2,165,11,NO,11,154,UNK,UNK,4.68,40,149
2006178,2006,624,10,2,166,15,YES,0,170,7.99,119.89,,52,39
2006243,2006,631,10,2,176,3,NO,3,150,UNK,UNK,3.93,47,43
2006250,2006,705,10,1,176,12,NO,12,172,UNK,UNK,4.37,46,89
2006255,2006,24,10,2,178,10,NO,7,173,8.31,83.08,5.97,31,81
2006267,2006,704,10,2,180,12,NO,12,165,UNK,UNK,4.84,48,116
2007010,2007,515,10,1,144,12,YES,0,178,7.9,94.75,,34,155
2007055,2007,727,10,1,149,10,NO,9,152,UNK,UNK,4.87,4,151
2007161,2007,585,10,1,167,12,YES,0,174,7.93,95.13,,1,128
2007180,2007,727,10,2,168,10,YES,0,153,7.42,74.17,,6,60
2008008,2008,140,10,1,157,11,NO,0,150,7.47,82.19,,32,104
2008030,2008,305,10,1,160,15,NO,0,170,7.92,118.78,,39,75
2008115,2008,305,10,2,177,14,YES,0,170,6.86,95.99,,58,122
2009008,2009,206,10,1,150,6,YES,0,169,8.23,49.38,,53,85
2009029,2009,173,10,1,152,7,YES,0,153,7.12,49.83,,38,162
2009057,2009,145,10,1,157,9,YES,0,149,7.65,68.87,,23,90
2009206,2009,183,10,1,170,10,YES,0,149,6.9,62.07,,13,48
2009281,2009,173,10,2,175,13,YES,0,154,6.1,73.21,,35,101
2010005,2010,482,10,1,144,9,YES,0,150,8.27,74.44,,25,14
2010077,2010,647,10,1,149,11,YES,0,141,6.35,69.84,,3,15
2010185,2010,482,10,2,162,8,NO,0,152,7.73,61.86,,59,96
2010198,2010,240,10,1,163,9,YES,0,152,7.03,63.29,,35,121
2007011,2007,648,11,1,144,UNK,YES,0,156,UNK,UNK,,37,98
2007019,2007,630,11,1,147,9,NO,7,150,7.81,70.32,5.69,55,59
2007032,2007,624,11,1,148,11,NO,8,170,8.53,93.86,5.41,43,110
2007038,2007,631,11,1,149,8,YES,0,150,8.08,64.62,,51,65
2007069,2007,705,11,1,150,13,NO,0,172,6.24,81.06,,57,115
2007081,2007,24,11,1,152,11,NO,10,173,UNK,UNK,5.37,41,108
2007100,2007,704,11,1,153,10,YES,0,165,8.2,82,,46,54
2007146,2007,630,11,2,164,10,NO,7,151,7.94,79.38,5.89,46,122
2007157,2007,624,11,2,166,13,NO,9,171,8.47,110.17,5.18,22,125
2007162,2007,248,11,1,167,11,YES,0,155,6.47,71.13,,69,42
2007182,2007,648,11,2,167,9,NO,1,157,7.74,69.69,4.22,53,104
2007186,2007,705,11,2,168,11,NO,9,172,6.56,72.15,3.85,20,129
2007200,2007,704,11,2,170,11,NO,11,165,7.27,80.01,4.6,43,156
2007206,2007,57,11,1,170,10,NO,10,159,7.53,75.31,5.97,46,UNK
2007249,2007,630,11,3,177,9,NO,6,151,7.15,64.35,4.63,12,86
2007264,2007,713,11,1,179,9,NO,9,151,7.33,65.96,5.19,11,90
2007265,2007,624,11,3,179,11,NO,3,171,7.03,77.32,3.06,64,47
2008014,2008,515,11,1,158,13,NO,0,177,8.16,106.08,,46,93
2008042,2008,487,11,1,161,14,NO,0,166,7.04,98.59,,77,155
2008171,2008,715,11,1,181,16,YES,0,170,6.1,97.66,,21,78
2009003,2009,305,11,1,146,14,YES,0,170,8.24,115.35,,60,85
2009175,2009,140,11,1,169,11,YES,0,150,7.29,72.9,,58,51
2009215,2009,305,11,2,171,13,YES,0,170,7.66,91.94,,69,UNK
2010002,2010,206,11,1,142,9,YES,0,170,7.61,68.47,,51,56
2010008,2010,173,11,1,144,9,YES,0,153,6.35,57.11,,45,58
2010028,2010,183,11,1,145,7,YES,0,149,7.76,46.56,,12,11
2010068,2010,145,11,1,149,7,YES,0,148,7.67,53.71,,43,73
2010082,2010,212,11,1,149,12,YES,0,158,6.89,82.7,,17,11
2010162,2010,183,11,2,157,10,YES,0,149,6.71,67.06,,33,23
2010219,2010,145,11,2,167,8,YES,0,150,7.2,57.56,,9,30
2010233,2010,206,11,2,169,9,YES,0,170,6.69,60.23,,55,152
2010253,2010,173,11,1,171,8,YES,0,154,6.77,54.14,,39,UNK
2008033,2008,624,12,1,160,11,NO,0,170,8.64,95.01,,29,138
2008036,2008,631,12,1,160,8,NO,0,151,7.53,60.26,,55,74
2008037,2008,704,12,1,160,14,NO,0,UNK,6.89,96.5,,72,161
2008093,2008,631,12,2,175,9,YES,0,151,7.7,69.26,,70,64
2008118,2008,704,12,2,177,13,YES,0,UNK,6.7,87.04,,53,132
2008151,2008,630,12,1,180,9,NO,0,151,7.77,69.97,,23,61
2008152,2008,705,12,1,180,16,NO,0,177,5.77,92.25,,26,83
2009002,2009,515,12,1,146,15,YES,0,178,7.66,114.89,,60,87
2009136,2009,711,12,1,162,11,YES,0,156,7.48,74.76,,13,43
2009161,2009,623,12,1,167,7,YES,0,140,5.48,32.88,,48,123
2009163,2009,472,12,1,168,13,NO,2,178,7.41,88.95,5.33,47,110
2009245,2009,715,12,1,173,15,YES,0,170,6.21,86.98,,23,113
2010017,2010,140,12,1,145,8,YES,0,150,7.88,63.07,,12,82
2010088,2010,305,12,1,150,11,YES,0,170,8.26,90.87,,28,78
2010208,2010,305,12,2,164,12,YES,0,171,7.52,90.27,,55,137
2010215,2010,158,12,1,166,10,YES,0,157,6.91,69.07,,20,117
2009012,2009,648,13,1,151,10,YES,0,156,7.71,77.08,,80,121
2009016,2009,619,13,1,152,10,YES,0,158,7.21,72.14,,53,90
2009025,2009,705,13,1,152,13,YES,0,172,6.22,80.82,,29,172
2009026,2009,630,13,1,152,8,YES,0,152,7.95,63.59,,45,114
2009050,2009,631,13,1,157,8,YES,0,151,8.3,66.41,,48,63
2009096,2009,705,13,2,159,16,YES,0,171,7.68,122.93,,29,179
2009164,2009,619,13,2,168,9,YES,0,157,7.41,59.25,,56,117
2009173,2009,630,13,2,169,9,YES,0,134,7.75,61.96,,2,106
2009208,2009,624,13,1,170,12,YES,0,170,8.69,86.87,,24,130
2009230,2009,642,13,1,172,12,YES,0,153,5.4,59.36,,9,14
2009244,2009,631,13,2,173,9,YES,0,151,7.29,58.29,,69,UNK
2010022,2010,515,13,1,145,11,YES,0,177,7.93,79.34,,28,134
2010071,2010,715,13,1,149,10,NO,0,170,7.89,78.87,,2,103
2010193,2010,515,13,2,163,13,YES,0,178,7.88,102.48,,26,96
2010199,2010,715,13,2,163,17,YES,0,176,7.28,123.68,,19,66
2009153,2009,163,14,1,165,8,YES,0,144,5.8,40.58,,18,79
2009191,2009,230,14,1,169,9,YES,0,154,7.24,57.89,,38,46
2009219,2009,202,14,1,171,9,YES,0,169,6.93,55.42,,84,138
2009255,2009,7,14,1,173,10,YES,0,156,7.58,68.25,,34,168
2009294,2009,163,14,2,177,8,NO,8,144,5.46,38.25,3.73,3,169
2010006,2010,619,14,1,144,11,YES,0,158,7.1,78.09,,57,13
2010019,2010,648,14,1,145,9,YES,0,155,7.89,71,,42,UNK
2010029,2010,704,14,1,145,11,YES,0,167,7.74,85.18,,66,95
2010051,2010,624,14,1,147,9,YES,0,170,9.09,81.81,,50,85
2010079,2010,631,14,1,149,9,YES,0,152,8.6,77.37,,57,18
2010106,2010,642,14,1,150,12,YES,0,154,6.27,75.27,,3,89
2010129,2010,142,14,1,152,7,YES,0,178,6.68,46.75,,53,112
2010145,2010,497,14,1,153,11,YES,0,166,7.35,80.86,,52,72
2010172,2010,648,14,2,159,11,YES,0,161,7.64,83.99,,52,88
2010212,2010,562,14,1,165,9,NO,0,167,7.23,65.04,,32,136
2010230,2010,631,14,2,168,9,YES,0,153,7.45,67.03,,12,61
2010239,2010,704,14,2,170,13,YES,0,167,7.45,89.39,,72,46
2007131,2007,658,15,1,162,9,NO,9,172,8.31,74.78,5.71,46,156
2007250,2007,658,15,2,178,13,NO,13,173,7.86,102.12,5.65,26,86
2010004,2010,653,15,1,143,12,NO,0,178,7.81,93.72,,4,55
2010025,2010,572,15,1,145,10,NO,0,150,8.22,82.2,,54,107
2010040,2010,213,15,1,146,11,YES,0,164,7.87,86.52,,83,138
2010070,2010,230,15,1,149,6,YES,0,153,8.65,51.92,,33,66
2010116,2010,202,15,1,151,4,NO,0,169,8.19,24.57,,56,82
2010142,2010,163,15,1,153,8,YES,0,145,7.08,56.64,,4,131
2010151,2010,653,15,2,154,16,YES,0,177,6.59,105.4,,67,57
2010207,2010,230,15,2,164,10,YES,0,154,7.46,74.57,,46,61
2010261,2010,202,15,2,173,12,YES,0,168,5.46,65.56,,65,100
