NestID,Year,Female ID,Reproductive Age,Clutch Number,Julian Oviposition Date,Clutch size,Depredated?,Number Alive Hatchlings,Plastron Length (mm),Avg Egg Mass (g),Total Clutch Mass (g),Avg Hatchling Mass (g),Nest distance to water (meter),Nest canopy cover (S + W)
2009055,2009,341,3,1,157,10,YES,0,UNK,6.96,69.56,,70,106
2009095,2009,338,3,1,159,10,YES,0,146,5.55,55.5,,42,71
2009125,2009,347,3,1,161,11,YES,0,154,6.23,62.28,,14,42
2009201,2009,549,3,1,170,7,NO,5,138,5.06,30.37,3.12,11,128
2009291,2009,338,3,2,176,9,NO,9,148,5.46,43.68,3.46,40,130
2010078,2010,690,3,1,149,8,YES,0,140,6.77,54.16,,42,142
2010123,2010,640,3,1,152,12,YES,0,153,5.85,70.19,,6,61
2010202,2010,278,3,1,163,12,YES,0,173,7.21,86.55,,12,63
2010209,2010,690,3,2,164,9,NO,2,140,6.45,58.04,3.29,50,106
2010223,2010,632,3,1,167,9,YES,0,150,6.01,54.1,,33,31
2010262,2010,639,3,1,173,9,YES,0,152,6.27,56.46,,21,71
2010269,2010,640,3,3,177,8,NO,0,UNK,5.88,47.04,,12,58
2000002,2000,617,4,1,143,12,NO,1,168,8.1,97.21,5.12,78,101
2000007,2000,650,4,1,145,9,NO,7,155,6.97,62.72,4.34,27,185
2000009,2000,624,4,1,145,11,NO,11,169,7.66,84.24,5.18,44,95
2000010,2000,619,4,1,145,11,NO,2,158,6.59,72.48,3.8,72,26
2000012,2000,625,4,1,150,14,YES,0,162,6.73,94.2,,2,162
2000014,2000,631,4,1,151,9,NO,8,148,6.97,62.73,4.66,45,169
2000020,2000,630,4,1,151,8,NO,7,147,7.17,57.33,3.96,12,78
2000023,2000,201,4,1,151,14,NO,0,164,6.59,92.31,,53,68
2000024,2000,637,4,1,151,10,NO,3,150,6.49,64.93,3.64,5,86
2000040,2000,148,4,1,153,9,NO,1,153,6.92,62.28,4.6,36,78
2000042,2000,646,4,1,153,11,NO,9,171,8.31,91.4,5.76,32,155
2000061,2000,57,4,1,161,9,YES,0,157,7.59,68.31,,83,146
2000069,2000,617,4,2,162,9,YES,0,168,8.38,75.38,,3,101
2000075,2000,234,4,1,162,11,YES,0,157,6.64,73.06,,64,121
2000080,2000,624,4,2,163,14,NO,12,169,7.82,109.5,4.58,54,78
2000108,2000,646,4,2,171,12,YES,0,171,7.89,94.65,,52,151
2000112,2000,626,4,1,171,UNK,YES,0,155,UNK,UNK,,38,72
2000113,2000,156,4,1,171,8,NO,5,155,7.19,57.54,5.39,36,70
2000118,2000,148,4,2,171,10,YES,0,153,6.57,65.73,,85,124
2000121,2000,201,4,2,172,10,NO,8,164,6.66,66.63,4.6,47,67
2000137,2000,709,4,1,174,11,YES,0,UNK,6.98,69.77,,67,111
2000140,2000,57,4,2,175,9,NO,5,157,7.14,64.27,4.06,26,65
2000143,2000,24,4,1,175,13,YES,0,173,8.15,105.93,,37,133
2000148,2000,704,4,1,175,12,YES,0,161,6.18,74.15,,18,93
2000155,2000,697,4,1,177,13,YES,0,UNK,6.74,87.43,,7,77
2000156,2000,617,4,3,178,11,YES,0,168,7.01,77.15,,35,86
2001012,2001,127,4,1,159,10,YES,0,151,7.73,77.31,,46,76
2001026,2001,472,4,1,160,12,YES,0,158,7.07,84.83,,58,26
2001060,2001,710,4,1,161,9,YES,0,147,7.08,63.71,,44,88
2001071,2001,259,4,1,161,16,YES,0,152,5.59,89.38,,82,90
2001077,2001,16,4,1,162,9,YES,0,154,8.44,75.97,,46,49
2001108,2001,487,4,1,165,12,YES,0,164,6.21,74.46,,24,36
2001131,2001,585,4,1,172,10,YES,0,172,7.78,77.79,,15,7
2001133,2001,727,4,1,172,9,YES,0,147,6.23,56.05,,UNK,6
2001165,2001,472,4,2,175,9,YES,0,UNK,6.51,58.61,,4,65
2001166,2001,715,4,1,175,13,YES,0,164,6.1,79.26,,3,70
2001170,2001,706,4,1,175,10,NO,7,151,6.91,69.06,4.52,19,154
2001206,2001,260,4,1,177,9,YES,0,146,6.68,60.16,,4,133
2001227,2001,710,4,2,179,5,YES,0,UNK,6.78,33.9,,8,72
2001235,2001,16,4,2,179,12,YES,0,UNK,8.33,99.91,,15,102
2002006,2002,158,4,1,150,12,NO,11,170,7.03,84.39,4.13,4,95
2002009,2002,302,4,1,150,15,NO,14,155,7.06,98.77,4.17,12,108
2002015,2002,140,4,1,151,9,YES,0,145,6.81,61.29,,12,65
2002025,2002,87,4,1,151,13,NO,10,160,6.97,90.55,3.88,26,104
2002030,2002,153,4,1,152,12,YES,0,151,4.84,58.04,,2,4
2002031,2002,267,4,1,152,10,NO,8,168,7.24,72.39,4.52,59,73
2002080,2002,303,4,1,160,11,YES,0,164,7.75,85.25,,14,31
2002121,2002,155,4,1,161,13,YES,0,153,5.58,72.51,,15,37
2002135,2002,301,4,1,162,12,YES,0,156,5.87,70.38,,20,40
2002157,2002,145,4,1,162,8,YES,0,145,6.93,55.4,,6,116
2002186,2002,478,4,1,169,10,NO,7,171,7.96,79.64,5.09,UNK,122
2002197,2002,267,4,2,170,11,YES,9,168,7.7,84.66,5.33,12,93
2002212,2002,140,4,2,171,9,YES,0,145,6.64,53.14,,26,112
2002231,2002,141,4,1,173,9,NO,9,148,6.68,60.09,4.58,12,120
2002238,2002,555,4,1,173,15,YES,0,180,7.23,108.39,,4,40
2002270,2002,259,4,2,175,11,YES,0,154,5.98,65.73,,45,62
2002272,2002,305,4,1,175,15,NO,11,168,6.52,97.79,UNK,59,26
2002282,2002,301,4,2,175,13,NO,12,157,5.41,70.38,3.83,28,116
2002285,2002,303,4,2,175,12,YES,0,164,6.1,73.19,,4,50
2002320,2002,145,4,2,177,10,NO,1,145,6.35,63.52,4.04,6,92
2002370,2002,267,4,3,181,11,NO,8,168,6.7,73.72,4.83,65,29
2002381,2002,708,4,1,182,8,YES,0,168,7.13,57.07,,43,52
2003024,2003,183,4,1,156,8,NO,1,152,5.38,43.07,3.67,7,80
2003049,2003,173,4,1,158,9,YES,0,150,5.25,47.26,,2,39
2003066,2003,190,4,1,160,9,YES,4,152,6.87,54.95,5.07,34,90
2003090,2003,193,4,1,160,9,NO,4,146,6.94,62.48,4.3,25,72
2003125,2003,206,4,1,163,UNK,YES,0,165,UNK,UNK,,UNK,46
2003138,2003,204,4,1,164,12,NO,1,152,5.92,71,3.74,24,105
2003199,2003,192,4,1,169,11,NO,10,154,UNK,UNK,3.84,15,25
2003214,2003,173,4,2,171,13,NO,3,150,5.1,66.27,3.55,33,143
2003222,2003,174,4,1,173,9,NO,9,147,6.3,56.66,4.51,52,137
2003227,2003,184,4,1,173,UNK,YES,0,153,UNK,UNK,,6,118
2003250,2003,183,4,2,174,UNK,YES,0,146,UNK,UNK,,14,46
2003261,2003,168,4,1,174,8,YES,2,144,5.83,46.64,3.81,2,181
2003273,2003,190,4,2,175,UNK,YES,0,152,UNK,UNK,,11,120
2003277,2003,206,4,2,175,11,NO,11,165,UNK,UNK,5.18,45,97
2003293,2003,212,4,1,176,UNK,YES,0,UNK,UNK,UNK,,8,113
2004013,2004,48,4,1,149,12,NO,0,154,5.86,70.32,,UNK,32
2004014,2004,196,4,1,149,11,NO,7,164,7.64,84.07,4.69,UNK,UNK
2004015,2004,25,4,1,149,9,NO,9,168,8.48,76.32,5.82,UNK,75
2004027,2004,236,4,1,151,13,NO,11,146,6.26,81.4,3.85,UNK,74
2004031,2004,482,4,1,151,9,NO,4,146,6.67,60.05,3.79,UNK,81
2004036,2004,198,4,1,152,9,NO,9,159,6.44,57.93,4.47,UNK,93
2004051,2004,189,4,1,154,8,NO,7,159,8.29,66.3,4.97,UNK,95
2004052,2004,452,4,1,155,10,YES,0,148,5.83,58.32,,UNK,UNK
2004069,2004,71,4,1,157,8,YES,0,147,7.4,59.21,,UNK,51
2004070,2004,225,4,1,157,11,NO,0,150,6.58,72.34,,UNK,UNK
2004072,2004,224,4,1,158,10,NO,9,151,8.55,85.46,5.37,UNK,100
2004076,2004,229,4,1,158,9,NO,0,143,6.27,56.46,,UNK,131
2004100,2004,166,4,1,158,UNK,YES,0,166,UNK,UNK,,UNK,157
2004147,2004,196,4,2,165,13,YES,10,165,7.04,91.53,4.85,UNK,130
2004148,2004,236,4,2,164,11,YES,9,147,6.65,73.2,4.22,UNK,193
2004151,2004,25,4,2,164,9,YES,3,171,8.49,76.37,5.37,UNK,26
2004178,2004,64,4,1,166,8,NO,0,145,5.83,46.61,,UNK,165
2004190,2004,198,4,2,167,10,NO,8,158,6.17,61.74,4.47,UNK,87
2004226,2004,71,4,2,175,7,YES,0,148,6.88,48.15,,UNK,68
2004245,2004,166,4,2,180,10,YES,0,166,7.52,67.7,,UNK,59
2004250,2004,196,4,3,180,7,YES,0,154,5.94,41.57,,UNK,UNK
2004257,2004,452,4,2,182,10,YES,0,148,5.79,57.91,,UNK,31
2005005,2005,88,4,1,144,13,NO,9,152,6.6,85.76,4.01,67,80
2005010,2005,84,4,1,147,11,YES,0,158,6.77,74.45,,10,36
2005020,2005,45,4,1,151,10,YES,0,157,7.71,77.05,,58,155
2005024,2005,458,4,1,151,9,YES,0,138,5.85,52.68,,7,80
2005027,2005,124,4,1,152,UNK,YES,0,142,UNK,UNK,,UNK,17
2005029,2005,468,4,1,152,10,YES,0,153,7.28,72.81,,49,179
2005037,2005,436,4,1,153,9,YES,0,137,5.31,47.76,,11,86
2005049,2005,438,4,1,155,13,YES,0,158,5.91,76.78,,38,158
2005058,2005,208,4,1,155,10,YES,0,148,7.09,70.9,,4,97
2005062,2005,91,4,1,155,9,YES,0,139,5.56,50.01,,55,56
2005070,2005,112,4,1,156,13,YES,0,164,8.75,113.76,,48,105
2005073,2005,77,4,1,156,11,YES,0,144,6.34,69.76,,34,86
2005075,2005,106,4,1,156,9,YES,0,151,6.94,62.48,,29,100
2005078,2005,42,4,1,156,11,YES,0,151,6.3,69.28,,32,150
2005079,2005,115,4,1,156,11,YES,0,142,6.26,68.85,,55,62
2005080,2005,116,4,1,156,12,NO,9,149,5.17,62,3.66,15,62
2005084,2005,451,4,1,156,11,YES,0,148,6.29,69.19,,33,32
2005087,2005,439,4,1,156,15,YES,0,153,6.6,98.93,,34,129
2005089,2005,128,4,1,156,10,YES,0,151,6,59.98,,12,120
2005090,2005,460,4,1,156,12,YES,0,133,5.03,60.36,,1,78
2005096,2005,90,4,1,156,11,YES,0,153,6,66.03,,25,129
2005099,2005,75,4,1,156,8,YES,0,177,8.45,67.63,,26,125
2005101,2005,76,4,1,156,8,YES,0,142,6.09,48.69,,5,67
2005102,2005,73,4,1,156,9,YES,0,144,6.46,58.18,,7,11
2005110,2005,458,4,2,157,9,YES,0,138,6.2,55.77,,13,36
2005111,2005,457,4,1,157,9,YES,0,143,6.48,58.29,,8,162
2005115,2005,459,4,1,157,8,YES,0,143,6.04,48.28,,21,35
2005119,2005,86,4,1,157,9,YES,0,150,6.22,55.95,,UNK,162
2005124,2005,121,4,1,159,6,YES,0,143,7.67,45.99,,5,170
2005139,2005,102,4,1,158,6,YES,0,152,5.94,35.63,,3,133
2005142,2005,88,4,2,161,11,YES,0,151,7.02,77.18,,69,92
2005147,2005,72,4,1,161,10,YES,0,157,6.79,67.88,,28,90
2005154,2005,59,4,1,163,4,YES,0,143,6.63,26.51,,12,122
2005156,2005,18,4,1,163,10,YES,0,160,6.88,68.84,,4,41
2005176,2005,76,4,UNK,165,15,YES,0,157,5.23,78.42,,50,70
2005183,2005,118,4,1,166,11,YES,0,142,5.57,61.26,,9,46
2005197,2005,91,4,2,169,6,YES,0,139,6.25,37.52,,9,194
2005198,2005,208,4,2,169,8,YES,0,149,7.37,58.92,,6,157
2005202,2005,68,4,1,170,8,YES,0,146,5.97,47.77,,3,142
2005205,2005,479,4,1,170,16,YES,0,173,6.48,103.74,,5,193
2005219,2005,42,4,2,171,12,YES,0,151,6.34,57.02,,9,66
2005220,2005,112,4,2,171,15,YES,0,165,5.83,64.15,,32,50
2005227,2005,65,4,1,171,10,YES,0,152,6.55,65.52,,10,52
2005234,2005,90,4,2,172,14,YES,0,152,5.91,82.68,,40,44
2005237,2005,76,4,3,172,8,YES,0,141,5.35,42.76,,2,11
2005247,2005,451,4,2,173,9,YES,0,149,5.81,52.25,,30,33
2005248,2005,103,4,1,173,8,YES,0,138,5.9,47.18,,12,31
2005256,2005,83,4,1,174,8,YES,0,144,6.22,49.76,,15,164
2005281,2005,457,4,2,177,8,YES,0,143,6.58,52.6,,4,157
2005283,2005,106,4,2,177,7,YES,0,151,6.45,45.12,,29,44
2006009,2006,616,4,1,147,10,YES,0,142,6.8,67.97,,27,75
2006010,2006,517,4,1,147,10,YES,0,168,8.73,87.3,,14,53
2006035,2006,361,4,1,150,6,YES,0,152,7.34,44.06,,41,112
2006036,2006,504,4,1,150,20,YES,0,161,5.74,114.78,,82,124
2006040,2006,516,4,1,150,UNK,YES,0,146,UNK,UNK,,45,105
2006046,2006,398,4,1,150,9,YES,0,149,5.89,52.98,,44,139
2006075,2006,408,4,1,153,UNK,YES,0,145,UNK,UNK,,79,83
2006087,2006,367,4,1,155,UNK,YES,0,147,UNK,UNK,,46,115
2006096,2006,385,4,1,156,9,NO,8,152,UNK,UNK,5.05,55,154
2006104,2006,426,4,1,156,UNK,YES,0,152,UNK,UNK,,2,98
2006112,2006,363,4,1,157,UNK,YES,0,150,UNK,UNK,,56,108
2006129,2006,374,4,1,158,UNK,YES,0,143,UNK,UNK,,8,160
2006139,2006,616,4,2,159,12,NO,12,142,UNK,UNK,3.61,41,90
2006170,2006,422,4,1,165,9,NO,9,147,UNK,UNK,3.9,6,55
2006175,2006,361,4,2,166,13,NO,8,152,UNK,UNK,5,38,123
2006184,2006,512,4,1,167,13,NO,9,156,6.29,81.8,4.47,57,88
2006187,2006,516,4,2,167,UNK,YES,0,146,UNK,UNK,,34,120
2006190,2006,398,4,2,168,11,NO,5,148,5.37,59.09,3.67,35,175
2006205,2006,509,4,1,169,12,NO,11,161,UNK,UNK,5.85,25,75
2006215,2006,408,4,2,170,11,NO,11,146,UNK,UNK,4.35,43,83
2006229,2006,385,4,2,172,13,YES,0,152,5.81,75.51,,48,112
2006233,2006,363,4,2,172,9,NO,8,151,5.27,47.39,3.25,58,116
2006239,2006,367,4,2,175,9,NO,9,146,5.74,51.7,3.86,13,62
2006248,2006,506,4,1,176,10,NO,8,147,5.9,53.08,3.14,28,90
2007002,2007,403,4,1,140,12,NO,10,154,5.52,66.24,3.92,12,9
2007015,2007,332,4,1,145,UNK,YES,0,156,UNK,UNK,,50,84
2007020,2007,495,4,1,146,8,NO,8,154,7.51,60.09,4.96,23,63
2007043,2007,603,4,1,150,9,NO,9,147,UNK,UNK,4.14,52,163
2007068,2007,358,4,1,150,7,YES,0,147,7.07,49.52,,39,89
2007074,2007,357,4,1,150,9,YES,0,146,6.67,59.99,,22,80
2007076,2007,355,4,1,151,8,NO,7,150,6.63,53.07,4.07,27,190
2007088,2007,600,4,1,151,12,YES,0,147,5.72,68.64,,37,104
2007092,2007,351,4,1,151,11,YES,0,151,6.46,71.05,,29,93
2007106,2007,598,4,1,153,7,YES,0,142,7.41,51.88,,3,79
2007111,2007,602,4,1,155,12,YES,0,156,5.54,66.46,,66,53
2007118,2007,609,4,1,159,18,NO,16,167,7.35,132.21,5.1,29,162
2007136,2007,613,4,1,163,11,NO,8,172,8.21,90.27,5.59,15,131
2007173,2007,354,4,1,168,10,NO,9,148,6.18,61.81,3.78,11,36
2007181,2007,495,4,2,168,8,YES,0,152,7.72,61.79,,6,84
2007185,2007,351,4,2,169,11,NO,11,151,5.89,64.77,4.44,36,UNK
2007193,2007,356,4,1,169,8,YES,0,150,6.78,54.25,,43,155
2007205,2007,603,4,2,170,9,YES,0,147,6.46,58.11,,43,67
2007208,2007,403,4,2,170,11,YES,0,153,5.37,59.08,,56,112
2007220,2007,600,4,2,169,11,NO,5,147,6.22,68.46,4.04,56,117
2007270,2007,357,4,2,168,9,NO,3,146,6.51,58.56,3.88,2,8
2008028,2008,741,4,1,160,12,NO,0,156,6.91,82.88,,29,104
2008031,2008,27,4,1,160,10,NO,0,167,8.29,82.86,,47,84
2008032,2008,440,4,1,160,10,NO,0,149,6.77,67.73,,40,99
2008049,2008,545,4,1,161,8,NO,0,154,7.48,59.87,,11,93
2008137,2008,741,4,2,178,8,NO,0,167,6.71,53.69,,17,56
2008140,2008,461,4,1,179,7,YES,0,160,5.95,41.63,,30,126
2009006,2009,287,4,1,150,10,YES,0,160,6.22,62.23,,14,38
2009014,2009,284,4,1,152,12,YES,0,149,5.95,71.4,,23,88
2009022,2009,679,4,1,152,10,YES,0,155,6.48,64.82,,75,95
2009028,2009,290,4,1,152,11,YES,0,165,6.7,73.72,,62,67
2009039,2009,681,4,1,156,11,YES,0,159,6.93,76.25,,22,112
2009046,2009,667,4,1,156,11,YES,0,150,6.47,71.13,,23,99
2009069,2009,683,4,1,158,10,YES,0,144,6.5,64.95,,44,78
2009073,2009,685,4,1,158,10,YES,0,151,7.53,75.31,,60,97
2009088,2009,680,4,1,158,12,YES,0,152,7.04,84.53,,43,54
2009099,2009,293,4,1,159,11,YES,0,161,7.15,78.64,,4,37
2009113,2009,684,4,1,160,13,YES,0,153,5.77,74.94,,15,60
2009115,2009,291,4,1,160,10,YES,0,147,6.41,64.06,,7,138
2009147,2009,677,4,1,163,9,YES,0,149,7.55,52.87,,57,73
2009148,2009,285,4,1,163,12,YES,0,163,6.19,68.06,,26,121
2009171,2009,675,4,1,168,10,YES,0,157,6.54,58.84,,11,17
2009192,2009,290,4,1,169,13,YES,0,165,6.43,77.17,,47,130
2009194,2009,685,4,2,170,11,YES,0,151,7.49,74.93,,63,87
2009196,2009,686,4,1,170,10,YES,0,143,6.04,54.4,,40,107
2009227,2009,292,4,1,172,13,YES,0,UNK,7.3,80.32,,59,137
2009248,2009,680,4,2,173,10,YES,0,152,6.46,58.14,,41,43
2009260,2009,683,4,2,174,9,YES,0,145,6.78,54.21,,43,106
2009263,2009,677,4,2,174,10,YES,0,148,6.74,60.7,,34,78
2009268,2009,682,4,1,174,UNK,YES,0,167,UNK,UNK,,22,66
2009285,2009,284,4,2,176,8,NO,0,156,6.52,45.61,,31,67
2009293,2009,276,4,1,177,9,NO,0,157,7.16,57.31,,68,UNK
2010044,2010,345,4,1,146,10,YES,0,144,6.3,62.96,,56,154
2010060,2010,338,4,1,148,10,YES,0,148,5.78,57.79,,38,108
2010117,2010,347,4,1,151,9,NO,0,155,6.83,61.44,,55,104
2010221,2010,338,4,2,167,10,YES,0,148,6.29,62.91,,27,UNK
2010227,2010,347,4,2,168,9,YES,0,154,6.6,59.43,,48,110
2001010,2001,705,5,1,159,14,YES,0,168,6.09,85.22,,20,39
2001011,2001,619,5,1,159,11,YES,0,158,6.61,72.74,,37,73
2001016,2001,156,5,1,159,10,YES,0,154,7.3,73.02,,26,29
2001029,2001,697,5,1,160,13,YES,0,175,6.83,88.79,,13,45
2001040,2001,622,5,1,160,8,YES,0,154,6.76,54.05,,43,107
2001042,2001,617,5,1,160,12,YES,0,170,8.13,97.59,,64,137
2001055,2001,626,5,1,161,10,YES,0,155,7.71,77.06,,50,17
2001057,2001,24,5,1,161,10,NO,7,162,6.99,69.91,4.82,36,63
2001074,2001,630,5,1,161,4,YES,0,146,7.98,31.93,,8,48
2001084,2001,704,5,1,162,15,YES,0,162,6.11,91.69,,45,103
2001085,2001,24,5,1,162,13,YES,0,173,7.61,98.89,,17,61
2001095,2001,689,5,1,164,9,YES,0,156,7.11,64.03,,10,31
2001121,2001,624,5,1,170,14,YES,0,169,7.97,111.64,,39,96
2001122,2001,234,5,1,170,11,YES,0,156,7.18,78.96,,13,98
2001126,2001,156,5,2,169,10,YES,0,UNK,7.03,70.31,,47,64
2001135,2001,617,5,2,173,9,YES,0,UNK,8.26,74.36,,41,UNK
2001158,2001,644,5,1,175,10,YES,0,152,7.4,74.02,,16,97
2001161,2001,626,5,2,175,9,YES,0,UNK,7.32,65.91,,38,51
2001168,2001,402,5,1,175,10,YES,0,177,8.17,81.72,,4,82
2001180,2001,642,5,1,176,9,YES,0,147,6.85,61.61,,38,59
2001189,2001,631,5,1,176,9,NO,5,148,6.91,62.23,4.3,81,84
2001194,2001,697,5,2,176,14,YES,0,UNK,7.09,99.32,,2,56
2001203,2001,630,5,1,177,9,YES,0,UNK,7.09,63.79,,2,0
2001207,2001,148,5,1,177,8,YES,0,156,7.24,57.94,,17,60
2001209,2001,689,5,2,177,11,YES,0,UNK,6.51,71.57,,2,31
2001213,2001,643,5,1,177,9,YES,0,156,7.01,63.13,,34,125
2001216,2001,57,5,1,178,10,YES,0,158,7.08,70.83,,10,101
2001218,2001,24,5,2,178,12,YES,0,UNK,8.36,100.37,,15,46
2002012,2002,515,5,1,150,15,YES,0,177,7.58,113.73,,42,147
2002046,2002,20,5,1,154,11,NO,10,160,7.57,83.23,4.19,19,68
2002062,2002,259,5,1,159,12,YES,10,154,6.91,82.94,5.42,UNK,108
2002064,2002,472,5,1,159,12,NO,10,UNK,7.42,89.07,4.99,1,96
2002065,2002,718,5,1,160,13,YES,0,152,5.99,77.88,,11,68
2002077,2002,623,5,1,160,13,YES,0,156,6.7,87.1,,70,37
2002094,2002,725,5,1,161,7,NO,7,157,7.68,53.79,5.28,10,61
2002111,2002,576,5,1,161,9,YES,0,157,7.64,68.8,,60,88
2002131,2002,715,5,1,162,16,YES,0,166,6.83,109.22,,33,130
2002147,2002,710,5,1,162,9,YES,0,149,7.45,67.09,,83,117
2002177,2002,261,5,1,168,11,NO,10,150,5.4,59.42,3.75,UNK,151
2002192,2002,502,5,1,170,10,NO,7,160,7.07,70.71,4.37,7,15
2002210,2002,127,5,1,171,9,NO,8,152,7.49,67.37,4.52,25,30
2002262,2002,725,5,2,174,12,YES,0,159,6.5,77.97,,14,2
2002269,2002,715,5,2,175,16,NO,15,166,5.77,92.37,3.96,38,44
2002291,2002,727,5,1,175,9,YES,0,149,6.74,60.69,,5,73
2002307,2002,576,5,2,176,10,YES,0,158,7.11,71.13,,79,80
2002310,2002,487,5,1,176,14,YES,0,165,5.59,78.27,,56,69
2002335,2002,710,5,2,177,10,YES,0,151,6.85,61.66,,43,76
2003004,2003,267,5,1,148,12,YES,0,169,8.09,97.06,,46,67
2003005,2003,140,5,1,148,9,NO,5,146,7.06,63.5,4.75,60,88
2003020,2003,153,5,1,156,8,NO,3,152,5.29,42.29,3.65,39,129
2003056,2003,305,5,1,159,15,YES,0,167,7.19,107.83,,61,49
2003143,2003,145,5,1,165,8,YES,0,145,7.2,57.62,,39,52
2003171,2003,155,5,1,168,8,YES,0,155,6.19,49.55,,3,31
2003198,2003,157,5,1,169,14,NO,10,167,UNK,UNK,4.38,12,151
2003202,2003,269,5,1,169,4,NO,1,143,UNK,UNK,2.89,10,89
2003209,2003,153,5,2,170,10,NO,2,151,4.98,49.76,3.57,12,72
2003228,2003,141,5,1,173,UNK,YES,0,148,UNK,UNK,,9,85
2003271,2003,305,5,2,175,UNK,YES,0,168,UNK,UNK,,49,88
2003312,2003,145,5,2,179,7,YES,0,145,6.98,48.87,,28,65
2003318,2003,555,5,1,180,16,YES,0,179,7.07,113.18,,4,0
2004030,2004,206,5,1,151,11,NO,8,166,6.65,73.17,4.69,UNK,101
2004047,2004,193,5,1,154,8,YES,5,UNK,UNK,UNK,4.29,UNK,UNK
2004054,2004,194,5,1,155,14,YES,0,167,6.42,89.84,,UNK,UNK
2004111,2004,169,5,1,159,8,YES,0,155,6.61,52.88,,UNK,84
2004121,2004,173,5,1,160,11,NO,8,150,5.6,61.59,3.56,UNK,UNK
2004163,2004,206,5,2,165,9,NO,6,164,6.19,55.69,4.52,UNK,66
2004171,2004,139,5,1,165,13,YES,0,169,7.54,97.99,,UNK,108
2004173,2004,183,5,1,166,9,YES,0,146,6.07,54.59,,UNK,55
2004188,2004,193,5,2,166,9,NO,7,146,5.89,53.01,3.88,UNK,UNK
2004198,2004,203,5,1,168,14,YES,0,166,7.06,98.78,,UNK,17
2004221,2004,173,5,2,174,11,YES,0,151,5.6,61.57,,UNK,166
2004266,2004,206,5,3,183,7,YES,0,166,6.11,42.77,,UNK,UNK
2005004,2005,482,5,1,144,11,NO,4,147,6.85,75.33,3.79,45,66
2005023,2005,25,5,1,151,9,YES,0,168,8.74,78.63,,3,40
2005032,2005,482,5,2,152,11,YES,0,157,8.17,89.85,,53,131
2005035,2005,236,5,1,153,13,YES,0,148,6.74,87.62,,56,169
2005039,2005,245,5,1,153,12,YES,0,148,6.4,76.8,,11,31
2005045,2005,214,5,1,154,10,YES,0,164,7.41,74.12,,8,173
2005048,2005,647,5,1,155,11,YES,0,172,8.64,95.03,,55,36
2005056,2005,166,5,1,155,9,YES,0,166,8.36,75.22,,21,71
2005065,2005,220,5,1,155,9,YES,0,143,5.44,48.93,,16,39
2005074,2005,229,5,1,156,10,YES,0,145,6.29,62.85,,21,195
2005095,2005,219,5,1,156,11,YES,0,147,6.74,74.11,,6,99
2005108,2005,603,5,1,157,9,YES,0,142,6.26,56.33,,UNK,79
2005116,2005,216,5,1,157,10,YES,0,154,6.63,66.28,,29,116
2005153,2005,25,5,2,163,11,YES,0,169,8.67,95.39,,7,115
2005159,2005,211,5,1,163,13,YES,0,160,6.79,88.22,,46,42
2005181,2005,71,5,1,165,9,YES,0,149,6.79,61.14,,55,23
2005182,2005,244,5,1,165,11,YES,0,155,6.77,74.43,,26,95
2005184,2005,236,5,2,166,9,YES,0,148,7.55,67.93,,43,143
2005217,2005,647,5,2,171,11,YES,0,172,4.86,43.74,,69,56
2005218,2005,229,5,2,171,9,YES,0,146,8.4,92.42,,48,35
2005223,2005,241,5,1,171,12,YES,0,163,7.4,88.8,,39,162
2005235,2005,224,5,1,172,10,YES,0,151,8.23,82.3,,38,40
2005249,2005,247,5,1,174,8,YES,0,145,5.88,47.02,,5,38
2005272,2005,25,5,3,175,9,YES,0,169,7.69,69.21,,12,151
2005282,2005,211,5,2,177,6,YES,0,161,6.18,37.1,,15,106
2006002,2006,474,5,1,144,12,YES,0,164,7.09,85.05,,48,52
2006008,2006,88,5,1,147,14,YES,0,155,7.01,98.14,,83,156
2006016,2006,90,5,1,149,9,YES,0,153,6.85,61.66,,12,85
2006017,2006,458,5,1,149,8,NO,0,140,6.84,54.68,,17,65
2006024,2006,112,5,1,149,UNK,YES,0,144,UNK,UNK,,35,94
2006028,2006,115,5,1,149,UNK,YES,0,143,UNK,UNK,,45,111
2006030,2006,77,5,1,149,UNK,YES,0,145,UNK,UNK,,27,174
2006038,2006,101,5,1,150,7,YES,0,144,8.62,60.35,,22,87
2006041,2006,451,5,1,150,UNK,YES,0,150,UNK,UNK,,41,102
2006048,2006,72,5,1,150,10,YES,0,160,7.18,71.83,,66,55
2006050,2006,106,5,1,150,UNK,YES,0,151,UNK,UNK,,38,93
2006060,2006,76,5,1,152,9,YES,0,143,6.14,55.29,,19,19
2006061,2006,18,5,1,152,11,YES,0,161,6.98,76.74,,38,71
2006065,2006,59,5,1,152,9,YES,0,145,7.29,65.58,,14,58
2006069,2006,42,5,1,152,9,YES,0,152,6.93,62.39,,40,99
2006077,2006,436,5,1,153,UNK,YES,0,UNK,UNK,UNK,,2,50
2006102,2006,439,5,1,156,UNK,YES,0,145,UNK,UNK,,8,120
2006114,2006,460,5,1,157,UNK,YES,0,137,UNK,UNK,,13,84
2006119,2006,121,5,1,157,3,YES,0,144,8.16,24.47,,32,147
2006126,2006,110,5,1,158,10,NO,0,149,UNK,UNK,,25,74
2006130,2006,88,5,2,158,6,YES,0,179,8.58,51.46,,44,113
2006142,2006,458,5,2,164,11,NO,9,140,6.29,69.24,4.04,18,45
