ID,Age_class,site,First_captured,Year_birth,Cohort_birth,sex,cohort_sexual_maturity,AFR,Last_captured,lifespan,weaned_juv,age,nb_juv,season
J043,A,MV1,30/05/2014,2013,Summer ,F,Late sexual maturity,22,29/07/2017,47.0,0,30,0,Post-mast
J043,A,MV1,30/05/2014,2013,Summer ,F,Late sexual maturity,22,29/07/2017,47.0,0,45,0,Pre-mast
J045,A,MV5,31/05/2014,2013,Summer ,F,Late sexual maturity,22,12/09/2019,72.0,0,7,0,Post-mast
J045,A,MV5,31/05/2014,2013,Summer ,F,Late sexual maturity,22,12/09/2019,72.0,1,22,1,Pre-mast
J045,A,MV5,31/05/2014,2013,Summer ,F,Late sexual maturity,22,12/09/2019,72.0,1,30,1,Post-mast
J045,A,MV5,31/05/2014,2013,Summer ,F,Late sexual maturity,22,12/09/2019,72.0,1,45,2,Pre-mast
J045,A,MV5,31/05/2014,2013,Summer ,F,Late sexual maturity,22,12/09/2019,72.0,1,52,1,Post-mast
J047,A,MV1,01/06/2014,2013,Summer ,F,Late sexual maturity,22,30/08/2015,23.0,0,7,0,Post-mast
J047,A,MV1,01/06/2014,2013,Summer ,F,Late sexual maturity,22,30/08/2015,23.0,1,22,6,Pre-mast
J048,A,MV1,01/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,1,7,2,Post-mast
J048,A,MV1,01/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,1,22,1,Pre-mast
J048,A,MV1,01/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,1,30,1,Post-mast
J048,A,MV1,01/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,1,45,1,Pre-mast
J048,A,MV1,01/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,0,52,0,Post-mast
J054,A,MV1,03/06/2014,2013,Summer ,F,Late sexual maturity,22,02/09/2015,23.0,0,7,0,Post-mast
J054,A,MV1,03/06/2014,2013,Summer ,F,Late sexual maturity,22,02/09/2015,23.0,1,22,3,Pre-mast
J055,A,MV1,03/06/2014,2013,Summer ,M,Early sexual maturity,7,02/09/2017,48.0,0,7,0,Post-mast
J055,A,MV1,03/06/2014,2013,Summer ,M,Early sexual maturity,7,02/09/2017,48.0,0,22,0,Pre-mast
J055,A,MV1,03/06/2014,2013,Summer ,M,Early sexual maturity,7,02/09/2017,48.0,1,30,2,Post-mast
J055,A,MV1,03/06/2014,2013,Summer ,M,Early sexual maturity,7,02/09/2017,48.0,1,45,1,Pre-mast
J057,A,MV1,03/06/2014,2013,Summer ,F,Late sexual maturity,22,02/09/2017,48.0,0,7,0,Post-mast
J057,A,MV1,03/06/2014,2013,Summer ,F,Late sexual maturity,22,02/09/2017,48.0,1,22,3,Pre-mast
J057,A,MV1,03/06/2014,2013,Summer ,F,Late sexual maturity,22,02/09/2017,48.0,1,30,2,Post-mast
J057,A,MV1,03/06/2014,2013,Summer ,F,Late sexual maturity,22,02/09/2017,48.0,0,45,0,Pre-mast
J060,A,MV1,05/06/2014,2013,Summer ,F,Early sexual maturity,7,27/05/2015,20.0,1,7,2,Post-mast
J060,A,MV1,05/06/2014,2013,Summer ,F,Early sexual maturity,7,27/05/2015,20.0,0,22,0,Pre-mast
J064,A,MV4,06/06/2014,2013,Summer ,M,Early sexual maturity,7,05/09/2015,24.0,0,7,0,Post-mast
J064,A,MV4,06/06/2014,2013,Summer ,M,Early sexual maturity,7,05/09/2015,24.0,1,22,1,Pre-mast
J080,A,MV1,08/06/2014,2013,Summer ,F,Late sexual maturity,22,16/09/2017,48.0,0,7,0,Post-mast
J080,A,MV1,08/06/2014,2013,Summer ,F,Late sexual maturity,22,16/09/2017,48.0,1,22,1,Pre-mast
J080,A,MV1,08/06/2014,2013,Summer ,F,Late sexual maturity,22,16/09/2017,48.0,0,30,0,Post-mast
J080,A,MV1,08/06/2014,2013,Summer ,F,Late sexual maturity,22,16/09/2017,48.0,1,45,3,Pre-mast
J085,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,30/06/2015,21.0,0,7,0,Post-mast
J085,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,30/06/2015,21.0,1,22,1,Pre-mast
J086,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,1,7,1,Post-mast
J086,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,0,22,0,Pre-mast
J086,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,0,30,0,Post-mast
J086,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,1,45,2,Pre-mast
J086,A,MV1,08/06/2014,2013,Summer ,M,Early sexual maturity,7,24/08/2019,72.0,0,52,0,Post-mast
J088,A,MV4,09/06/2014,2013,Summer ,M,Early sexual maturity,7,16/06/2019,70.0,1,7,1,Post-mast
J088,A,MV4,09/06/2014,2013,Summer ,M,Early sexual maturity,7,16/06/2019,70.0,1,22,1,Pre-mast
J088,A,MV4,09/06/2014,2013,Summer ,M,Early sexual maturity,7,16/06/2019,70.0,1,30,1,Post-mast
J088,A,MV4,09/06/2014,2013,Summer ,M,Early sexual maturity,7,16/06/2019,70.0,1,45,3,Pre-mast
J088,A,MV4,09/06/2014,2013,Summer ,M,Early sexual maturity,7,16/06/2019,70.0,1,52,1,Post-mast
J094,A,MV1,11/06/2014,2013,Summer ,F,Late sexual maturity,22,21/08/2017,47.0,0,7,0,Post-mast
J094,A,MV1,11/06/2014,2013,Summer ,F,Late sexual maturity,22,21/08/2017,47.0,1,22,1,Pre-mast
J094,A,MV1,11/06/2014,2013,Summer ,F,Late sexual maturity,22,21/08/2017,47.0,0,30,0,Post-mast
J094,A,MV1,11/06/2014,2013,Summer ,F,Late sexual maturity,22,21/08/2017,47.0,0,45,0,Pre-mast
J097,A,MV1,15/06/2014,2013,Summer,F,Early sexual maturity,7,29/06/2014,9.0,1,7,1,Post-mast
J102,A,MV5,15/06/2014,2013,Summer ,F,Early sexual maturity,7,30/05/2015,20.0,1,7,2,Post-mast
J102,A,MV5,15/06/2014,2013,Summer ,F,Early sexual maturity,7,30/05/2015,20.0,0,22,0,Pre-mast
J129,A,MV5,17/06/2014,2013,Summer ,M,Early sexual maturity,7,23/05/2015,20.0,1,7,2,Post-mast
J129,A,MV5,17/06/2014,2013,Summer ,M,Early sexual maturity,7,23/05/2015,20.0,0,22,0,Pre-mast
J136,A,MV5,20/06/2014,2013,Summer ,F,Early sexual maturity,7,02/06/2016,33.0,0,7,0,Post-mast
J136,A,MV5,20/06/2014,2013,Summer ,F,Early sexual maturity,7,02/06/2016,33.0,1,22,1,Pre-mast
J136,A,MV5,20/06/2014,2013,Summer ,F,Early sexual maturity,7,02/06/2016,33.0,1,30,1,Post-mast
J145,A,MV1,28/06/2014,2013,Summer ,F,Late sexual maturity,22,04/07/2015,21.0,0,7,0,Post-mast
J145,A,MV1,28/06/2014,2013,Summer ,F,Late sexual maturity,22,04/07/2015,21.0,1,22,1,Pre-mast
J151,A,MV1,05/07/2014,2013,Summer ,M,Early sexual maturity,7,16/09/2019,73.0,0,7,0,Post-mast
J151,A,MV1,05/07/2014,2013,Summer ,M,Early sexual maturity,7,16/09/2019,73.0,1,22,1,Pre-mast
J151,A,MV1,05/07/2014,2013,Summer ,M,Early sexual maturity,7,16/09/2019,73.0,1,30,1,Post-mast
J151,A,MV1,05/07/2014,2013,Summer ,M,Early sexual maturity,7,16/09/2019,73.0,0,45,0,Pre-mast
J151,A,MV1,05/07/2014,2013,Summer ,M,Early sexual maturity,7,16/09/2019,73.0,0,52,0,Post-mast
J151,A,MV1,05/07/2014,2013,Summer ,M,Early sexual maturity,7,16/09/2019,73.0,0,67,0,Pre-mast
K001,A,MV4,15/05/2015,2014,Spring ,M,Intermediate sexual maturity,15,04/06/2017,37.0,0,15,0,Pre-mast
K001,A,MV4,15/05/2015,2014,Spring ,M,Intermediate sexual maturity,15,04/06/2017,37.0,1,22,2,Post-mast
K001,A,MV4,15/05/2015,2014,Spring ,M,Intermediate sexual maturity,15,04/06/2017,37.0,0,30,0,Pre-mast
K007,A,MV5,29/05/2015,2014,Spring ,F,Intermediate sexual maturity,15,17/06/2019,61.0,0,15,0,Pre-mast
K007,A,MV5,29/05/2015,2014,Spring ,F,Intermediate sexual maturity,15,17/06/2019,61.0,0,22,0,Post-mast
K007,A,MV5,29/05/2015,2014,Spring ,F,Intermediate sexual maturity,15,17/06/2019,61.0,1,37,1,Pre-mast
K007,A,MV5,29/05/2015,2014,Spring ,F,Intermediate sexual maturity,15,17/06/2019,61.0,1,44,1,Post-mast
K011,A,MV4,04/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,25/08/2019,64.0,0,15,0,Pre-mast
K011,A,MV4,04/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,25/08/2019,64.0,1,22,4,Post-mast
K011,A,MV4,04/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,25/08/2019,64.0,1,37,2,Pre-mast
K011,A,MV4,04/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,25/08/2019,64.0,0,44,0,Post-mast
K013,A,MV1,07/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,16/07/2017,38.0,1,15,2,Pre-mast
K013,A,MV1,07/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,16/07/2017,38.0,0,22,0,Post-mast
K013,A,MV1,07/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,16/07/2017,38.0,0,37,0,Pre-mast
K014,A,MV1,13/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,23/05/2018,48.0,1,15,3,Pre-mast
K014,A,MV1,13/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,23/05/2018,48.0,0,22,0,Post-mast
K014,A,MV1,13/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,23/05/2018,48.0,0,37,0,Pre-mast
K014,A,MV1,13/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,23/05/2018,48.0,0,44,0,Post-mast
K015,A,MV1,30/06/2015,2014,Spring ,M,Intermediate sexual maturity,15,02/09/2015,15.0,1,15,1,Pre-mast
K017,A,MV1,04/07/2015,2014,Spring ,M,Intermediate sexual maturity,15,10/08/2017,39.0,1,15,3,Pre-mast
K017,A,MV1,04/07/2015,2014,Spring ,M,Intermediate sexual maturity,15,10/08/2017,39.0,0,22,0,Post-mast
K017,A,MV1,04/07/2015,2014,Spring ,M,Intermediate sexual maturity,15,10/08/2017,39.0,0,37,0,Pre-mast
K046,J,MV4,02/09/2015,2015,Summer,F,Early sexual maturity,7,12/05/2016,8.0,1,7,2,Post-mast
L003,A,MV5,13/05/2016,2015,Summer ,F,Late sexual maturity,22,12/09/2019,48.0,0,7,0,Post-mast
L003,A,MV5,13/05/2016,2015,Summer ,F,Late sexual maturity,22,12/09/2019,48.0,1,22,2,Pre-mast
L003,A,MV5,13/05/2016,2015,Summer ,F,Late sexual maturity,22,12/09/2019,48.0,1,30,1,Post-mast
L005,A,MV5,14/05/2016,2015,Summer ,F,Early sexual maturity,7,23/05/2017,20.0,1,7,1,Post-mast
L005,A,MV5,14/05/2016,2015,Summer ,F,Early sexual maturity,7,23/05/2017,20.0,0,22,0,Pre-mast
L007,A,MV1,17/05/2016,2015,Summer ,M,Early sexual maturity,7,09/09/2019,48.0,1,7,1,Post-mast
L007,A,MV1,17/05/2016,2015,Summer ,M,Early sexual maturity,7,09/09/2019,48.0,1,22,1,Pre-mast
L007,A,MV1,17/05/2016,2015,Summer ,M,Early sexual maturity,7,09/09/2019,48.0,0,30,0,Post-mast
L008,A,MV1,17/05/2016,2015,Summer ,F,Early sexual maturity,7,13/07/2016,10.0,1,7,1,Post-mast
L009,A,MV1,17/05/2016,2015,Summer ,M,Early sexual maturity,7,23/06/2019,45.0,0,7,0,Post-mast
L009,A,MV1,17/05/2016,2015,Summer ,M,Early sexual maturity,7,23/06/2019,45.0,1,22,1,Pre-mast
L009,A,MV1,17/05/2016,2015,Summer ,M,Early sexual maturity,7,23/06/2019,45.0,0,30,0,Post-mast
L011,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,03/09/2019,48.0,0,7,0,Post-mast
L011,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,03/09/2019,48.0,1,22,2,Pre-mast
L011,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,03/09/2019,48.0,0,30,0,Post-mast
L011,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,03/09/2019,48.0,0,45,0,Pre-mast
L014,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,07/05/2018,32.0,1,7,2,Post-mast
L014,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,07/05/2018,32.0,0,22,0,Pre-mast
L014,A,MV1,18/05/2016,2015,Summer ,M,Early sexual maturity,7,07/05/2018,32.0,1,30,1,Post-mast
L017,A,MV4,19/05/2016,2015,Summer ,M,Early sexual maturity,7,26/06/2017,21.0,1,7,3,Post-mast
L017,A,MV4,19/05/2016,2015,Summer ,M,Early sexual maturity,7,26/06/2017,21.0,0,22,0,Pre-mast
L018,A,MV4,20/05/2016,2015,Summer ,F,Early sexual maturity,7,14/05/2018,32.0,1,7,1,Post-mast
L018,A,MV4,20/05/2016,2015,Summer ,F,Early sexual maturity,7,14/05/2018,32.0,1,22,4,Pre-mast
L018,A,MV4,20/05/2016,2015,Summer ,F,Early sexual maturity,7,14/05/2018,32.0,0,30,0,Post-mast
L020,A,MV5,21/05/2016,2015,Summer ,F,Early sexual maturity,7,27/08/2017,23.0,1,7,1,Post-mast
L020,A,MV5,21/05/2016,2015,Summer ,F,Early sexual maturity,7,27/08/2017,23.0,0,22,0,Pre-mast
L021,A,MV5,21/05/2016,2015,Summer ,M,Early sexual maturity,7,25/06/2019,45.0,1,7,1,Post-mast
L021,A,MV5,21/05/2016,2015,Summer ,M,Early sexual maturity,7,25/06/2019,45.0,1,22,1,Pre-mast
L021,A,MV5,21/05/2016,2015,Summer ,M,Early sexual maturity,7,25/06/2019,45.0,1,30,2,Post-mast
L025,A,MV1,23/05/2016,2015,Summer ,M,Early sexual maturity,7,16/06/2016,9.0,1,7,1,Post-mast
L035,A,MV5,25/05/2016,2015,Summer ,M,Early sexual maturity,7,27/08/2017,23.0,0,7,0,Post-mast
L035,A,MV5,25/05/2016,2015,Summer ,M,Early sexual maturity,7,27/08/2017,23.0,1,22,1,Pre-mast
L043,A,MV4,27/05/2016,2015,Summer ,F,Late sexual maturity,22,07/09/2019,48.0,0,7,0,Post-mast
L043,A,MV4,27/05/2016,2015,Summer ,F,Late sexual maturity,22,07/09/2019,48.0,1,22,3,Pre-mast
L043,A,MV4,27/05/2016,2015,Summer ,F,Late sexual maturity,22,07/09/2019,48.0,0,30,0,Post-mast
L048,A,MV4,27/05/2016,2015,Summer ,F,Early sexual maturity,7,05/07/2016,9.0,1,7,1,Post-mast
L049,A,MV4,27/05/2016,2015,Summer ,F,Late sexual maturity,22,25/05/2018,32.0,0,7,0,Post-mast
L049,A,MV4,27/05/2016,2015,Summer ,F,Late sexual maturity,22,25/05/2018,32.0,1,22,2,Pre-mast
L049,A,MV4,27/05/2016,2015,Summer ,F,Late sexual maturity,22,25/05/2018,32.0,1,30,1,Post-mast
L054,A,MV4,28/05/2016,2015,Summer ,F,Early sexual maturity,7,16/06/2019,45.0,1,7,2,Post-mast
L054,A,MV4,28/05/2016,2015,Summer ,F,Early sexual maturity,7,16/06/2019,45.0,1,22,3,Pre-mast
L054,A,MV4,28/05/2016,2015,Summer ,F,Early sexual maturity,7,16/06/2019,45.0,1,30,3,Post-mast
L065,A,MV1,01/06/2016,2015,Summer ,F,Early sexual maturity,7,05/07/2016,9.0,1,7,1,Post-mast
L071,A,MV4,03/06/2016,2015,Summer ,M,Early sexual maturity,7,16/05/2018,32.0,1,7,3,Post-mast
L071,A,MV4,03/06/2016,2015,Summer ,M,Early sexual maturity,7,16/05/2018,32.0,1,22,1,Pre-mast
L071,A,MV4,03/06/2016,2015,Summer ,M,Early sexual maturity,7,16/05/2018,32.0,0,30,0,Post-mast
L090,A,MV5,11/06/2016,2015,Summer ,M,Early sexual maturity,7,18/07/2019,46.0,0,7,0,Post-mast
L090,A,MV5,11/06/2016,2015,Summer ,M,Early sexual maturity,7,18/07/2019,46.0,0,22,0,Pre-mast
L090,A,MV5,11/06/2016,2015,Summer ,M,Early sexual maturity,7,18/07/2019,46.0,1,30,1,Post-mast
L097,A,MV4,14/06/2016,2015,Summer ,F,Early sexual maturity,7,11/07/2016,10.0,1,7,2,Post-mast
L101,A,MV4,14/06/2016,2015,Summer ,M,Early sexual maturity,7,20/09/2019,48.0,0,7,0,Post-mast
L101,A,MV4,14/06/2016,2015,Summer ,M,Early sexual maturity,7,20/09/2019,48.0,1,22,1,Pre-mast
L101,A,MV4,14/06/2016,2015,Summer ,M,Early sexual maturity,7,20/09/2019,48.0,1,30,2,Post-mast
L110,A,MV1,16/06/2016,2015,Summer ,M,Early sexual maturity,7,14/09/2017,24.0,1,7,1,Post-mast
L110,A,MV1,16/06/2016,2015,Summer ,M,Early sexual maturity,7,14/09/2017,24.0,0,22,0,Pre-mast
L120,A,MV4,17/06/2016,2015,Summer ,M,Early sexual maturity,7,04/09/2017,24.0,0,7,0,Post-mast
L120,A,MV4,17/06/2016,2015,Summer ,M,Early sexual maturity,7,04/09/2017,24.0,0,22,0,Pre-mast
L120,A,MV4,17/06/2016,2015,Summer ,M,Early sexual maturity,7,04/09/2017,24.0,1,30,1,Post-mast
L121,A,MV4,18/06/2016,2015,Summer ,M,Early sexual maturity,7,09/07/2019,46.0,1,7,1,Post-mast
L121,A,MV4,18/06/2016,2015,Summer ,M,Early sexual maturity,7,09/07/2019,46.0,1,22,1,Pre-mast
L121,A,MV4,18/06/2016,2015,Summer ,M,Early sexual maturity,7,09/07/2019,46.0,0,30,0,Post-mast
L123,A,MV4,18/06/2016,2015,Summer ,M,Early sexual maturity,7,13/09/2017,24.0,0,7,0,Post-mast
L123,A,MV4,18/06/2016,2015,Summer ,M,Early sexual maturity,7,13/09/2017,24.0,1,22,2,Pre-mast
L141,A,MV5,06/07/2016,2015,Summer ,M,Early sexual maturity,7,28/06/2017,21.0,0,7,0,Post-mast
L141,A,MV5,06/07/2016,2015,Summer ,M,Early sexual maturity,7,28/06/2017,21.0,1,22,1,Pre-mast
M001,A,MV5,18/05/2017,2016,Spring ,M,Intermediate sexual maturity,15,22/06/2018,25.0,1,15,1,Pre-mast
M001,A,MV5,18/05/2017,2016,Spring ,M,Intermediate sexual maturity,15,22/06/2018,25.0,1,22,3,Post-mast
M003,A,MV1,07/06/2017,2016,Spring ,F,Intermediate sexual maturity,15,07/06/2017,,1,15,1,Pre-mast
M006,A,MV1,10/06/2017,2016,Spring ,M,Intermediate sexual maturity,15,05/07/2017,13.0,1,15,2,Pre-mast
M007,A,MV1,15/06/2017,2016,Spring ,M,Intermediate sexual maturity,15,29/08/2017,15.0,1,15,2,Pre-mast
M009,A,MV4,18/06/2017,2016,Spring ,F,Intermediate sexual maturity,15,11/07/2017,14.0,1,15,1,Pre-mast
M009,A,MV4,18/06/2017,2016,Spring ,F,Intermediate sexual maturity,15,11/07/2017,14.0,1,22,1,Post-mast
M011,A,MV1,21/06/2017,2016,Spring ,M,Intermediate sexual maturity,15,06/09/2019,40.0,0,15,0,Pre-mast
M011,A,MV1,21/06/2017,2016,Spring ,M,Intermediate sexual maturity,15,06/09/2019,40.0,1,22,1,Post-mast
M013,A,MV4,22/06/2017,2016,Spring ,M,Intermediate sexual maturity,15,22/06/2017,,1,15,1,Pre-mast
M013,A,MV4,22/06/2017,2016,Spring ,M,Intermediate sexual maturity,15,22/06/2017,,1,22,1,Post-mast
M025,J,MV1,14/09/2017,2017,Summer,F,Early sexual maturity,7,14/09/2017,,1,7,1,Post-mast
M026,J,MV1,14/09/2017,2017,Summer,M,Early sexual maturity,7,06/06/2018,9.0,1,7,1,Post-mast
N001,A,MV4,08/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,1,Post-mast
N002,A,MV4,11/05/2018,2017,Summer ,F,Early sexual maturity,7,,,1,7,1,Post-mast
N004,A,MV5,12/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,1,Post-mast
N014,A,MV4,16/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,1,Post-mast
N015,A,MV4,16/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,1,Post-mast
N018,A,MV1,17/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,1,Post-mast
N021,A,MV4,18/05/2018,2017,Summer ,F,Early sexual maturity,7,,,1,7,1,Post-mast
N024,A,MV4,18/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,2,Post-mast
N038,A,MV1,22/05/2018,2017,Summer ,F,Early sexual maturity,7,,,1,7,2,Post-mast
N065,A,MV4,31/05/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,2,Post-mast
N067,A,MV5,02/06/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,1,Post-mast
N078,A,MV4,08/06/2018,2017,Summer,M,Early sexual maturity,7,,,1,7,2,Post-mast
N079,A,MV4,08/06/2018,2017,Summer ,M,Early sexual maturity,7,,,1,7,2,Post-mast
N089,A,MV5,10/06/2018,2017,Summer ,F,Early sexual maturity,7,,,1,7,1,Post-mast
N091,A,MV1,12/06/2018,2017,Summer ,F,Early sexual maturity,7,,,1,7,1,Post-mast
Z042,A,Site 1,27/07/2004,2003,Spring ,M,Intermediate sexual maturity,15,31/05/2006,37.0,1,37,1,Pre-mast
