Obs_num,Rep,F1_ID,F0_ID,Paternal_age,Paternal_sperm_age,Treatment,Sex,F1_Age,F2_Count,LS,Censored,Mean_age,Delta_age,ALR,Mean_age2,Age2
3633,R3,D2.R3.OO.17,R3.OO.17,O,O,OO,Female,18,15,37,1,18,0,32,324,324
4029,R3,D2.R3.OO.17,R3.OO.17,O,O,OO,Female,32,0,37,1,18,14,32,324,1024
3161,R3,D2.R3.YY.4,R3.YY.4,Y,Y,YY,Female,4,60,37,1,18,-14,32,324,16
3675,R3,D2.R3.YY.4,R3.YY.4,Y,Y,YY,Female,18,37,37,1,18,0,32,324,324
4083,R3,D2.R3.YY.4,R3.YY.4,Y,Y,YY,Female,32,0,37,1,18,14,32,324,1024
17,R1,D3.R1.OO.54,R1.OO.54,O,O,OO,Female,4,82,37,1,18,-14,32,324,16
1083,R1,D3.R1.OO.54,R1.OO.54,O,O,OO,Female,18,0,37,1,18,0,32,324,324
1822,R1,D3.R1.OO.54,R1.OO.54,O,O,OO,Female,32,0,37,1,18,14,32,324,1024
134,R1,D3.R1.YO.24,R1.YO.24,Y,O,YO,Female,4,83,37,1,18,-14,32,324,16
980,R1,D3.R1.YO.24,R1.YO.24,Y,O,YO,Female,18,55,37,1,18,0,32,324,324
1750,R1,D3.R1.YO.24,R1.YO.24,Y,O,YO,Female,32,0,37,1,18,14,32,324,1024
21,R1,D3.R1.YO.4,R1.YO.4,Y,O,YO,Female,4,55,37,1,18,-14,32,324,16
1013,R1,D3.R1.YO.4,R1.YO.4,Y,O,YO,Female,18,2,37,1,18,0,32,324,324
1799,R1,D3.R1.YO.4,R1.YO.4,Y,O,YO,Female,32,0,37,1,18,14,32,324,1024
87,R1,D3.R1.YY.35,R1.YY.35,Y,Y,YY,Female,4,17,37,1,11,-7,18,121,16
1081,R1,D3.R1.YY.35,R1.YY.35,Y,Y,YY,Female,18,2,37,1,11,7,18,121,324
3179,R3,D3.R3.OY.3,R3.OY.3,O,Y,OY,Female,4,63,37,1,18,-14,32,324,16
3641,R3,D3.R3.OY.3,R3.OY.3,O,Y,OY,Female,18,50,37,1,18,0,32,324,324
4092,R3,D3.R3.OY.3,R3.OY.3,O,Y,OY,Female,32,0,37,1,18,14,32,324,1024
3183,R3,D3.R3.YY.15,R3.YY.15,Y,Y,YY,Female,4,47,37,1,18,-14,32,324,16
3686,R3,D3.R3.YY.15,R3.YY.15,Y,Y,YY,Female,18,26,37,1,18,0,32,324,324
4031,R3,D3.R3.YY.15,R3.YY.15,Y,Y,YY,Female,32,0,37,1,18,14,32,324,1024
107,R1,D1.R1.OO.16,R1.OO.16,O,O,OO,Female,4,106,38,1,18,-14,32,324,16
1114,R1,D1.R1.OO.16,R1.OO.16,O,O,OO,Female,18,59,38,1,18,0,32,324,324
1869,R1,D1.R1.OO.16,R1.OO.16,O,O,OO,Female,32,73,38,1,18,14,32,324,1024
98,R1,D1.R1.OO.25,R1.OO.25,O,O,OO,Female,4,87,38,1,18,-14,32,324,16
1113,R1,D1.R1.OO.25,R1.OO.25,O,O,OO,Female,18,6,38,1,18,0,32,324,324
1790,R1,D1.R1.OO.25,R1.OO.25,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
127,R1,D1.R1.YO.24,R1.YO.24,Y,O,YO,Female,4,97,38,1,18,-14,32,324,16
984,R1,D1.R1.YO.24,R1.YO.24,Y,O,YO,Female,18,54,38,1,18,0,32,324,324
1758,R1,D1.R1.YO.24,R1.YO.24,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
451,R2,D1.R2.OO.3,R2.OO.3,O,O,OO,Female,4,33,38,1,18,-14,32,324,16
1497,R2,D1.R2.OO.3,R2.OO.3,O,O,OO,Female,18,26,38,1,18,0,32,324,324
2061,R2,D1.R2.OO.3,R2.OO.3,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
497,R2,D1.R2.OO.5,R2.OO.5,O,O,OO,Female,4,74,38,1,18,-14,32,324,16
1549,R2,D1.R2.OO.5,R2.OO.5,O,O,OO,Female,18,64,38,1,18,0,32,324,324
2045,R2,D1.R2.OO.5,R2.OO.5,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
481,R2,D1.R2.OO.74,R2.OO.74,O,O,OO,Female,4,56,38,1,18,-14,32,324,16
1527,R2,D1.R2.OO.74,R2.OO.74,O,O,OO,Female,18,58,38,1,18,0,32,324,324
2075,R2,D1.R2.OO.74,R2.OO.74,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
669,R2,D1.R2.OY.2,R2.OY.2,O,Y,OY,Female,4,54,38,1,18,-14,32,324,16
1485,R2,D1.R2.OY.2,R2.OY.2,O,Y,OY,Female,18,49,38,1,18,0,32,324,324
2041,R2,D1.R2.OY.2,R2.OY.2,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
661,R2,D1.R2.YO.10,R2.YO.10,Y,O,YO,Female,4,38,38,1,18,-14,32,324,16
1504,R2,D1.R2.YO.10,R2.YO.10,Y,O,YO,Female,18,29,38,1,18,0,32,324,324
2098,R2,D1.R2.YO.10,R2.YO.10,Y,O,YO,Female,32,12,38,1,18,14,32,324,1024
637,R2,D1.R2.YY.14,R2.YY.14,Y,Y,YY,Female,4,82,38,1,11,-7,18,121,16
1542,R2,D1.R2.YY.14,R2.YY.14,Y,Y,YY,Female,18,62,38,1,11,7,18,121,324
3190,R3,D1.R3.YO.16,R3.YO.16,Y,O,YO,Female,4,69,38,1,18,-14,32,324,16
3627,R3,D1.R3.YO.16,R3.YO.16,Y,O,YO,Female,18,65,38,1,18,0,32,324,324
4047,R3,D1.R3.YO.16,R3.YO.16,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
3446,R4,D1.R4.OO.18,R4.OO.18,O,O,OO,Female,4,65,38,1,18,-14,32,324,16
3917,R4,D1.R4.OO.18,R4.OO.18,O,O,OO,Female,18,72,38,1,18,0,32,324,324
4281,R4,D1.R4.OO.18,R4.OO.18,O,O,OO,Female,32,73,38,1,18,14,32,324,1024
3453,R4,D1.R4.OO.2,R4.OO.2,O,O,OO,Female,4,42,38,1,18,-14,32,324,16
3882,R4,D1.R4.OO.2,R4.OO.2,O,O,OO,Female,18,51,38,1,18,0,32,324,324
4271,R4,D1.R4.OO.2,R4.OO.2,O,O,OO,Female,32,61,38,1,18,14,32,324,1024
3436,R4,D1.R4.OO.25,R4.OO.25,O,O,OO,Female,4,60,38,1,18,-14,32,324,16
3880,R4,D1.R4.OO.25,R4.OO.25,O,O,OO,Female,18,27,38,1,18,0,32,324,324
4242,R4,D1.R4.OO.25,R4.OO.25,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
3463,R4,D1.R4.OY.3,R4.OY.3,O,Y,OY,Female,4,64,38,1,18,-14,32,324,16
3845,R4,D1.R4.OY.3,R4.OY.3,O,Y,OY,Female,18,80,38,1,18,0,32,324,324
4273,R4,D1.R4.OY.3,R4.OY.3,O,Y,OY,Female,32,36,38,1,18,14,32,324,1024
3451,R4,D1.R4.YO.9,R4.YO.9,Y,O,YO,Female,4,42,38,1,18,-14,32,324,16
3820,R4,D1.R4.YO.9,R4.YO.9,Y,O,YO,Female,18,12,38,1,18,0,32,324,324
4277,R4,D1.R4.YO.9,R4.YO.9,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
3384,R4,D1.R4.YY.19,R4.YY.19,Y,Y,YY,Female,4,76,38,1,18,-14,32,324,16
3856,R4,D1.R4.YY.19,R4.YY.19,Y,Y,YY,Female,18,36,38,1,18,0,32,324,324
4212,R4,D1.R4.YY.19,R4.YY.19,Y,Y,YY,Female,32,0,38,1,18,14,32,324,1024
644,R2,D2.R2.OY.14,R2.OY.14,O,Y,OY,Female,4,64,38,1,18,-14,32,324,16
1339,R2,D2.R2.OY.14,R2.OY.14,O,Y,OY,Female,18,0,38,1,18,0,32,324,324
2049,R2,D2.R2.OY.14,R2.OY.14,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
487,R2,D2.R2.YO.10,R2.YO.10,Y,O,YO,Female,4,50,38,1,18,-14,32,324,16
1342,R2,D2.R2.YO.10,R2.YO.10,Y,O,YO,Female,18,0,38,1,18,0,32,324,324
2055,R2,D2.R2.YO.10,R2.YO.10,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
506,R2,D2.R2.YO.18,R2.YO.18,Y,O,YO,Female,4,71,38,1,18,-14,32,324,16
1404,R2,D2.R2.YO.18,R2.YO.18,Y,O,YO,Female,18,12,38,1,18,0,32,324,324
2025,R2,D2.R2.YO.18,R2.YO.18,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
595,R2,D2.R2.YO.4,R2.YO.4,Y,O,YO,Female,4,82,38,1,18,-14,32,324,16
1449,R2,D2.R2.YO.4,R2.YO.4,Y,O,YO,Female,18,48,38,1,18,0,32,324,324
2179,R2,D2.R2.YO.4,R2.YO.4,Y,O,YO,Female,32,18,38,1,18,14,32,324,1024
642,R2,D2.R2.YO.7,R2.YO.7,Y,O,YO,Female,4,91,38,1,18,-14,32,324,16
1433,R2,D2.R2.YO.7,R2.YO.7,Y,O,YO,Female,18,48,38,1,18,0,32,324,324
2033,R2,D2.R2.YO.7,R2.YO.7,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
3455,R4,D2.R4.OO.5,R4.OO.5,O,O,OO,Female,4,80,38,1,21.5,-17.5,32,462.25,16
3848,R4,D2.R4.OO.5,R4.OO.5,O,O,OO,Female,18,57,38,1,21.5,-3.5,32,462.25,324
4223,R4,D2.R4.OO.5,R4.OO.5,O,O,OO,Female,32,0,38,1,21.5,10.5,32,462.25,1024
4253,R4,D2.R4.OO.5,R4.OO.5,O,O,OO,Female,32,2,38,1,21.5,10.5,32,462.25,1024
3420,R4,D2.R4.OY.27,R4.OY.27,O,Y,OY,Female,4,74,38,1,18,-14,32,324,16
3816,R4,D2.R4.OY.27,R4.OY.27,O,Y,OY,Female,18,61,38,1,18,0,32,324,324
4216,R4,D2.R4.OY.27,R4.OY.27,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
3435,R4,D2.R4.OY.3,R4.OY.3,O,Y,OY,Female,4,78,38,1,18,-14,32,324,16
3851,R4,D2.R4.OY.3,R4.OY.3,O,Y,OY,Female,18,0,38,1,18,0,32,324,324
4231,R4,D2.R4.OY.3,R4.OY.3,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
3449,R4,D2.R4.YY.1,R4.YY.1,Y,Y,YY,Female,4,62,38,1,18,-14,32,324,16
3861,R4,D2.R4.YY.1,R4.YY.1,Y,Y,YY,Female,18,0,38,1,18,0,32,324,324
4274,R4,D2.R4.YY.1,R4.YY.1,Y,Y,YY,Female,32,0,38,1,18,14,32,324,1024
3421,R4,D2.R4.YY.18,R4.YY.18,Y,Y,YY,Female,4,99,38,1,18,-14,32,324,16
3889,R4,D2.R4.YY.18,R4.YY.18,Y,Y,YY,Female,18,71,38,1,18,0,32,324,324
4275,R4,D2.R4.YY.18,R4.YY.18,Y,Y,YY,Female,32,0,38,1,18,14,32,324,1024
96,R1,D3.R1.OO.21,R1.OO.21,O,O,OO,Female,4,60,38,1,18,-14,32,324,16
1140,R1,D3.R1.OO.21,R1.OO.21,O,O,OO,Female,18,47,38,1,18,0,32,324,324
1804,R1,D3.R1.OO.21,R1.OO.21,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
200,R1,D3.R1.YY.33,R1.YY.33,Y,Y,YY,Female,4,71,38,1,18,-14,32,324,16
946,R1,D3.R1.YY.33,R1.YY.33,Y,Y,YY,Female,18,37,38,1,18,0,32,324,324
1739,R1,D3.R1.YY.33,R1.YY.33,Y,Y,YY,Female,32,0,38,1,18,14,32,324,1024
522,R2,D3.R2.OY.24,R2.OY.24,O,Y,OY,Female,4,84,38,1,18,-14,32,324,16
1483,R2,D3.R2.OY.24,R2.OY.24,O,Y,OY,Female,18,25,38,1,18,0,32,324,324
2051,R2,D3.R2.OY.24,R2.OY.24,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
662,R2,D3.R2.YO.10,R2.YO.10,Y,O,YO,Female,4,75,38,1,18,-14,32,324,16
1486,R2,D3.R2.YO.10,R2.YO.10,Y,O,YO,Female,18,39,38,1,18,0,32,324,324
2109,R2,D3.R2.YO.10,R2.YO.10,Y,O,YO,Female,32,5,38,1,18,14,32,324,1024
551,R2,D3.R2.YO.16,R2.YO.16,Y,O,YO,Female,4,74,38,1,18,-14,32,324,16
1387,R2,D3.R2.YO.16,R2.YO.16,Y,O,YO,Female,18,64,38,1,18,0,32,324,324
2057,R2,D3.R2.YO.16,R2.YO.16,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
463,R2,D3.R2.YO.5,R2.YO.5,Y,O,YO,Female,4,71,38,1,18,-14,32,324,16
1419,R2,D3.R2.YO.5,R2.YO.5,Y,O,YO,Female,18,55,38,1,18,0,32,324,324
2026,R2,D3.R2.YO.5,R2.YO.5,Y,O,YO,Female,32,0,38,1,18,14,32,324,1024
629,R2,D3.R2.YY.17,R2.YY.17,Y,Y,YY,Female,4,73,38,1,18,-14,32,324,16
1332,R2,D3.R2.YY.17,R2.YY.17,Y,Y,YY,Female,18,0,38,1,18,0,32,324,324
2022,R2,D3.R2.YY.17,R2.YY.17,Y,Y,YY,Female,32,0,38,1,18,14,32,324,1024
3369,R4,D3.R4.OO.14,R4.OO.14,O,O,OO,Female,4,82,38,1,18,-14,32,324,16
3872,R4,D3.R4.OO.14,R4.OO.14,O,O,OO,Female,18,34,38,1,18,0,32,324,324
4213,R4,D3.R4.OO.14,R4.OO.14,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
3365,R4,D3.R4.OO.26,R4.OO.26,O,O,OO,Female,4,72,38,1,18,-14,32,324,16
3907,R4,D3.R4.OO.26,R4.OO.26,O,O,OO,Female,18,63,38,1,18,0,32,324,324
4207,R4,D3.R4.OO.26,R4.OO.26,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
3434,R4,D3.R4.OO.9,R4.OO.9,O,O,OO,Female,4,53,38,1,18,-14,32,324,16
3819,R4,D3.R4.OO.9,R4.OO.9,O,O,OO,Female,18,63,38,1,18,0,32,324,324
4237,R4,D3.R4.OO.9,R4.OO.9,O,O,OO,Female,32,0,38,1,18,14,32,324,1024
3474,R4,D3.R4.OY.14,R4.OY.14,O,Y,OY,Female,4,113,38,1,18,-14,32,324,16
3838,R4,D3.R4.OY.14,R4.OY.14,O,Y,OY,Female,18,68,38,1,18,0,32,324,324
4205,R4,D3.R4.OY.14,R4.OY.14,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
3426,R4,D3.R4.OY.16,R4.OY.16,O,Y,OY,Female,4,69,38,1,18,-14,32,324,16
3868,R4,D3.R4.OY.16,R4.OY.16,O,Y,OY,Female,18,69,38,1,18,0,32,324,324
4226,R4,D3.R4.OY.16,R4.OY.16,O,Y,OY,Female,32,0,38,1,18,14,32,324,1024
3440,R4,D3.R4.OY.8,R4.OY.8,O,Y,OY,Female,4,100,38,1,18,-14,32,324,16
3886,R4,D3.R4.OY.8,R4.OY.8,O,Y,OY,Female,18,60,38,1,18,0,32,324,324
4209,R4,D3.R4.OY.8,R4.OY.8,O,Y,OY,Female,32,7,38,1,18,14,32,324,1024
83,R1,D1.R1.YY.22,R1.YY.22,Y,Y,YY,Female,4,44,39,1,18,-14,32,324,16
1132,R1,D1.R1.YY.22,R1.YY.22,Y,Y,YY,Female,18,73,39,1,18,0,32,324,324
1814,R1,D1.R1.YY.22,R1.YY.22,Y,Y,YY,Female,32,0,39,1,18,14,32,324,1024
78,R1,D2.R1.YO.11,R1.YO.11,Y,O,YO,Female,4,77,39,1,18,-14,32,324,16
1122,R1,D2.R1.YO.11,R1.YO.11,Y,O,YO,Female,18,0,39,1,18,0,32,324,324
1792,R1,D2.R1.YO.11,R1.YO.11,Y,O,YO,Female,32,0,39,1,18,14,32,324,1024
186,R1,D3.R1.OY.48,R1.OY.48,O,Y,OY,Female,4,79,39,1,18,-14,32,324,16
1036,R1,D3.R1.OY.48,R1.OY.48,O,Y,OY,Female,18,41,39,1,18,0,32,324,324
1778,R1,D3.R1.OY.48,R1.OY.48,O,Y,OY,Female,32,0,39,1,18,14,32,324,1024
150,R1,D3.R1.YO.19,R1.YO.19,Y,O,YO,Female,4,71,39,1,18,-14,32,324,16
1099,R1,D3.R1.YO.19,R1.YO.19,Y,O,YO,Female,18,24,39,1,18,0,32,324,324
1837,R1,D3.R1.YO.19,R1.YO.19,Y,O,YO,Female,32,29,39,1,18,14,32,324,1024
206,R1,D3.R1.YY.11,R1.YY.11,Y,Y,YY,Female,4,81,39,1,18,-14,32,324,16
977,R1,D3.R1.YY.11,R1.YY.11,Y,Y,YY,Female,18,25,39,1,18,0,32,324,324
1753,R1,D3.R1.YY.11,R1.YY.11,Y,Y,YY,Female,32,0,39,1,18,14,32,324,1024
128,R1,D1.R1.OY.48,R1.OY.48,O,Y,OY,Female,4,86,40,1,18,-14,32,324,16
1048,R1,D1.R1.OY.48,R1.OY.48,O,Y,OY,Female,18,51,40,1,18,0,32,324,324
1770,R1,D1.R1.OY.48,R1.OY.48,O,Y,OY,Female,32,0,40,1,18,14,32,324,1024
191,R1,D1.R1.YO.15,R1.YO.15,Y,O,YO,Female,4,87,40,1,18,-14,32,324,16
1044,R1,D1.R1.YO.15,R1.YO.15,Y,O,YO,Female,18,47,40,1,18,0,32,324,324
1781,R1,D1.R1.YO.15,R1.YO.15,Y,O,YO,Female,32,0,40,1,18,14,32,324,1024
47,R1,D1.R1.YO.29,R1.YO.29,Y,O,YO,Female,4,65,40,1,18,-14,32,324,16
1084,R1,D1.R1.YO.29,R1.YO.29,Y,O,YO,Female,18,26,40,1,18,0,32,324,324
1816,R1,D1.R1.YO.29,R1.YO.29,Y,O,YO,Female,32,0,40,1,18,14,32,324,1024
154,R1,D1.R1.YO.9,R1.YO.9,Y,O,YO,Female,4,86,40,1,18,-14,32,324,16
1049,R1,D1.R1.YO.9,R1.YO.9,Y,O,YO,Female,18,47,40,1,18,0,32,324,324
1783,R1,D1.R1.YO.9,R1.YO.9,Y,O,YO,Female,32,0,40,1,18,14,32,324,1024
218,R1,D2.R1.OY.27,R1.OY.27,O,Y,OY,Female,4,61,40,1,18,-14,32,324,16
1008,R1,D2.R1.OY.27,R1.OY.27,O,Y,OY,Female,18,26,40,1,18,0,32,324,324
1774,R1,D2.R1.OY.27,R1.OY.27,O,Y,OY,Female,32,0,40,1,18,14,32,324,1024
72,R1,D2.R1.YY.13,R1.YY.13,Y,Y,YY,Female,4,72,40,1,18,-14,32,324,16
1146,R1,D2.R1.YY.13,R1.YY.13,Y,Y,YY,Female,18,9,40,1,18,0,32,324,324
1871,R1,D2.R1.YY.13,R1.YY.13,Y,Y,YY,Female,32,40,40,1,18,14,32,324,1024
141,R1,D3.R1.YY.14,R1.YY.14,Y,Y,YY,Female,4,70,40,1,18,-14,32,324,16
1012,R1,D3.R1.YY.14,R1.YY.14,Y,Y,YY,Female,18,0,40,1,18,0,32,324,324
1777,R1,D3.R1.YY.14,R1.YY.14,Y,Y,YY,Female,32,0,40,1,18,14,32,324,1024
604,R2,D3.R2.OO.73,R2.OO.73,O,O,OO,Female,4,48,40,1,18,-14,32,324,16
1435,R2,D3.R2.OO.73,R2.OO.73,O,O,OO,Female,18,47,40,1,18,0,32,324,324
2035,R2,D3.R2.OO.73,R2.OO.73,O,O,OO,Female,32,0,40,1,18,14,32,324,1024
3372,R4,D1.R4.YY.1,R4.YY.1,Y,Y,YY,Female,4,74,41,1,18,-14,32,324,16
3890,R4,D1.R4.YY.1,R4.YY.1,Y,Y,YY,Female,18,0,41,1,18,0,32,324,324
4252,R4,D1.R4.YY.1,R4.YY.1,Y,Y,YY,Female,32,30,41,1,18,14,32,324,1024
3445,R4,D2.R4.YY.14,R4.YY.14,Y,Y,YY,Female,4,39,41,1,18,-14,32,324,16
3828,R4,D2.R4.YY.14,R4.YY.14,Y,Y,YY,Female,18,40,41,1,18,0,32,324,324
4217,R4,D2.R4.YY.14,R4.YY.14,Y,Y,YY,Female,32,0,41,1,18,14,32,324,1024
3437,R4,D3.R4.OO.4,R4.OO.4,O,O,OO,Female,4,30,41,1,18,-14,32,324,16
3896,R4,D3.R4.OO.4,R4.OO.4,O,O,OO,Female,18,63,41,1,18,0,32,324,324
4262,R4,D3.R4.OO.4,R4.OO.4,O,O,OO,Female,32,0,41,1,18,14,32,324,1024
3376,R4,D3.R4.OY.15,R4.OY.15,O,Y,OY,Female,4,59,41,1,18,-14,32,324,16
3911,R4,D3.R4.OY.15,R4.OY.15,O,Y,OY,Female,18,19,41,1,18,0,32,324,324
4272,R4,D3.R4.OY.15,R4.OY.15,O,Y,OY,Female,32,0,41,1,18,14,32,324,1024
3419,R4,D3.R4.OY.27,R4.OY.27,O,Y,OY,Female,4,66,41,1,18,-14,32,324,16
3891,R4,D3.R4.OY.27,R4.OY.27,O,Y,OY,Female,18,0,41,1,18,0,32,324,324
4270,R4,D3.R4.OY.27,R4.OY.27,O,Y,OY,Female,32,0,41,1,18,14,32,324,1024
3458,R4,D3.R4.YO.26,R4.YO.26,Y,O,YO,Female,4,92,41,1,18,-14,32,324,16
3821,R4,D3.R4.YO.26,R4.YO.26,Y,O,YO,Female,18,64,41,1,18,0,32,324,324
4268,R4,D3.R4.YO.26,R4.YO.26,Y,O,YO,Female,32,0,41,1,18,14,32,324,1024
3462,R4,D3.R4.YO.3,R4.YO.3,Y,O,YO,Female,4,62,41,1,18,-14,32,324,16
3901,R4,D3.R4.YO.3,R4.YO.3,Y,O,YO,Female,18,50,41,1,18,0,32,324,324
4215,R4,D3.R4.YO.3,R4.YO.3,Y,O,YO,Female,32,0,41,1,18,14,32,324,1024
3399,R4,D3.R4.YY.25,R4.YY.25,Y,Y,YY,Female,4,65,41,1,18,-14,32,324,16
3815,R4,D3.R4.YY.25,R4.YY.25,Y,Y,YY,Female,18,54,41,1,18,0,32,324,324
4246,R4,D3.R4.YY.25,R4.YY.25,Y,Y,YY,Female,32,0,41,1,18,14,32,324,1024
3403,R4,D3.R4.YY.5,R4.YY.5,Y,Y,YY,Female,4,63,41,1,18,-14,32,324,16
3829,R4,D3.R4.YY.5,R4.YY.5,Y,Y,YY,Female,18,23,41,1,18,0,32,324,324
4260,R4,D3.R4.YY.5,R4.YY.5,Y,Y,YY,Female,32,28,41,1,18,14,32,324,1024
30,R1,D1.R1.OO.55,R1.OO.55,O,O,OO,Female,4,50,42,1,18,-14,32,324,16
1085,R1,D1.R1.OO.55,R1.OO.55,O,O,OO,Female,18,55,42,1,18,0,32,324,324
1805,R1,D1.R1.OO.55,R1.OO.55,O,O,OO,Female,32,0,42,1,18,14,32,324,1024
23,R1,D1.R1.OO.59,R1.OO.59,O,O,OO,Female,4,57,42,1,18,-14,32,324,16
1144,R1,D1.R1.OO.59,R1.OO.59,O,O,OO,Female,18,37,42,1,18,0,32,324,324
1800,R1,D1.R1.OO.59,R1.OO.59,O,O,OO,Female,32,0,42,1,18,14,32,324,1024
71,R1,D1.R1.YO.14,R1.YO.14,Y,O,YO,Female,4,79,42,1,18,-14,32,324,16
1101,R1,D1.R1.YO.14,R1.YO.14,Y,O,YO,Female,18,50,42,1,18,0,32,324,324
1826,R1,D1.R1.YO.14,R1.YO.14,Y,O,YO,Female,32,0,42,1,18,14,32,324,1024
29,R1,D1.R1.YO.30,R1.YO.30,Y,O,YO,Female,4,79,42,1,18,-14,32,324,16
1134,R1,D1.R1.YO.30,R1.YO.30,Y,O,YO,Female,18,6,42,1,18,0,32,324,324
1798,R1,D1.R1.YO.30,R1.YO.30,Y,O,YO,Female,32,0,42,1,18,14,32,324,1024
607,R2,D1.R2.OO.54,R2.OO.54,O,O,OO,Female,4,70,42,1,18,-14,32,324,16
1453,R2,D1.R2.OO.54,R2.OO.54,O,O,OO,Female,18,53,42,1,18,0,32,324,324
2069,R2,D1.R2.OO.54,R2.OO.54,O,O,OO,Female,32,0,42,1,18,14,32,324,1024
507,R2,D1.R2.YY.23,R2.YY.23,Y,Y,YY,Female,4,90,42,1,18,-14,32,324,16
1472,R2,D1.R2.YY.23,R2.YY.23,Y,Y,YY,Female,18,60,42,1,18,0,32,324,324
2077,R2,D1.R2.YY.23,R2.YY.23,Y,Y,YY,Female,32,0,42,1,18,14,32,324,1024
145,R1,D2.R1.OO.22,R1.OO.22,O,O,OO,Female,4,91,42,1,18,-14,32,324,16
961,R1,D2.R1.OO.22,R1.OO.22,O,O,OO,Female,18,50,42,1,18,0,32,324,324
1733,R1,D2.R1.OO.22,R1.OO.22,O,O,OO,Female,32,0,42,1,18,14,32,324,1024
113,R1,D2.R1.OO.39,R1.OO.39,O,O,OO,Female,4,77,42,1,18,-14,32,324,16
951,R1,D2.R1.OO.39,R1.OO.39,O,O,OO,Female,18,0,42,1,18,0,32,324,324
1740,R1,D2.R1.OO.39,R1.OO.39,O,O,OO,Female,32,0,42,1,18,14,32,324,1024
27,R1,D2.R1.OO.55,R1.OO.55,O,O,OO,Female,4,62,42,1,18,-14,32,324,16
1067,R1,D2.R1.OO.55,R1.OO.55,O,O,OO,Female,18,71,42,1,18,0,32,324,324
1810,R1,D2.R1.OO.55,R1.OO.55,O,O,OO,Female,32,0,42,1,18,14,32,324,1024
142,R1,D2.R1.OY.48,R1.OY.48,O,Y,OY,Female,4,72,42,1,18,-14,32,324,16
1018,R1,D2.R1.OY.48,R1.OY.48,O,Y,OY,Female,18,0,42,1,18,0,32,324,324
1784,R1,D2.R1.OY.48,R1.OY.48,O,Y,OY,Female,32,0,42,1,18,14,32,324,1024
88,R1,D2.R1.YY.31,R1.YY.31,Y,Y,YY,Female,4,89,42,1,18,-14,32,324,16
1071,R1,D2.R1.YY.31,R1.YY.31,Y,Y,YY,Female,18,75,42,1,18,0,32,324,324
1821,R1,D2.R1.YY.31,R1.YY.31,Y,Y,YY,Female,32,0,42,1,18,14,32,324,1024
212,R1,D2.R1.YY.37,R1.YY.37,Y,Y,YY,Female,4,2,42,1,18,-14,32,324,16
968,R1,D2.R1.YY.37,R1.YY.37,Y,Y,YY,Female,18,0,42,1,18,0,32,324,324
1747,R1,D2.R1.YY.37,R1.YY.37,Y,Y,YY,Female,32,0,42,1,18,14,32,324,1024
670,R2,D2.R2.OY.13,R2.OY.13,O,Y,OY,Female,4,80,42,1,18,-14,32,324,16
1478,R2,D2.R2.OY.13,R2.OY.13,O,Y,OY,Female,18,59,42,1,18,0,32,324,324
2122,R2,D2.R2.OY.13,R2.OY.13,O,Y,OY,Female,32,9,42,1,18,14,32,324,1024
115,R1,D3.R1.OY.54,R1.OY.54,O,Y,OY,Female,4,74,42,1,18,-14,32,324,16
960,R1,D3.R1.OY.54,R1.OY.54,O,Y,OY,Female,18,62,42,1,18,0,32,324,324
1734,R1,D3.R1.OY.54,R1.OY.54,O,Y,OY,Female,32,0,42,1,18,14,32,324,1024
116,R1,D3.R1.OY.77,R1.OY.77,O,Y,OY,Female,4,93,42,1,18,-14,32,324,16
964,R1,D3.R1.OY.77,R1.OY.77,O,Y,OY,Female,18,0,42,1,18,0,32,324,324
1749,R1,D3.R1.OY.77,R1.OY.77,O,Y,OY,Female,32,0,42,1,18,14,32,324,1024
182,R1,D3.R1.YY.6,R1.YY.6,Y,Y,YY,Female,4,22,42,1,18,-14,32,324,16
1082,R1,D3.R1.YY.6,R1.YY.6,Y,Y,YY,Female,18,13,42,1,18,0,32,324,324
1834,R1,D3.R1.YY.6,R1.YY.6,Y,Y,YY,Female,32,0,42,1,18,14,32,324,1024
550,R2,D3.R2.YO.24,R2.YO.24,Y,O,YO,Female,4,48,42,1,18,-14,32,324,16
1508,R2,D3.R2.YO.24,R2.YO.24,Y,O,YO,Female,18,47,42,1,18,0,32,324,324
