Obs_num,Rep,F1_ID,F0_ID,Paternal_age,Paternal_sperm_age,Treatment,Sex,F1_Age,F2_Count,LS,Censored,Mean_age,Delta_age,ALR,Mean_age2,Age2
4220,R4,D2.R4.OO.2,R4.OO.2,O,O,OO,Female,32,0,46,1,18,14,32,324,1024
3432,R4,D2.R4.YO.1,R4.YO.1,Y,O,YO,Female,4,56,46,1,18,-14,32,324,16
3914,R4,D2.R4.YO.1,R4.YO.1,Y,O,YO,Female,18,54,46,1,18,0,32,324,324
4251,R4,D2.R4.YO.1,R4.YO.1,Y,O,YO,Female,32,16,46,1,18,14,32,324,1024
3429,R4,D2.R4.YO.21,R4.YO.21,Y,O,YO,Female,4,69,46,1,18,-14,32,324,16
3912,R4,D2.R4.YO.21,R4.YO.21,Y,O,YO,Female,18,69,46,1,18,0,32,324,324
4269,R4,D2.R4.YO.21,R4.YO.21,Y,O,YO,Female,32,1,46,1,18,14,32,324,1024
178,R1,D3.R1.OO.14,R1.OO.14,O,O,OO,Female,4,78,46,1,18,-14,32,324,16
1043,R1,D3.R1.OO.14,R1.OO.14,O,O,OO,Female,18,60,46,1,18,0,32,324,324
1779,R1,D3.R1.OO.14,R1.OO.14,O,O,OO,Female,32,0,46,1,18,14,32,324,1024
219,R1,D3.R1.YO.13,R1.YO.13,Y,O,YO,Female,4,83,46,1,18,-14,32,324,16
1031,R1,D3.R1.YO.13,R1.YO.13,Y,O,YO,Female,18,43,46,1,18,0,32,324,324
1772,R1,D3.R1.YO.13,R1.YO.13,Y,O,YO,Female,32,0,46,1,18,14,32,324,1024
149,R1,D3.R1.YY.15,R1.YY.15,Y,Y,YY,Female,4,64,46,1,18,-14,32,324,16
990,R1,D3.R1.YY.15,R1.YY.15,Y,Y,YY,Female,18,54,46,1,18,0,32,324,324
1764,R1,D3.R1.YY.15,R1.YY.15,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
674,R2,D3.R2.YY.1,R2.YY.1,Y,Y,YY,Female,4,42,46,1,18,-14,32,324,16
1463,R2,D3.R2.YY.1,R2.YY.1,Y,Y,YY,Female,18,52,46,1,18,0,32,324,324
2164,R2,D3.R2.YY.1,R2.YY.1,Y,Y,YY,Female,32,15,46,1,18,14,32,324,1024
672,R2,D3.R2.YY.15,R2.YY.15,Y,Y,YY,Female,4,82,46,1,18,-14,32,324,16
1357,R2,D3.R2.YY.15,R2.YY.15,Y,Y,YY,Female,18,66,46,1,18,0,32,324,324
2128,R2,D3.R2.YY.15,R2.YY.15,Y,Y,YY,Female,32,2,46,1,18,14,32,324,1024
500,R2,D3.R2.YY.23,R2.YY.23,Y,Y,YY,Female,4,83,46,1,18,-14,32,324,16
1545,R2,D3.R2.YY.23,R2.YY.23,Y,Y,YY,Female,18,0,46,1,18,0,32,324,324
2053,R2,D3.R2.YY.23,R2.YY.23,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
3205,R3,D3.R3.YO.16,R3.YO.16,Y,O,YO,Female,4,48,46,1,18,-14,32,324,16
3681,R3,D3.R3.YO.16,R3.YO.16,Y,O,YO,Female,18,33,46,1,18,0,32,324,324
4030,R3,D3.R3.YO.16,R3.YO.16,Y,O,YO,Female,32,0,46,1,18,14,32,324,1024
3216,R3,D3.R3.YY.16,R3.YY.16,Y,Y,YY,Female,4,53,46,1,18,-14,32,324,16
3677,R3,D3.R3.YY.16,R3.YY.16,Y,Y,YY,Female,18,39,46,1,18,0,32,324,324
4082,R3,D3.R3.YY.16,R3.YY.16,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
3386,R4,D3.R4.OO.2,R4.OO.2,O,O,OO,Female,4,59,46,1,18,-14,32,324,16
3834,R4,D3.R4.OO.2,R4.OO.2,O,O,OO,Female,18,50,46,1,18,0,32,324,324
4236,R4,D3.R4.OO.2,R4.OO.2,O,O,OO,Female,32,9,46,1,18,14,32,324,1024
3448,R4,D3.R4.YO.25,R4.YO.25,Y,O,YO,Female,4,81,46,1,18,-14,32,324,16
3825,R4,D3.R4.YO.25,R4.YO.25,Y,O,YO,Female,18,58,46,1,18,0,32,324,324
4245,R4,D3.R4.YO.25,R4.YO.25,Y,O,YO,Female,32,0,46,1,18,14,32,324,1024
3411,R4,D3.R4.YY.1,R4.YY.1,Y,Y,YY,Female,4,54,46,1,18,-14,32,324,16
3903,R4,D3.R4.YY.1,R4.YY.1,Y,Y,YY,Female,18,41,46,1,18,0,32,324,324
4250,R4,D3.R4.YY.1,R4.YY.1,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
160,R1,D1.R1.YY.15,R1.YY.15,Y,Y,YY,Female,4,97,47,1,18,-14,32,324,16
999,R1,D1.R1.YY.15,R1.YY.15,Y,Y,YY,Female,18,51,47,1,18,0,32,324,324
1836,R1,D1.R1.YY.15,R1.YY.15,Y,Y,YY,Female,32,38,47,1,18,14,32,324,1024
184,R1,D1.R1.YY.7,R1.YY.7,Y,Y,YY,Female,4,84,47,1,18,-14,32,324,16
1032,R1,D1.R1.YY.7,R1.YY.7,Y,Y,YY,Female,18,51,47,1,18,0,32,324,324
1775,R1,D1.R1.YY.7,R1.YY.7,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
474,R2,D1.R2.OO.64,R2.OO.64,O,O,OO,Female,4,53,47,1,18,-14,32,324,16
1366,R2,D1.R2.OO.64,R2.OO.64,O,O,OO,Female,18,47,47,1,18,0,32,324,324
2024,R2,D1.R2.OO.64,R2.OO.64,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
540,R2,D1.R2.OO.70,R2.OO.70,O,O,OO,Female,4,73,47,1,18,-14,32,324,16
1524,R2,D1.R2.OO.70,R2.OO.70,O,O,OO,Female,18,70,47,1,18,0,32,324,324
2107,R2,D1.R2.OO.70,R2.OO.70,O,O,OO,Female,32,9,47,1,18,14,32,324,1024
490,R2,D1.R2.OY.15,R2.OY.15,O,Y,OY,Female,4,85,47,1,18,-14,32,324,16
1390,R2,D1.R2.OY.15,R2.OY.15,O,Y,OY,Female,18,36,47,1,18,0,32,324,324
2066,R2,D1.R2.OY.15,R2.OY.15,O,Y,OY,Female,32,0,47,1,18,14,32,324,1024
584,R2,D1.R2.YO.1,R2.YO.1,Y,O,YO,Female,4,76,47,1,18,-14,32,324,16
1373,R2,D1.R2.YO.1,R2.YO.1,Y,O,YO,Female,18,52,47,1,18,0,32,324,324
2092,R2,D1.R2.YO.1,R2.YO.1,Y,O,YO,Female,32,1,47,1,18,14,32,324,1024
594,R2,D1.R2.YY.2,R2.YY.2,Y,Y,YY,Female,4,70,47,1,18,-14,32,324,16
1321,R2,D1.R2.YY.2,R2.YY.2,Y,Y,YY,Female,18,0,47,1,18,0,32,324,324
2042,R2,D1.R2.YY.2,R2.YY.2,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
596,R2,D1.R2.YY.20,R2.YY.20,Y,Y,YY,Female,4,61,47,1,18,-14,32,324,16
1434,R2,D1.R2.YY.20,R2.YY.20,Y,Y,YY,Female,18,59,47,1,18,0,32,324,324
2172,R2,D1.R2.YY.20,R2.YY.20,Y,Y,YY,Female,32,12,47,1,18,14,32,324,1024
538,R2,D1.R2.YY.26,R2.YY.26,Y,Y,YY,Female,4,82,47,1,18,-14,32,324,16
1506,R2,D1.R2.YY.26,R2.YY.26,Y,Y,YY,Female,18,71,47,1,18,0,32,324,324
2114,R2,D1.R2.YY.26,R2.YY.26,Y,Y,YY,Female,32,4,47,1,18,14,32,324,1024
3224,R3,D1.R3.OO.19,R3.OO.19,O,O,OO,Female,4,44,47,1,18,-14,32,324,16
3620,R3,D1.R3.OO.19,R3.OO.19,O,O,OO,Female,18,0,47,1,18,0,32,324,324
4067,R3,D1.R3.OO.19,R3.OO.19,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
3229,R3,D1.R3.YY.8,R3.YY.8,Y,Y,YY,Female,4,70,47,1,18,-14,32,324,16
3659,R3,D1.R3.YY.8,R3.YY.8,Y,Y,YY,Female,18,35,47,1,18,0,32,324,324
4049,R3,D1.R3.YY.8,R3.YY.8,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
79,R1,D2.R1.OO.19,R1.OO.19,O,O,OO,Female,4,71,47,1,18,-14,32,324,16
1104,R1,D2.R1.OO.19,R1.OO.19,O,O,OO,Female,18,25,47,1,18,0,32,324,324
1827,R1,D2.R1.OO.19,R1.OO.19,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
111,R1,D2.R1.OY.20,R1.OY.20,O,Y,OY,Female,4,84,47,1,18,-14,32,324,16
949,R1,D2.R1.OY.20,R1.OY.20,O,Y,OY,Female,18,58,47,1,18,0,32,324,324
1844,R1,D2.R1.OY.20,R1.OY.20,O,Y,OY,Female,32,5,47,1,18,14,32,324,1024
31,R1,D2.R1.OY.52,R1.OY.52,O,Y,OY,Female,4,30,47,1,18,-14,32,324,16
1057,R1,D2.R1.OY.52,R1.OY.52,O,Y,OY,Female,18,52,47,1,18,0,32,324,324
1824,R1,D2.R1.OY.52,R1.OY.52,O,Y,OY,Female,32,0,47,1,18,14,32,324,1024
223,R1,D2.R1.YO.22,R1.YO.22,Y,O,YO,Female,4,79,47,1,18,-14,32,324,16
993,R1,D2.R1.YO.22,R1.YO.22,Y,O,YO,Female,18,50,47,1,18,0,32,324,324
1856,R1,D2.R1.YO.22,R1.YO.22,Y,O,YO,Female,32,8,47,1,18,14,32,324,1024
63,R1,D2.R1.YO.29,R1.YO.29,Y,O,YO,Female,4,46,47,1,18,-14,32,324,16
1055,R1,D2.R1.YO.29,R1.YO.29,Y,O,YO,Female,18,58,47,1,18,0,32,324,324
1808,R1,D2.R1.YO.29,R1.YO.29,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
51,R1,D2.R1.YO.30,R1.YO.30,Y,O,YO,Female,4,85,47,1,18,-14,32,324,16
1078,R1,D2.R1.YO.30,R1.YO.30,Y,O,YO,Female,18,57,47,1,18,0,32,324,324
1831,R1,D2.R1.YO.30,R1.YO.30,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
7,R1,D2.R1.YO.8,R1.YO.8,Y,O,YO,Female,4,54,47,1,18,-14,32,324,16
1142,R1,D2.R1.YO.8,R1.YO.8,Y,O,YO,Female,18,59,47,1,18,0,32,324,324
1803,R1,D2.R1.YO.8,R1.YO.8,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
161,R1,D2.R1.YY.16,R1.YY.16,Y,Y,YY,Female,4,47,47,1,18,-14,32,324,16
1040,R1,D2.R1.YY.16,R1.YY.16,Y,Y,YY,Female,18,29,47,1,18,0,32,324,324
1857,R1,D2.R1.YY.16,R1.YY.16,Y,Y,YY,Female,32,4,47,1,18,14,32,324,1024
153,R1,D2.R1.YY.6,R1.YY.6,Y,Y,YY,Female,4,64,47,1,18,-14,32,324,16
973,R1,D2.R1.YY.6,R1.YY.6,Y,Y,YY,Female,18,44,47,1,18,0,32,324,324
1746,R1,D2.R1.YY.6,R1.YY.6,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
456,R2,D2.R2.OO.15,R2.OO.15,O,O,OO,Female,4,70,47,1,18,-14,32,324,16
1470,R2,D2.R2.OO.15,R2.OO.15,O,O,OO,Female,18,47,47,1,18,0,32,324,324
2039,R2,D2.R2.OO.15,R2.OO.15,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
649,R2,D2.R2.OO.16,R2.OO.16,O,O,OO,Female,4,59,47,1,18,-14,32,324,16
1438,R2,D2.R2.OO.16,R2.OO.16,O,O,OO,Female,18,57,47,1,18,0,32,324,324
2169,R2,D2.R2.OO.16,R2.OO.16,O,O,OO,Female,32,11,47,1,18,14,32,324,1024
671,R2,D2.R2.OO.44,R2.OO.44,O,O,OO,Female,4,64,47,1,18,-14,32,324,16
1498,R2,D2.R2.OO.44,R2.OO.44,O,O,OO,Female,18,41,47,1,18,0,32,324,324
2056,R2,D2.R2.OO.44,R2.OO.44,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
523,R2,D2.R2.OY.25,R2.OY.25,O,Y,OY,Female,4,69,47,1,18,-14,32,324,16
1466,R2,D2.R2.OY.25,R2.OY.25,O,Y,OY,Female,18,53,47,1,18,0,32,324,324
2062,R2,D2.R2.OY.25,R2.OY.25,O,Y,OY,Female,32,0,47,1,18,14,32,324,1024
663,R2,D2.R2.OY.29,R2.OY.29,O,Y,OY,Female,4,74,47,1,25,-21,46,625,16
1492,R2,D2.R2.OY.29,R2.OY.29,O,Y,OY,Female,18,73,47,1,25,-7,46,625,324
2118,R2,D2.R2.OY.29,R2.OY.29,O,Y,OY,Female,32,8,47,1,25,7,46,625,1024
2611,R2,D2.R2.OY.29,R2.OY.29,O,Y,OY,Female,46,33,47,1,25,21,46,625,2116
566,R2,D2.R2.OY.43,R2.OY.43,O,Y,OY,Female,4,70,47,1,18,-14,32,324,16
1382,R2,D2.R2.OY.43,R2.OY.43,O,Y,OY,Female,18,61,47,1,18,0,32,324,324
2081,R2,D2.R2.OY.43,R2.OY.43,O,Y,OY,Female,32,0,47,1,18,14,32,324,1024
620,R2,D2.R2.YO.5,R2.YO.5,Y,O,YO,Female,4,81,47,1,18,-14,32,324,16
1420,R2,D2.R2.YO.5,R2.YO.5,Y,O,YO,Female,18,62,47,1,18,0,32,324,324
2029,R2,D2.R2.YO.5,R2.YO.5,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
447,R2,D2.R2.YY.12,R2.YY.12,Y,Y,YY,Female,4,80,47,1,18,-14,32,324,16
1499,R2,D2.R2.YY.12,R2.YY.12,Y,Y,YY,Female,18,39,47,1,18,0,32,324,324
2176,R2,D2.R2.YY.12,R2.YY.12,Y,Y,YY,Female,32,37,47,1,18,14,32,324,1024
570,R2,D2.R2.YY.17,R2.YY.17,Y,Y,YY,Female,4,69,47,1,18,-14,32,324,16
1481,R2,D2.R2.YY.17,R2.YY.17,Y,Y,YY,Female,18,58,47,1,18,0,32,324,324
2112,R2,D2.R2.YY.17,R2.YY.17,Y,Y,YY,Female,32,7,47,1,18,14,32,324,1024
3171,R3,D2.R3.OO.2,R3.OO.2,O,O,OO,Female,4,62,47,1,18,-14,32,324,16
3668,R3,D2.R3.OO.2,R3.OO.2,O,O,OO,Female,18,56,47,1,18,0,32,324,324
4068,R3,D2.R3.OO.2,R3.OO.2,O,O,OO,Female,32,4,47,1,18,14,32,324,1024
3138,R3,D2.R3.OO.8,R3.OO.8,O,O,OO,Female,4,68,47,1,18,-14,32,324,16
3657,R3,D2.R3.OO.8,R3.OO.8,O,O,OO,Female,18,69,47,1,18,0,32,324,324
4086,R3,D2.R3.OO.8,R3.OO.8,O,O,OO,Female,32,27,47,1,18,14,32,324,1024
133,R1,D3.R1.OO.25,R1.OO.25,O,O,OO,Female,4,50,47,1,18,-14,32,324,16
1035,R1,D3.R1.OO.25,R1.OO.25,O,O,OO,Female,18,49,47,1,18,0,32,324,324
1776,R1,D3.R1.OO.25,R1.OO.25,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
6,R1,D3.R1.OO.60,R1.OO.60,O,O,OO,Female,4,67,47,1,18,-14,32,324,16
1094,R1,D3.R1.OO.60,R1.OO.60,O,O,OO,Female,18,69,47,1,18,0,32,324,324
1738,R1,D3.R1.OO.60,R1.OO.60,O,O,OO,Female,32,0,47,1,18,14,32,324,1024
61,R1,D3.R1.OY.23,R1.OY.23,O,Y,OY,Female,4,60,47,1,18,-14,32,324,16
1102,R1,D3.R1.OY.23,R1.OY.23,O,Y,OY,Female,18,42,47,1,18,0,32,324,324
1825,R1,D3.R1.OY.23,R1.OY.23,O,Y,OY,Female,32,0,47,1,18,14,32,324,1024
201,R1,D3.R1.OY.70,R1.OY.70,O,Y,OY,Female,4,51,47,1,18,-14,32,324,16
966,R1,D3.R1.OY.70,R1.OY.70,O,Y,OY,Female,18,42,47,1,18,0,32,324,324
1848,R1,D3.R1.OY.70,R1.OY.70,O,Y,OY,Female,32,14,47,1,18,14,32,324,1024
224,R1,D3.R1.YO.15,R1.YO.15,Y,O,YO,Female,4,87,47,1,18,-14,32,324,16
953,R1,D3.R1.YO.15,R1.YO.15,Y,O,YO,Female,18,52,47,1,18,0,32,324,324
1851,R1,D3.R1.YO.15,R1.YO.15,Y,O,YO,Female,32,37,47,1,18,14,32,324,1024
144,R1,D3.R1.YO.21,R1.YO.21,Y,O,YO,Female,4,78,47,1,18,-14,32,324,16
1105,R1,D3.R1.YO.21,R1.YO.21,Y,O,YO,Female,18,59,47,1,18,0,32,324,324
1828,R1,D3.R1.YO.21,R1.YO.21,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
151,R1,D3.R1.YY.16,R1.YY.16,Y,Y,YY,Female,4,56,47,1,18,-14,32,324,16
995,R1,D3.R1.YY.16,R1.YY.16,Y,Y,YY,Female,18,49,47,1,18,0,32,324,324
1762,R1,D3.R1.YY.16,R1.YY.16,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
110,R1,D3.R1.YY.7,R1.YY.7,Y,Y,YY,Female,4,55,47,1,18,-14,32,324,16
954,R1,D3.R1.YY.7,R1.YY.7,Y,Y,YY,Female,18,39,47,1,18,0,32,324,324
1742,R1,D3.R1.YY.7,R1.YY.7,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
676,R2,D3.R2.OO.13,R2.OO.13,O,O,OO,Female,4,52,47,1,18,-14,32,324,16
1515,R2,D3.R2.OO.13,R2.OO.13,O,O,OO,Female,18,47,47,1,18,0,32,324,324
2133,R2,D3.R2.OO.13,R2.OO.13,O,O,OO,Female,32,24,47,1,18,14,32,324,1024
651,R2,D3.R2.OO.16,R2.OO.16,O,O,OO,Female,4,77,47,1,18,-14,32,324,16
1416,R2,D3.R2.OO.16,R2.OO.16,O,O,OO,Female,18,67,47,1,18,0,32,324,324
2155,R2,D3.R2.OO.16,R2.OO.16,O,O,OO,Female,32,32,47,1,18,14,32,324,1024
664,R2,D3.R2.OO.23,R2.OO.23,O,O,OO,Female,4,57,47,1,18,-14,32,324,16
1493,R2,D3.R2.OO.23,R2.OO.23,O,O,OO,Female,18,40,47,1,18,0,32,324,324
2178,R2,D3.R2.OO.23,R2.OO.23,O,O,OO,Female,32,27,47,1,18,14,32,324,1024
693,R2,D3.R2.OO.3,R2.OO.3,O,O,OO,Female,4,63,47,1,18,-14,32,324,16
1362,R2,D3.R2.OO.3,R2.OO.3,O,O,OO,Female,18,64,47,1,18,0,32,324,324
2137,R2,D3.R2.OO.3,R2.OO.3,O,O,OO,Female,32,21,47,1,18,14,32,324,1024
568,R2,D3.R2.OO.62,R2.OO.62,O,O,OO,Female,4,46,47,1,18,-14,32,324,16
1479,R2,D3.R2.OO.62,R2.OO.62,O,O,OO,Female,18,48,47,1,18,0,32,324,324
2175,R2,D3.R2.OO.62,R2.OO.62,O,O,OO,Female,32,19,47,1,18,14,32,324,1024
542,R2,D3.R2.OY.10,R2.OY.10,O,Y,OY,Female,4,63,47,1,18,-14,32,324,16
1517,R2,D3.R2.OY.10,R2.OY.10,O,Y,OY,Female,18,39,47,1,18,0,32,324,324
2105,R2,D3.R2.OY.10,R2.OY.10,O,Y,OY,Female,32,10,47,1,18,14,32,324,1024
605,R2,D3.R2.OY.43,R2.OY.43,O,Y,OY,Female,4,55,47,1,18,-14,32,324,16
1429,R2,D3.R2.OY.43,R2.OY.43,O,Y,OY,Female,18,55,47,1,18,0,32,324,324
2031,R2,D3.R2.OY.43,R2.OY.43,O,Y,OY,Female,32,0,47,1,18,14,32,324,1024
694,R2,D3.R2.YO.13,R2.YO.13,Y,O,YO,Female,4,51,47,1,18,-14,32,324,16
1319,R2,D3.R2.YO.13,R2.YO.13,Y,O,YO,Female,18,0,47,1,18,0,32,324,324
2052,R2,D3.R2.YO.13,R2.YO.13,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
650,R2,D3.R2.YO.27,R2.YO.27,Y,O,YO,Female,4,27,47,1,18,-14,32,324,16
1425,R2,D3.R2.YO.27,R2.YO.27,Y,O,YO,Female,18,60,47,1,18,0,32,324,324
2028,R2,D3.R2.YO.27,R2.YO.27,Y,O,YO,Female,32,0,47,1,18,14,32,324,1024
636,R2,D3.R2.YY.10,R2.YY.10,Y,Y,YY,Female,4,66,47,1,18,-14,32,324,16
1337,R2,D3.R2.YY.10,R2.YY.10,Y,Y,YY,Female,18,0,47,1,18,0,32,324,324
2034,R2,D3.R2.YY.10,R2.YY.10,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
558,R2,D3.R2.YY.20,R2.YY.20,Y,Y,YY,Female,4,16,47,1,18,-14,32,324,16
1374,R2,D3.R2.YY.20,R2.YY.20,Y,Y,YY,Female,18,73,47,1,18,0,32,324,324
2090,R2,D3.R2.YY.20,R2.YY.20,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
3155,R3,D3.R3.YY.7,R3.YY.7,Y,Y,YY,Female,4,57,47,1,18,-14,32,324,16
3666,R3,D3.R3.YY.7,R3.YY.7,Y,Y,YY,Female,18,14,47,1,18,0,32,324,324
4045,R3,D3.R3.YY.7,R3.YY.7,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
3128,R3,D3.R3.YY.8,R3.YY.8,Y,Y,YY,Female,4,63,47,1,18,-14,32,324,16
3687,R3,D3.R3.YY.8,R3.YY.8,Y,Y,YY,Female,18,85,47,1,18,0,32,324,324
4095,R3,D3.R3.YY.8,R3.YY.8,Y,Y,YY,Female,32,0,47,1,18,14,32,324,1024
3173,R3,D1.R3.YO.19,R3.YO.19,Y,O,YO,Female,4,41,48,1,25,-21,46,625,16
3621,R3,D1.R3.YO.19,R3.YO.19,Y,O,YO,Female,18,27,48,1,25,-7,46,625,324
4074,R3,D1.R3.YO.19,R3.YO.19,Y,O,YO,Female,32,34,48,1,25,7,46,625,1024
4295,R3,D1.R3.YO.19,R3.YO.19,Y,O,YO,Female,46,0,48,1,25,21,46,625,2116
3214,R3,D2.R3.OO.1,R3.OO.1,O,O,OO,Female,4,45,48,1,25,-21,46,625,16
3673,R3,D2.R3.OO.1,R3.OO.1,O,O,OO,Female,18,2,48,1,25,-7,46,625,324
4039,R3,D2.R3.OO.1,R3.OO.1,O,O,OO,Female,32,0,48,1,25,7,46,625,1024
4286,R3,D2.R3.OO.1,R3.OO.1,O,O,OO,Female,46,0,48,1,25,21,46,625,2116
3219,R3,D2.R3.YY.3,R3.YY.3,Y,Y,YY,Female,4,80,48,1,25,-21,46,625,16
3644,R3,D2.R3.YY.3,R3.YY.3,Y,Y,YY,Female,18,77,48,1,25,-7,46,625,324
4084,R3,D2.R3.YY.3,R3.YY.3,Y,Y,YY,Female,32,27,48,1,25,7,46,625,1024
4287,R3,D2.R3.YY.3,R3.YY.3,Y,Y,YY,Female,46,0,48,1,25,21,46,625,2116
3144,R3,D3.R3.OY.11,R3.OY.11,O,Y,OY,Female,4,50,48,1,25,-21,46,625,16
3662,R3,D3.R3.OY.11,R3.OY.11,O,Y,OY,Female,18,43,48,1,25,-7,46,625,324
4023,R3,D3.R3.OY.11,R3.OY.11,O,Y,OY,Female,32,19,48,1,25,7,46,625,1024
4298,R3,D3.R3.OY.11,R3.OY.11,O,Y,OY,Female,46,0,48,1,25,21,46,625,2116
3191,R3,D3.R3.YY.14,R3.YY.14,Y,Y,YY,Female,4,64,48,1,25,-21,46,625,16
3678,R3,D3.R3.YY.14,R3.YY.14,Y,Y,YY,Female,18,28,48,1,25,-7,46,625,324
4066,R3,D3.R3.YY.14,R3.YY.14,Y,Y,YY,Female,32,0,48,1,25,7,46,625,1024
4292,R3,D3.R3.YY.14,R3.YY.14,Y,Y,YY,Female,46,0,48,1,25,21,46,625,2116
33,R1,D1.R1.OO.19,R1.OO.19,O,O,OO,Female,4,57,49,1,25,-21,46,625,16
1090,R1,D1.R1.OO.19,R1.OO.19,O,O,OO,Female,18,38,49,1,25,-7,46,625,324
1736,R1,D1.R1.OO.19,R1.OO.19,O,O,OO,Female,32,0,49,1,25,7,46,625,1024
2377,R1,D1.R1.OO.19,R1.OO.19,O,O,OO,Female,46,0,49,1,25,21,46,625,2116
181,R1,D1.R1.YY.16,R1.YY.16,Y,Y,YY,Female,4,64,49,1,25,-21,46,625,16
1001,R1,D1.R1.YY.16,R1.YY.16,Y,Y,YY,Female,18,29,49,1,25,-7,46,625,324
1757,R1,D1.R1.YY.16,R1.YY.16,Y,Y,YY,Female,32,0,49,1,25,7,46,625,1024
2357,R1,D1.R1.YY.16,R1.YY.16,Y,Y,YY,Female,46,0,49,1,25,21,46,625,2116
118,R1,D1.R1.YY.3,R1.YY.3,Y,Y,YY,Female,4,65,49,1,25,-21,46,625,16
955,R1,D1.R1.YY.3,R1.YY.3,Y,Y,YY,Female,18,43,49,1,25,-7,46,625,324
1743,R1,D1.R1.YY.3,R1.YY.3,Y,Y,YY,Female,32,0,49,1,25,7,46,625,1024
2343,R1,D1.R1.YY.3,R1.YY.3,Y,Y,YY,Female,46,0,49,1,25,21,46,625,2116
565,R2,D1.R2.OO.10,R2.OO.10,O,O,OO,Female,4,51,49,1,25,-21,46,625,16
1350,R2,D1.R2.OO.10,R2.OO.10,O,O,OO,Female,18,24,49,1,25,-7,46,625,324
2086,R2,D1.R2.OO.10,R2.OO.10,O,O,OO,Female,32,0,49,1,25,7,46,625,1024
2563,R2,D1.R2.OO.10,R2.OO.10,O,O,OO,Female,46,0,49,1,25,21,46,625,2116
583,R2,D1.R2.OY.9,R2.OY.9,O,Y,OY,Female,4,56,49,1,25,-21,46,625,16
1455,R2,D1.R2.OY.9,R2.OY.9,O,Y,OY,Female,18,50,49,1,25,-7,46,625,324
2111,R2,D1.R2.OY.9,R2.OY.9,O,Y,OY,Female,32,13,49,1,25,7,46,625,1024
2580,R2,D1.R2.OY.9,R2.OY.9,O,Y,OY,Female,46,0,49,1,25,21,46,625,2116
591,R2,D1.R2.YO.19,R2.YO.19,Y,O,YO,Female,4,70,49,1,25,-21,46,625,16
1443,R2,D1.R2.YO.19,R2.YO.19,Y,O,YO,Female,18,50,49,1,25,-7,46,625,324
2163,R2,D1.R2.YO.19,R2.YO.19,Y,O,YO,Female,32,29,49,1,25,7,46,625,1024
2538,R2,D1.R2.YO.19,R2.YO.19,Y,O,YO,Female,46,0,49,1,25,21,46,625,2116
488,R2,D1.R2.YY.19,R2.YY.19,Y,Y,YY,Female,4,56,49,1,25,-21,46,625,16
1464,R2,D1.R2.YY.19,R2.YY.19,Y,Y,YY,Female,18,65,49,1,25,-7,46,625,324
2180,R2,D1.R2.YY.19,R2.YY.19,Y,Y,YY,Female,32,1,49,1,25,7,46,625,1024
2558,R2,D1.R2.YY.19,R2.YY.19,Y,Y,YY,Female,46,0,49,1,25,21,46,625,2116
125,R1,D2.R1.OO.9,R1.OO.9,O,O,OO,Female,4,82,49,1,25,-21,46,625,16
965,R1,D2.R1.OO.9,R1.OO.9,O,O,OO,Female,18,46,49,1,25,-7,46,625,324
1748,R1,D2.R1.OO.9,R1.OO.9,O,O,OO,Female,32,0,49,1,25,7,46,625,1024
2381,R1,D2.R1.OO.9,R1.OO.9,O,O,OO,Female,46,0,49,1,25,21,46,625,2116
225,R1,D2.R1.OY.29,R1.OY.29,O,Y,OY,Female,4,99,49,1,25,-21,46,625,16
983,R1,D2.R1.OY.29,R1.OY.29,O,Y,OY,Female,18,63,49,1,25,-7,46,625,324
1751,R1,D2.R1.OY.29,R1.OY.29,O,Y,OY,Female,32,0,49,1,25,7,46,625,1024
2379,R1,D2.R1.OY.29,R1.OY.29,O,Y,OY,Female,46,0,49,1,25,21,46,625,2116
66,R1,D2.R1.OY.3,R1.OY.3,O,Y,OY,Female,4,78,49,1,25,-21,46,625,16
1072,R1,D2.R1.OY.3,R1.OY.3,O,Y,OY,Female,18,41,49,1,25,-7,46,625,324
