FemaleID,ObsYear,FemaleCohort,AgeLastObs,Age,OffspringBirthWt,OffspringSex,OffspringCaptureAge,OffspringTwinStatus,BredYearling,EarlyLifeRec
10926,59,52,6,5,2.099999905,1,3,2,0,0
15798,59,52,6,5,2.619999886,2,4,2,1,0
15798,59,52,6,5,1.940000057,2,4,2,1,0
13581,59,94,11,10,1.75999999,1,2,2,1,1
13581,59,94,11,10,2.049999952,1,2,2,1,1
16864,59,64,7,6,1.929999948,1,2,1,0,0
13594,59,96,9,8,2.099999905,2,1,2,0,1
13594,59,96,9,8,2.180000067,1,1,2,0,1
12431,59,64,7,6,2.920000076,2,3,1,0,1
15823,59,94,11,10,1.889999986,2,2,1,0,1
5724,59,25,7,7,1.899999976,2,3,1,0,0
18580,59,52,6,5,2.680000067,1,2,1,0,0
4611,59,64,7,6,3.200000048,2,3,1,0,0
8718,59,64,7,6,2.460000038,2,2,1,1,1
13970,59,25,8,7,2.710000038,2,1,1,1,1
11631,59,25,8,7,3.450000048,2,2,1,0,1
12116,59,64,7,6,2.549999952,2,2,1,1,0
14303,59,64,6,6,1.679999948,2,2,1,0,2
15796,59,96,9,8,2.220000029,1,1,1,0,1
6494,59,52,6,5,2.829999924,1,2,1,1,0
4391,59,25,8,7,2.549999952,1,2,1,1,0
4220,59,71,9,9,1.909999967,1,2,1,0,0
9365,59,25,8,7,3.049999952,2,2,1,1,0
4638,59,64,7,6,2.519999981,1,2,1,1,0
340,59,64,7,6,3.349999905,2,2,1,1,0
319,59,52,6,5,2.279999971,1,3,1,0,0
18093,59,96,9,8,2.50999999,2,3,2,1,1
18093,59,96,9,8,1.679999948,1,3,2,1,1
7175,59,9,11,11,1.539999962,1,3,2,0,0
7175,59,9,11,11,1.649999976,2,3,2,0,0
2291,59,96,9,8,2.619999886,1,1,1,0,0
840,59,25,8,7,1.919999957,1,2,2,1,0
840,59,25,8,7,2.039999962,1,2,2,1,0
10561,59,25,8,7,2.970000029,2,2,1,1,0
6886,59,64,6,6,2.619999886,2,4,1,0,0
6903,59,52,6,5,2.519999981,2,2,1,1,0
7755,59,94,10,10,1.889999986,2,2,2,1,2
7755,59,94,10,10,2.039999962,1,2,2,1,2
389,59,52,6,5,3,1,4,1,0,0
15332,59,71,10,9,2.470000029,1,2,1,1,0
3186,59,64,7,6,2.900000095,2,2,1,1,0
5719,59,52,6,5,2.809999943,2,2,1,1,0
18087,59,9,12,11,2.730000019,1,2,1,0,0
15356,59,64,7,6,3.599999905,1,12,1,0,1
18905,59,36,12,12,1.919999957,2,4,2,1,0
18905,59,36,12,12,1.659999967,2,4,2,1,0
5409,59,71,9,9,1.539999962,1,5,2,1,0
5409,59,71,9,9,1.879999995,2,5,2,1,0
6836,59,9,11,11,1.629999995,2,3,2,0,0
6836,59,9,11,11,1.529999971,2,3,2,0,0
14914,59,71,10,9,3.799999952,1,3,1,0,0
1155,59,64,7,6,2.599999905,1,1,1,1,0
14286,59,52,6,5,0.709999979,2,0,1,1,0
15432,37,64,7,7,1.059999943,2,0,2,0,1
15432,37,64,7,7,1.129999995,2,1,2,0,1
10868,37,64,7,7,0.75999999,2,1,2,0,0
18542,37,25,8,8,0.920000017,1,1,2,1,1
28,37,25,8,8,1.059999943,1,0,2,1,0
840,37,25,8,8,0.819999993,1,0,2,1,0
4391,37,25,8,8,0.970000029,2,0,2,1,0
840,37,25,8,8,0.980000019,2,1,2,1,0
6494,37,52,6,6,0.970000029,2,0,2,1,0
15332,37,71,10,10,0.889999986,2,0,2,1,0
15823,37,94,11,11,0.49000001,1,0,2,0,1
6993,37,64,7,7,2.480000019,1,10,1,0,0
9718,37,64,7,7,3.049999952,1,11,1,1,1
18542,37,25,8,8,1.519999981,1,10,2,1,1
1277,37,25,8,8,2.059999943,1,10,1,0,0
5737,37,52,6,6,2.700000048,2,9,1,0,0
4391,37,25,8,8,1.75999999,1,6,2,1,0
28,37,25,8,8,1.960000038,2,10,2,1,0
14599,37,76,5,5,3.450000048,1,10,1,1,1
13970,37,25,8,8,3.599999905,1,13,1,1,1
17064,37,76,5,5,2.930000067,1,9,1,0,1
1754,37,76,5,5,3.099999905,1,10,1,0,1
16404,37,76,5,5,2.690000057,2,9,2,1,1
11127,37,96,9,9,1.879999995,1,9,1,0,1
7776,37,76,5,5,2.859999895,1,11,1,0,0
13036,37,76,5,5,1.830000043,1,7,1,0,0
16864,37,64,7,7,1.480000019,1,15,1,0,0
8399,37,64,7,7,2.75999999,1,11,1,0,1
2291,37,96,9,9,1.879999995,1,11,1,0,0
1155,37,64,7,7,3.700000048,1,12,1,1,0
6545,37,94,11,11,3.349999905,2,9,1,0,1
6494,37,52,6,6,3.049999952,2,15,2,1,0
18580,37,52,6,6,3.799999952,1,9,1,0,0
15796,37,96,9,9,3.299999952,2,9,1,0,1
340,37,64,7,7,3.970000029,1,15,1,1,0
3390,37,25,8,8,2.50999999,2,17,2,1,0
3390,37,25,8,8,2.529999971,2,17,2,1,0
15332,37,71,10,10,2.670000076,2,14,2,1,0
14172,37,64,7,7,2.519999981,1,1,1,1,0
