Block,ID,Family,DevT,AdultT,Overall_treatment,Sex,Adult_age,Daily_Eggs,Adult_lifespan,individual
A,AZ8,AZ,h,a,HA,f,4,0,8,A_AZ_AZ8
A,AZ8,AZ,h,a,HA,f,5,0,8,A_AZ_AZ8
A,AZ8,AZ,h,a,HA,f,6,0,8,A_AZ_AZ8
A,AZ8,AZ,h,a,HA,f,7,0,8,A_AZ_AZ8
A,AZ8,AZ,h,a,HA,f,8,0,8,A_AZ_AZ8
B,B?22,Bpi,h,a,HA,f,1,1,8,B_Bpi_B?22
B,B?22,Bpi,h,a,HA,f,2,0,8,B_Bpi_B?22
B,B?22,Bpi,h,a,HA,f,3,1,8,B_Bpi_B?22
B,B?22,Bpi,h,a,HA,f,4,0,8,B_Bpi_B?22
B,B?22,Bpi,h,a,HA,f,5,0,8,B_Bpi_B?22
B,B?22,Bpi,h,a,HA,f,6,0,8,B_Bpi_B?22
B,BA26,BA,h,a,HA,f,1,12,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,2,1,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,3,2,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,4,1,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,5,1,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,6,1,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,7,0,8,B_BA_BA26
B,BA26,BA,h,a,HA,f,8,0,8,B_BA_BA26
B,BA27,BA,a,h,AH,f,1,19,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,2,19,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,3,6,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,4,8,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,5,3,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,6,10,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,7,0,8,B_BA_BA27
B,BA27,BA,a,h,AH,f,8,0,8,B_BA_BA27
B,BC30,BC,a,h,AH,f,1,25,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,2,23,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,3,7,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,4,2,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,5,7,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,6,1,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,7,0,8,B_BC_BC30
B,BC30,BC,a,h,AH,f,8,0,8,B_BC_BC30
B,BG18,BG,a,h,AH,f,1,15,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,2,0,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,3,0,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,4,0,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,5,0,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,6,2,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,7,1,8,B_BG_BG18
B,BG18,BG,a,h,AH,f,8,7,8,B_BG_BG18
B,BI13,BI,h,a,HA,f,1,26,8,B_BI_BI13
B,BI13,BI,h,a,HA,f,3,8,8,B_BI_BI13
B,BI13,BI,h,a,HA,f,4,10,8,B_BI_BI13
B,BI13,BI,h,a,HA,f,5,8,8,B_BI_BI13
B,BI13,BI,h,a,HA,f,6,4,8,B_BI_BI13
B,BI13,BI,h,a,HA,f,7,3,8,B_BI_BI13
B,BI13,BI,h,a,HA,f,8,0,8,B_BI_BI13
B,BI4,BI,h,h,HH,f,1,47,8,B_BI_BI4
B,BI4,BI,h,h,HH,f,2,18,8,B_BI_BI4
B,BI4,BI,h,h,HH,f,3,16,8,B_BI_BI4
B,BI4,BI,h,h,HH,f,4,6,8,B_BI_BI4
B,BI4,BI,h,h,HH,f,5,0,8,B_BI_BI4
B,BI4,BI,h,h,HH,f,6,1,8,B_BI_BI4
B,BI4,BI,h,h,HH,f,7,0,8,B_BI_BI4
B,BJ17,BJ,h,h,HH,f,1,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,2,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,3,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,4,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,5,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,6,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,7,0,8,B_BJ_BJ17
B,BJ17,BJ,h,h,HH,f,8,0,8,B_BJ_BJ17
B,BL2,BL,h,h,HH,f,1,12,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,2,10,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,3,8,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,4,8,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,5,8,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,6,8,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,7,1,8,B_BL_BL2
B,BL2,BL,h,h,HH,f,8,0,8,B_BL_BL2
B,BQ30,BQ,a,a,AA,f,1,9,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,2,11,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,3,7,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,4,9,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,5,6,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,6,7,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,7,7,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,8,5,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,9,3,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,10,3,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,11,2,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,12,0,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,13,1,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,14,0,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,15,0,16,B_BQ_BQ30
B,BQ30,BQ,a,a,AA,f,16,0,16,B_BQ_BQ30
B,BS12,BS,a,h,AH,f,1,19,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,2,13,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,3,13,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,4,11,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,5,0,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,6,8,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,7,3,8,B_BS_BS12
B,BS12,BS,a,h,AH,f,8,0,8,B_BS_BS12
B,BS21,BS,a,h,AH,f,1,32,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,2,21,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,3,13,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,4,12,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,5,2,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,6,2,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,7,1,8,B_BS_BS21
B,BS21,BS,a,h,AH,f,8,0,8,B_BS_BS21
B,BU2,BU,h,a,HA,f,1,20,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,2,6,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,3,0,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,4,0,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,5,3,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,6,3,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,7,1,8,B_BU_BU2
B,BU2,BU,h,a,HA,f,8,0,8,B_BU_BU2
B,BV12,BV,a,h,AH,f,1,21,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,2,25,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,3,13,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,4,13,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,5,3,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,6,4,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,7,1,8,B_BV_BV12
B,BV12,BV,a,h,AH,f,8,0,8,B_BV_BV12
B,BX13,BX,h,h,HH,f,1,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,2,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,3,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,4,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,5,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,6,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,7,0,8,B_BX_BX13
B,BX13,BX,h,h,HH,f,8,0,8,B_BX_BX13
C,C?12,Cpi,a,h,AH,f,1,22,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,2,0,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,3,0,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,4,0,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,5,0,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,6,0,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,7,13,8,C_Cpi_C?12
C,C?12,Cpi,a,h,AH,f,8,0,8,C_Cpi_C?12
C,CA18,CA,a,h,AH,f,1,22,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,2,4,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,3,0,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,4,0,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,5,0,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,6,0,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,7,0,8,C_CA_CA18
C,CA18,CA,a,h,AH,f,8,0,8,C_CA_CA18
C,CC24,CC,a,h,AH,f,1,18,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,2,0,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,3,1,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,4,2,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,5,4,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,6,3,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,7,4,8,C_CC_CC24
C,CC24,CC,a,h,AH,f,8,0,8,C_CC_CC24
C,CC29,CC,a,h,AH,f,1,23,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,2,10,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,3,21,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,4,16,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,5,10,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,6,4,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,7,1,8,C_CC_CC29
C,CC29,CC,a,h,AH,f,8,0,8,C_CC_CC29
C,CE3,CE,a,h,AH,f,1,9,8,C_CE_CE3
C,CE3,CE,a,h,AH,f,2,0,8,C_CE_CE3
C,CE3,CE,a,h,AH,f,3,0,8,C_CE_CE3
C,CE3,CE,a,h,AH,f,4,0,8,C_CE_CE3
C,CE3,CE,a,h,AH,f,5,0,8,C_CE_CE3
C,CE3,CE,a,h,AH,f,6,3,8,C_CE_CE3
C,CE3,CE,a,h,AH,f,7,0,8,C_CE_CE3
C,CF29,CF,h,h,HH,f,1,0,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,2,0,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,3,0,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,4,2,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,5,0,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,6,0,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,7,0,8,C_CF_CF29
C,CF29,CF,h,h,HH,f,8,0,8,C_CF_CF29
C,CG29,CG,h,h,HH,f,1,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,2,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,3,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,4,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,5,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,6,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,7,0,8,C_CG_CG29
C,CG29,CG,h,h,HH,f,8,0,8,C_CG_CG29
C,CH24,CH,a,h,AH,f,1,30,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,2,0,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,3,16,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,4,3,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,5,2,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,6,11,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,7,2,8,C_CH_CH24
C,CH24,CH,a,h,AH,f,8,0,8,C_CH_CH24
C,CI2,CI,h,h,HH,f,1,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,2,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,3,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,4,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,5,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,6,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,7,0,8,C_CI_CI2
C,CI2,CI,h,h,HH,f,8,0,8,C_CI_CI2
C,CO10,CO,h,h,HH,f,1,1,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,2,0,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,3,0,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,4,0,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,5,0,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,6,0,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,7,0,8,C_CO_CO10
C,CO10,CO,h,h,HH,f,8,0,8,C_CO_CO10
C,CO20,CO,h,h,HH,f,1,2,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,2,1,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,3,0,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,4,0,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,5,0,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,6,0,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,7,1,8,C_CO_CO20
C,CO20,CO,h,h,HH,f,8,0,8,C_CO_CO20
C,CT2,CT,h,h,HH,f,1,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,2,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,3,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,4,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,5,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,6,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,7,0,8,C_CT_CT2
C,CT2,CT,h,h,HH,f,8,0,8,C_CT_CT2
C,CT29,CT,h,h,HH,f,1,0,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,2,0,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,3,0,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,4,2,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,5,0,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,6,0,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,7,0,8,C_CT_CT29
C,CT29,CT,h,h,HH,f,8,0,8,C_CT_CT29
C,CW12,CW,a,h,AH,f,1,33,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,2,1,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,3,0,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,4,0,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,5,21,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,6,0,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,7,6,8,C_CW_CW12
C,CW12,CW,a,h,AH,f,8,3,8,C_CW_CW12
C,C?8,Com,h,h,HH,f,1,3,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,2,0,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,3,1,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,4,0,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,5,0,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,6,1,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,7,1,8,C_Com_C?8
C,C?8,Com,h,h,HH,f,8,0,8,C_Com_C?8
A,AD4,AD,h,h,HH,f,1,0,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,2,0,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,3,1,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,4,0,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,5,1,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,6,0,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,7,0,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,8,0,9,A_AD_AD4
A,AD4,AD,h,h,HH,f,9,0,9,A_AD_AD4
A,AE12,AE,a,h,AH,f,1,14,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,2,9,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,3,13,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,4,19,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,5,15,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,6,5,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,7,2,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,8,0,9,A_AE_AE12
A,AE12,AE,a,h,AH,f,9,0,9,A_AE_AE12
A,AI15,AI,a,a,AA,f,1,14,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,2,17,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,3,13,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,4,11,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,5,12,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,6,8,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,7,5,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,8,4,9,A_AI_AI15
A,AI15,AI,a,a,AA,f,9,0,9,A_AI_AI15
A,AL3,AL,h,a,HA,f,1,11,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,2,5,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,3,10,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,4,10,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,5,1,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,6,5,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,7,1,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,8,0,9,A_AL_AL3
A,AL3,AL,h,a,HA,f,9,0,9,A_AL_AL3
A,AO10,AO,h,h,HH,f,1,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,2,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,3,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,4,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,5,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,6,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,7,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,8,0,9,A_AO_AO10
A,AO10,AO,h,h,HH,f,9,0,9,A_AO_AO10
A,AO4,AO,a,a,AA,f,1,15,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,2,11,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,3,6,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,4,8,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,5,7,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,6,1,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,7,3,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,8,6,9,A_AO_AO4
A,AO4,AO,a,a,AA,f,9,4,9,A_AO_AO4
A,AR20,AR,h,h,HH,f,1,0,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,2,0,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,3,0,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,4,0,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,5,1,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,6,0,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,7,0,9,A_AR_AR20
A,AR20,AR,h,h,HH,f,8,1,9,A_AR_AR20
A,AS6,AS,a,h,AH,f,1,0,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,2,0,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,3,0,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,4,0,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,5,0,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,6,1,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,7,1,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,8,0,9,A_AS_AS6
A,AS6,AS,a,h,AH,f,9,0,9,A_AS_AS6
A,AT1,AT,a,a,AA,f,1,19,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,2,15,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,3,15,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,4,12,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,5,13,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,6,8,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,7,5,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,8,3,9,A_AT_AT1
A,AT1,AT,a,a,AA,f,9,0,9,A_AT_AT1
A,AT4,AT,h,h,HH,f,1,2,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,2,0,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,3,0,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,4,0,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,5,1,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,6,0,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,7,2,9,A_AT_AT4
A,AT4,AT,h,h,HH,f,8,0,9,A_AT_AT4
A,AU11,AU,a,a,AA,f,1,27,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,2,12,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,3,9,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,4,12,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,5,8,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,6,4,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,7,0,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,8,0,9,A_AU_AU11
A,AU11,AU,a,a,AA,f,9,0,9,A_AU_AU11
A,AV12,AV,h,a,HA,f,1,15,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,2,8,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,3,9,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,4,6,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,5,9,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,6,3,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,7,5,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,8,1,9,A_AV_AV12
A,AV12,AV,h,a,HA,f,9,0,9,A_AV_AV12
A,AW3,AW,a,h,AH,f,1,0,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,2,0,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,3,0,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,4,0,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,5,7,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,6,0,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,7,4,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,8,3,9,A_AW_AW3
A,AW3,AW,a,h,AH,f,9,0,9,A_AW_AW3
A,AZ3,AZ,a,h,AH,f,1,8,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,2,0,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,3,0,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,4,0,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,5,5,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,6,15,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,7,1,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,8,1,9,A_AZ_AZ3
A,AZ3,AZ,a,h,AH,f,9,0,9,A_AZ_AZ3
B,B?25,Btr,h,a,HA,f,1,20,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,2,12,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,3,11,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,4,5,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,5,8,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,6,2,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,7,2,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,8,0,9,B_Btr_B?25
B,B?25,Btr,h,a,HA,f,9,0,9,B_Btr_B?25
B,B?29,Btr,h,a,HA,f,1,22,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,2,11,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,3,7,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,4,9,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,5,7,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,6,3,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,7,1,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,8,1,9,B_Btr_B?29
B,B?29,Btr,h,a,HA,f,9,0,9,B_Btr_B?29
B,BC28,BC,h,a,HA,f,1,19,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,2,13,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,3,9,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,4,6,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,5,5,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,6,3,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,7,1,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,8,1,9,B_BC_BC28
B,BC28,BC,h,a,HA,f,9,0,9,B_BC_BC28
B,BD12,BD,a,h,AH,f,1,29,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,2,2,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,3,0,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,4,0,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,5,8,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,6,6,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,7,7,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,8,0,9,B_BD_BD12
B,BD12,BD,a,h,AH,f,9,0,9,B_BD_BD12
B,BD2,BD,h,a,HA,f,1,28,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,2,7,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,3,0,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,4,11,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,5,2,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,6,0,9,B_BD_BD2
B,BD2,BD,h,a,HA,f,7,1,9,B_BD_BD2
