Block,ID,Family,DevT,AdultT,Overall_treatment,Sex,Adult_age,Daily_Eggs,Adult_lifespan,individual
A,AQ19,AQ,a,a,AA,f,2,5,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,3,0,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,4,6,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,5,9,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,6,8,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,7,8,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,8,6,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,9,7,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,10,4,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,11,2,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,12,1,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,13,0,14,A_AQ_AQ19
A,AQ19,AQ,a,a,AA,f,14,0,14,A_AQ_AQ19
A,AV10,AV,a,a,AA,f,1,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,2,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,3,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,4,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,5,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,6,40,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,7,9,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,8,6,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,9,6,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,10,4,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,11,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,12,1,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,13,0,14,A_AV_AV10
A,AV10,AV,a,a,AA,f,14,0,14,A_AV_AV10
B,BC21,BC,a,a,AA,f,1,26,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,2,7,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,3,12,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,4,6,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,5,8,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,6,5,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,7,6,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,8,2,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,9,3,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,10,3,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,11,0,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,12,1,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,13,1,14,B_BC_BC21
B,BC21,BC,a,a,AA,f,14,0,14,B_BC_BC21
B,BC7,BC,h,a,HA,f,1,24,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,2,12,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,3,13,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,4,10,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,5,6,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,6,6,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,7,1,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,8,4,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,9,1,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,10,0,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,11,0,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,12,0,14,B_BC_BC7
B,BC7,BC,h,a,HA,f,13,0,14,B_BC_BC7
B,BF30,BF,a,a,AA,f,1,12,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,2,7,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,3,4,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,4,6,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,5,7,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,6,9,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,7,8,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,8,7,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,9,4,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,10,3,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,11,1,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,12,0,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,13,0,14,B_BF_BF30
B,BF30,BF,a,a,AA,f,14,0,14,B_BF_BF30
B,BH26,BH,h,a,HA,f,1,25,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,2,12,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,3,9,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,4,9,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,5,3,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,6,1,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,7,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,8,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,9,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,10,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,11,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,12,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,13,0,14,B_BH_BH26
B,BH26,BH,h,a,HA,f,14,0,14,B_BH_BH26
B,BJ21,BJ,a,a,AA,f,1,11,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,2,7,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,3,8,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,4,10,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,5,9,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,6,5,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,7,7,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,8,3,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,9,1,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,10,0,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,11,0,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,12,0,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,13,0,14,B_BJ_BJ21
B,BJ21,BJ,a,a,AA,f,14,0,14,B_BJ_BJ21
B,BM10,BM,h,a,HA,f,1,9,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,2,16,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,3,20,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,4,12,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,5,2,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,6,6,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,7,1,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,8,2,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,9,13,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,10,2,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,11,2,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,12,0,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,13,0,14,B_BM_BM10
B,BM10,BM,h,a,HA,f,14,0,14,B_BM_BM10
B,BN24,BN,a,a,AA,f,1,7,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,2,14,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,3,12,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,4,12,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,5,9,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,6,5,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,7,4,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,8,8,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,9,1,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,10,0,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,11,1,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,12,0,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,13,0,14,B_BN_BN24
B,BN24,BN,a,a,AA,f,14,0,14,B_BN_BN24
B,BP30,BP,a,a,AA,f,1,11,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,2,9,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,3,10,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,4,8,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,5,12,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,6,8,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,7,13,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,8,6,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,9,6,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,10,3,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,11,2,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,12,1,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,13,0,14,B_BP_BP30
B,BP30,BP,a,a,AA,f,14,0,14,B_BP_BP30
B,BT27,BT,a,a,AA,f,1,14,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,2,11,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,3,10,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,4,9,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,5,9,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,6,7,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,7,5,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,8,5,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,9,0,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,10,1,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,11,1,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,12,1,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,13,0,14,B_BT_BT27
B,BT27,BT,a,a,AA,f,14,0,14,B_BT_BT27
B,BU18,BU,a,a,AA,f,1,4,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,2,13,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,3,7,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,4,11,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,5,11,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,6,6,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,7,5,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,8,3,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,9,2,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,10,1,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,11,2,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,12,0,14,B_BU_BU18
B,BU18,BU,a,a,AA,f,13,0,14,B_BU_BU18
B,BW14,BW,h,a,HA,f,1,17,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,2,14,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,3,12,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,4,15,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,5,10,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,6,5,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,7,5,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,8,1,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,9,0,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,10,0,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,11,0,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,12,0,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,13,0,14,B_BW_BW14
B,BW14,BW,h,a,HA,f,14,0,14,B_BW_BW14
B,BX3,BX,a,a,AA,f,1,20,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,2,3,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,3,0,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,4,17,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,5,12,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,6,0,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,7,14,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,8,8,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,9,2,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,10,2,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,11,0,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,12,1,14,B_BX_BX3
B,BX3,BX,a,a,AA,f,13,0,14,B_BX_BX3
B,BY21,BY,a,a,AA,f,1,18,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,2,13,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,3,1,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,4,0,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,5,0,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,6,0,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,7,0,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,8,8,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,9,14,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,10,12,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,11,4,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,12,1,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,13,0,14,B_BY_BY21
B,BY21,BY,a,a,AA,f,14,0,14,B_BY_BY21
B,BY9,BY,a,a,AA,f,1,8,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,2,12,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,3,15,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,4,15,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,5,7,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,6,8,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,7,8,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,8,1,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,9,4,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,10,2,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,11,0,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,12,0,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,13,1,14,B_BY_BY9
B,BY9,BY,a,a,AA,f,14,0,14,B_BY_BY9
B,BZ23,BZ,h,a,HA,f,1,9,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,2,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,3,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,4,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,5,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,6,1,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,7,4,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,8,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,9,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,10,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,11,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,12,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,13,0,14,B_BZ_BZ23
B,BZ23,BZ,h,a,HA,f,14,0,14,B_BZ_BZ23
C,C?10,Cpi,h,a,HA,f,1,7,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,2,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,3,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,4,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,5,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,6,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,7,1,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,8,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,9,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,10,3,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,11,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,12,2,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,13,0,14,C_Cpi_C?10
C,C?10,Cpi,h,a,HA,f,14,0,14,C_Cpi_C?10
C,CB15,CB,a,a,AA,f,1,16,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,2,16,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,3,13,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,4,10,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,5,0,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,6,4,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,7,18,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,8,8,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,9,2,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,10,2,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,11,0,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,12,0,14,C_CB_CB15
C,CB15,CB,a,a,AA,f,13,0,14,C_CB_CB15
C,CH30,CH,a,a,AA,f,1,25,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,2,13,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,3,16,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,4,13,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,5,11,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,6,8,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,7,6,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,8,6,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,9,4,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,10,1,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,11,1,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,12,0,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,13,0,14,C_CH_CH30
C,CH30,CH,a,a,AA,f,14,0,14,C_CH_CH30
C,CO21,CO,a,a,AA,f,1,13,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,2,15,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,3,14,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,4,13,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,5,13,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,6,9,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,7,7,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,8,4,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,9,3,14,C_CO_CO21
C,CO21,CO,a,a,AA,f,10,1,14,C_CO_CO21
