FemaleID,ObsYear,FemaleCohort,AgeLastObs,Age,Fecundity,OffspringRecruitment,BredYearling,EarlyLifeRec
18337,28,48,10,5,0,,0,1
18337,27,48,10,6,1,1,0,1
18337,3,48,10,7,1,0,0,1
18337,61,48,10,8,1,1,0,1
18337,9,48,10,9,1,0,0,1
18337,95,48,10,10,0,,0,1
15342,28,48,9,5,1,1,0,1
15342,27,48,9,6,1,1,0,1
15342,3,48,9,7,1,0,0,1
15342,61,48,9,8,1,0,0,1
15342,9,48,9,9,0,,0,1
6959,28,48,8,5,1,1,0,2
6959,27,48,8,6,1,0,0,2
6959,3,48,8,7,1,1,0,2
6959,61,48,8,8,1,1,0,2
4650,28,48,8,5,1,1,1,1
4650,27,48,8,6,0,,1,1
4650,3,48,8,7,1,1,1,1
4650,61,48,8,8,0,,1,1
12702,27,67,6,5,1,0,1,1
12702,3,67,6,6,1,0,1,1
8258,27,67,12,5,1,0,1,1
8258,3,67,12,6,1,1,1,1
8258,61,67,12,7,1,0,1,1
8258,9,67,12,8,1,0,1,1
8258,95,67,12,9,1,1,1,1
8258,57,67,12,10,1,1,1,1
8258,68,67,12,11,1,0,1,1
8258,63,67,12,12,0,,1,1
8046,27,67,9,5,1,0,0,0
8046,3,67,9,6,1,1,0,0
8046,61,67,9,7,1,0,0,0
8046,9,67,9,8,1,0,0,0
8046,95,67,9,9,0,,0,0
13527,27,67,5,5,0,,0,1
15735,27,67,9,5,1,0,1,2
15735,3,67,9,6,1,1,1,2
15735,61,67,9,7,1,0,1,2
15735,9,67,9,8,1,1,1,2
15735,95,67,9,9,0,,1,2
11087,27,67,15,5,1,1,1,0
11087,3,67,15,6,1,0,1,0
11087,61,67,15,7,1,0,1,0
11087,9,67,15,8,1,0,1,0
11087,95,67,15,9,1,0,1,0
11087,57,67,15,10,0,,1,0
11087,68,67,15,11,1,0,1,0
11087,63,67,15,12,0,,1,0
11087,47,67,15,13,0,,1,0
11087,84,67,15,14,0,,1,0
11087,90,67,15,15,0,,1,0
2245,27,67,10,5,1,1,1,0
2245,3,67,10,6,1,1,1,0
2245,61,67,10,7,1,1,1,0
2245,9,67,10,8,1,0,1,0
2245,95,67,10,9,1,1,1,0
2245,57,67,10,10,1,0,1,0
16824,27,67,10,5,1,0,1,1
16824,3,67,10,6,1,1,1,1
16824,61,67,10,7,1,1,1,1
16824,9,67,10,8,1,0,1,1
16824,95,67,10,9,1,0,1,1
16824,57,67,10,10,1,0,1,1
4722,27,67,11,5,1,0,0,0
4722,3,67,11,6,1,0,0,0
4722,61,67,11,7,1,1,0,0
4722,9,67,11,8,1,0,0,0
4722,95,67,11,9,0,,0,0
4722,57,67,11,10,0,,0,0
4722,68,67,11,11,1,0,0,0
9816,3,68,11,5,1,1,1,1
9816,61,68,11,6,1,1,1,1
9816,9,68,11,7,1,0,1,1
9816,95,68,11,8,1,1,1,1
9816,57,68,11,9,1,1,1,1
9816,68,68,11,10,1,0,1,1
9816,63,68,11,11,0,,1,1
7200,3,68,8,5,1,0,0,1
7200,61,68,8,6,1,1,0,1
7200,9,68,8,7,1,0,0,1
7200,95,68,8,8,1,1,0,1
4844,3,68,5,5,1,0,1,1
8241,3,68,11,5,1,1,0,1
8241,61,68,11,6,1,1,0,1
8241,9,68,11,7,1,1,0,1
8241,95,68,11,8,0,,0,1
8241,57,68,11,9,1,1,0,1
8241,68,68,11,10,1,1,0,1
8241,63,68,11,11,0,,0,1
11270,3,68,8,5,1,1,1,1
11270,61,68,8,6,1,1,1,1
11270,9,68,8,7,1,0,1,1
11270,95,68,8,8,0,,1,1
15334,3,68,7,5,1,0,1,1
15334,61,68,7,6,1,0,1,1
15334,9,68,7,7,1,1,1,1
14369,3,68,8,5,1,0,1,1
14369,61,68,8,6,1,1,1,1
14369,9,68,8,7,1,1,1,1
14369,95,68,8,8,0,,1,1
877,3,68,11,5,1,1,1,2
877,61,68,11,6,1,0,1,2
877,9,68,11,7,1,0,1,2
877,95,68,11,8,1,1,1,2
877,57,68,11,9,1,1,1,2
877,68,68,11,10,1,0,1,2
877,63,68,11,11,1,0,1,2
6669,3,68,5,5,1,0,0,1
2782,3,68,7,5,0,,0,0
2782,61,68,7,6,0,,0,0
2782,9,68,7,7,0,,0,0
18446,3,68,11,5,1,1,1,0
18446,61,68,11,6,1,1,1,0
18446,9,68,11,7,1,1,1,0
18446,95,68,11,8,1,1,1,0
18446,57,68,11,9,1,0,1,0
18446,68,68,11,10,0,,1,0
18446,63,68,11,11,1,0,1,0
2615,3,68,10,5,1,1,1,2
2615,61,68,10,6,1,1,1,2
2615,9,68,10,7,1,0,1,2
2615,95,68,10,8,1,1,1,2
2615,57,68,10,9,1,1,1,2
2615,68,68,10,10,1,0,1,2
8321,3,68,5,5,0,,0,0
5872,3,68,11,5,1,0,1,1
5872,61,68,11,6,1,1,1,1
5872,9,68,11,7,1,0,1,1
5872,95,68,11,8,1,1,1,1
5872,57,68,11,9,1,0,1,1
5872,68,68,11,10,1,0,1,1
5872,63,68,11,11,1,0,1,1
17283,3,68,7,5,1,1,1,1
17283,61,68,7,6,1,0,1,1
17283,9,68,7,7,1,0,1,1
2767,3,68,8,5,1,1,0,1
2767,61,68,8,6,1,1,0,1
2767,9,68,8,7,1,0,0,1
2767,95,68,8,8,0,,0,1
19828,3,68,7,5,1,1,0,0
19828,61,68,7,6,1,0,0,0
19828,9,68,7,7,1,0,0,0
6998,3,68,11,5,1,1,1,1
6998,61,68,11,6,1,1,1,1
6998,9,68,11,7,1,0,1,1
6998,95,68,11,8,1,1,1,1
6998,57,68,11,9,1,1,1,1
6998,68,68,11,10,1,0,1,1
6998,63,68,11,11,0,,1,1
15652,3,68,7,5,1,0,1,2
15652,61,68,7,6,1,1,1,2
15652,9,68,7,7,1,0,1,2
1489,61,6,7,5,1,0,1,1
1489,9,6,7,6,0,,1,1
1489,95,6,7,7,0,,1,1
2925,61,6,9,5,1,0,0,2
2925,9,6,9,6,1,0,0,2
2925,95,6,9,7,1,1,0,2
2925,57,6,9,8,1,1,0,2
2925,68,6,9,9,1,0,0,2
2215,61,6,13,5,1,1,0,2
2215,9,6,13,6,1,0,0,2
2215,95,6,13,7,1,0,0,2
2215,57,6,13,8,1,0,0,2
2215,68,6,13,9,1,1,0,2
2215,63,6,13,10,1,0,0,2
2215,47,6,13,11,1,1,0,2
2215,84,6,13,12,1,0,0,2
2215,90,6,13,13,1,0,0,2
18789,61,6,13,5,0,,0,0
18789,9,6,13,6,0,,0,0
18789,95,6,13,7,0,,0,0
18789,57,6,13,8,0,,0,0
18789,68,6,13,9,0,,0,0
18789,63,6,13,10,0,,0,0
18789,47,6,13,11,0,,0,0
18789,84,6,13,12,0,,0,0
18789,90,6,13,13,0,,0,0
11256,61,6,10,5,1,0,0,1
11256,9,6,10,6,1,0,0,1
11256,95,6,10,7,1,0,0,1
11256,57,6,10,8,1,0,0,1
11256,68,6,10,9,0,,0,1
11256,63,6,10,10,1,0,0,1
2605,61,6,13,5,0,,0,0
2605,9,6,13,6,0,,0,0
2605,95,6,13,7,0,,0,0
2605,57,6,13,8,0,,0,0
2605,68,6,13,9,0,,0,0
2605,63,6,13,10,0,,0,0
2605,47,6,13,11,0,,0,0
2605,84,6,13,12,0,,0,0
2605,90,6,13,13,0,,0,0
12614,61,6,10,5,1,0,0,1
12614,9,6,10,6,0,,0,1
12614,95,6,10,7,1,1,0,1
12614,57,6,10,8,1,0,0,1
12614,68,6,10,9,1,0,0,1
12614,63,6,10,10,1,0,0,1
3434,61,6,10,5,0,,0,0
3434,9,6,10,6,0,,0,0
3434,95,6,10,7,0,,0,0
3434,57,6,10,8,0,,0,0
3434,68,6,10,9,0,,0,0
3434,63,6,10,10,0,,0,0
19020,61,6,10,5,1,1,0,2
19020,9,6,10,6,1,0,0,2
19020,95,6,10,7,1,1,0,2
19020,57,6,10,8,1,0,0,2
19020,68,6,10,9,1,0,0,2
19020,63,6,10,10,1,0,0,2
6915,61,6,10,5,1,0,0,1
6915,9,6,10,6,1,0,0,1
6915,95,6,10,7,1,1,0,1
6915,57,6,10,8,1,0,0,1
6915,68,6,10,9,1,0,0,1
6915,63,6,10,10,1,0,0,1
19563,61,6,10,5,1,1,0,2
19563,9,6,10,6,1,0,0,2
19563,95,6,10,7,1,1,0,2
19563,57,6,10,8,1,1,0,2
19563,68,6,10,9,1,0,0,2
19563,63,6,10,10,1,0,0,2
9289,9,19,5,5,0,,1,1
11170,9,19,9,5,0,,1,1
11170,95,19,9,6,1,1,1,1
11170,57,19,9,7,1,0,1,1
11170,68,19,9,8,0,,1,1
11170,63,19,9,9,0,,1,1
14228,9,19,9,5,1,0,1,2
14228,95,19,9,6,1,1,1,2
14228,57,19,9,7,1,1,1,2
14228,68,19,9,8,1,1,1,2
14228,63,19,9,9,1,0,1,2
3867,9,19,9,5,0,,1,2
3867,95,19,9,6,1,0,1,2
3867,57,19,9,7,1,1,1,2
3867,68,19,9,8,1,1,1,2
3867,63,19,9,9,1,0,1,2
12063,9,19,10,5,0,,0,0
12063,95,19,10,6,0,,0,0
12063,57,19,10,7,0,,0,0
12063,68,19,10,8,0,,0,0
12063,63,19,10,9,0,,0,0
12063,47,19,10,10,0,,0,0
2768,9,19,9,5,1,0,1,1
2768,95,19,9,6,1,1,1,1
2768,57,19,9,7,1,0,1,1
2768,68,19,9,8,1,0,1,1
2768,63,19,9,9,1,0,1,1
11655,9,19,6,5,1,0,1,1
11655,95,19,6,6,0,,1,1
18874,9,19,9,5,1,0,1,3
18874,95,19,9,6,1,1,1,3
18874,57,19,9,7,1,1,1,3
18874,68,19,9,8,1,0,1,3
18874,63,19,9,9,1,0,1,3
1952,9,19,9,5,1,1,1,3
1952,95,19,9,6,0,,1,3
1952,57,19,9,7,1,1,1,3
1952,68,19,9,8,1,1,1,3
1952,63,19,9,9,1,0,1,3
12541,9,19,9,5,1,0,1,1
12541,95,19,9,6,1,1,1,1
12541,57,19,9,7,1,1,1,1
12541,68,19,9,8,1,0,1,1
12541,63,19,9,9,0,,1,1
17325,9,19,9,5,1,1,0,1
17325,95,19,9,6,1,1,0,1
17325,57,19,9,7,1,0,0,1
17325,68,19,9,8,1,1,0,1
17325,63,19,9,9,1,0,0,1
3072,9,19,9,5,0,,1,1
3072,95,19,9,6,1,0,1,1
3072,57,19,9,7,0,,1,1
3072,68,19,9,8,0,,1,1
3072,63,19,9,9,0,,1,1
12171,9,19,9,5,1,0,1,0
12171,95,19,9,6,1,1,1,0
12171,57,19,9,7,1,0,1,0
12171,68,19,9,8,1,0,1,0
12171,63,19,9,9,0,,1,0
8369,9,19,10,5,0,,0,0
8369,95,19,10,6,0,,0,0
8369,57,19,10,7,0,,0,0
8369,68,19,10,8,0,,0,0
8369,63,19,10,9,1,0,0,0
8369,47,19,10,10,1,1,0,0
9419,9,19,9,5,1,1,1,1
9419,95,19,9,6,1,1,1,1
9419,57,19,9,7,1,1,1,1
9419,68,19,9,8,1,1,1,1
9419,63,19,9,9,1,1,1,1
155,9,19,9,5,1,0,1,3
155,95,19,9,6,1,1,1,3
155,57,19,9,7,0,,1,3
155,68,19,9,8,1,0,1,3
155,63,19,9,9,1,0,1,3
12000,9,19,9,5,1,0,1,2
12000,95,19,9,6,1,1,1,2
12000,57,19,9,7,1,0,1,2
12000,68,19,9,8,1,1,1,2
12000,63,19,9,9,1,0,1,2
18780,9,19,9,5,1,0,1,1
18780,95,19,9,6,1,1,1,1
18780,57,19,9,7,1,0,1,1
18780,68,19,9,8,1,0,1,1
18780,63,19,9,9,1,0,1,1
11013,95,2,8,5,1,1,1,0
11013,57,2,8,6,0,,1,0
11013,68,2,8,7,0,,1,0
11013,63,2,8,8,1,0,1,0
19752,95,2,11,5,1,1,0,1
19752,57,2,11,6,1,1,0,1
19752,68,2,11,7,1,0,0,1
19752,63,2,11,8,1,0,0,1
19752,47,2,11,9,1,1,0,1
19752,84,2,11,10,1,1,0,1
19752,90,2,11,11,1,0,0,1
3975,95,2,8,5,1,1,0,0
3975,57,2,8,6,1,1,0,0
3975,68,2,8,7,1,0,0,0
3975,63,2,8,8,1,0,0,0
14394,95,2,12,5,1,0,1,1
14394,57,2,12,6,1,0,1,1
14394,68,2,12,7,1,1,1,1
14394,63,2,12,8,1,0,1,1
14394,47,2,12,9,1,1,1,1
14394,84,2,12,10,1,0,1,1
14394,90,2,12,11,0,,1,1
14394,93,2,12,12,1,1,1,1
12356,95,2,13,5,0,,0,0
12356,57,2,13,6,0,,0,0
12356,68,2,13,7,0,,0,0
12356,63,2,13,8,0,,0,0
12356,47,2,13,9,0,,0,0
12356,84,2,13,10,0,,0,0
12356,90,2,13,11,0,,0,0
12356,93,2,13,12,0,,0,0
12356,74,2,13,13,0,,0,0
6629,95,2,8,5,1,1,1,2
6629,57,2,8,6,1,1,1,2
6629,68,2,8,7,1,1,1,2
6629,63,2,8,8,1,0,1,2
16798,95,2,10,5,1,1,1,0
16798,57,2,10,6,1,0,1,0
16798,68,2,10,7,1,0,1,0
16798,63,2,10,8,1,0,1,0
16798,47,2,10,9,1,1,1,0
16798,84,2,10,10,1,1,1,0
4921,95,2,8,5,1,1,1,1
4921,57,2,8,6,1,0,1,1
4921,68,2,8,7,1,0,1,1
4921,63,2,8,8,1,0,1,1
604,95,2,8,5,1,1,1,1
604,57,2,8,6,0,,1,1
604,68,2,8,7,1,0,1,1
604,63,2,8,8,1,0,1,1
3782,95,2,8,5,1,1,1,1
3782,57,2,8,6,1,0,1,1
3782,68,2,8,7,1,1,1,1
3782,63,2,8,8,1,0,1,1
7665,95,2,8,5,0,,0,0
7665,57,2,8,6,0,,0,0
7665,68,2,8,7,0,,0,0
7665,63,2,8,8,0,,0,0
4935,95,2,11,5,1,1,0,1
4935,57,2,11,6,1,1,0,1
4935,68,2,11,7,1,0,0,1
4935,63,2,11,8,1,0,0,1
4935,47,2,11,9,1,1,0,1
4935,84,2,11,10,1,1,0,1
4935,90,2,11,11,1,0,0,1
990,95,2,8,5,1,1,0,2
990,57,2,8,6,0,,0,2
990,68,2,8,7,1,0,0,2
990,63,2,8,8,1,0,0,2
12478,95,2,6,5,1,1,0,1
12478,57,2,6,6,1,1,0,1
5710,95,2,15,5,0,,0,0
5710,57,2,15,6,0,,0,0
5710,68,2,15,7,0,,0,0
5710,63,2,15,8,0,,0,0
5710,47,2,15,9,0,,0,0
5710,84,2,15,10,0,,0,0
5710,90,2,15,11,0,,0,0
5710,93,2,15,12,0,,0,0
5710,74,2,15,13,0,,0,0
5710,58,2,15,14,0,,0,0
5710,11,2,15,15,0,,0,0
15505,95,2,13,5,1,0,1,0
15505,57,2,13,6,1,0,1,0
15505,68,2,13,7,1,0,1,0
15505,63,2,13,8,0,,1,0
15505,47,2,13,9,0,,1,0
15505,84,2,13,10,0,,1,0
15505,90,2,13,11,1,0,1,0
15505,93,2,13,12,0,,1,0
15505,74,2,13,13,0,,1,0
4849,95,2,12,5,1,1,0,0
4849,57,2,12,6,1,0,0,0
4849,68,2,12,7,1,0,0,0
4849,63,2,12,8,1,0,0,0
4849,47,2,12,9,1,1,0,0
4849,84,2,12,10,1,1,0,0
4849,90,2,12,11,1,0,0,0
4849,93,2,12,12,0,,0,0
7029,95,2,5,5,0,,0,0
16481,95,2,9,5,1,1,1,1
16481,57,2,9,6,1,0,1,1
16481,68,2,9,7,1,0,1,1
16481,63,2,9,8,1,0,1,1
16481,47,2,9,9,0,,1,1
16606,95,2,6,5,1,1,0,0
16606,57,2,6,6,1,0,0,0
8638,95,2,5,5,0,,1,0
16049,95,2,9,5,1,1,0,1
16049,57,2,9,6,1,1,0,1
16049,68,2,9,7,1,0,0,1
16049,63,2,9,8,1,0,0,1
16049,47,2,9,9,0,,0,1
15596,95,2,8,5,1,0,0,0
15596,57,2,8,6,0,,0,0
15596,68,2,8,7,1,0,0,0
15596,63,2,8,8,0,,0,0
16403,95,2,11,5,1,1,1,0
16403,57,2,11,6,0,,1,0
16403,68,2,11,7,0,,1,0
16403,63,2,11,8,1,0,1,0
16403,47,2,11,9,0,,1,0
16403,84,2,11,10,0,,1,0
16403,90,2,11,11,1,0,1,0
17151,95,2,8,5,1,1,1,0
17151,57,2,8,6,1,1,1,0
17151,68,2,8,7,1,0,1,0
17151,63,2,8,8,1,0,1,0
9833,95,2,8,5,1,0,0,0
9833,57,2,8,6,1,0,0,0
9833,68,2,8,7,1,0,0,0
9833,63,2,8,8,1,0,0,0
18797,95,2,7,5,1,1,1,2
18797,57,2,7,6,1,0,1,2
18797,68,2,7,7,1,0,1,2
17472,95,2,11,5,1,1,1,2
17472,57,2,11,6,1,0,1,2
17472,68,2,11,7,1,0,1,2
17472,63,2,11,8,1,0,1,2
17472,47,2,11,9,1,1,1,2
17472,84,2,11,10,1,1,1,2
17472,90,2,11,11,1,0,1,2
15848,95,2,7,5,1,1,0,1
15848,57,2,7,6,1,0,0,1
15848,68,2,7,7,1,1,0,1
18304,95,2,8,5,0,,1,1
18304,57,2,8,6,1,0,1,1
18304,68,2,8,7,1,0,1,1
18304,63,2,8,8,0,,1,1
10041,95,2,10,5,0,,0,0
10041,57,2,10,6,1,1,0,0
10041,68,2,10,7,0,,0,0
10041,63,2,10,8,0,,0,0
10041,47,2,10,9,0,,0,0
10041,84,2,10,10,1,0,0,0
6369,95,2,8,5,1,0,0,2
6369,57,2,8,6,1,1,0,2
6369,68,2,8,7,1,0,0,2
6369,63,2,8,8,1,0,0,2
2276,95,2,7,5,1,1,1,0
2276,57,2,7,6,1,0,1,0
2276,68,2,7,7,1,0,1,0
3426,95,2,7,5,1,1,1,0
3426,57,2,7,6,1,0,1,0
3426,68,2,7,7,1,0,1,0
14193,95,2,11,5,1,1,0,2
14193,57,2,11,6,1,1,0,2
14193,68,2,11,7,1,1,0,2
14193,63,2,11,8,1,0,0,2
14193,47,2,11,9,1,1,0,2
14193,84,2,11,10,0,,0,2
14193,90,2,11,11,1,0,0,2
15952,95,2,8,5,1,1,0,1
15952,57,2,8,6,1,0,0,1
15952,68,2,8,7,1,1,0,1
15952,63,2,8,8,1,0,0,1
5297,95,2,14,5,1,1,0,1
5297,57,2,14,6,1,0,0,1
5297,68,2,14,7,1,1,0,1
5297,63,2,14,8,1,0,0,1
5297,47,2,14,9,1,0,0,1
5297,84,2,14,10,1,1,0,1
5297,90,2,14,11,1,0,0,1
5297,93,2,14,12,1,0,0,1
5297,74,2,14,13,1,1,0,1
5297,58,2,14,14,1,0,0,1
5306,95,2,11,5,0,,0,0
5306,57,2,11,6,1,1,0,0
5306,68,2,11,7,0,,0,0
5306,63,2,11,8,1,0,0,0
5306,47,2,11,9,0,,0,0
5306,84,2,11,10,0,,0,0
5306,90,2,11,11,0,,0,0
17777,95,2,11,5,1,1,0,1
17777,57,2,11,6,1,1,0,1
17777,68,2,11,7,1,0,0,1
17777,63,2,11,8,1,1,0,1
17777,47,2,11,9,1,0,0,1
17777,84,2,11,10,1,0,0,1
17777,90,2,11,11,1,0,0,1
1497,57,99,10,5,1,1,0,0
1497,68,99,10,6,1,1,0,0
1497,63,99,10,7,1,0,0,0
1497,47,99,10,8,0,,0,0
1497,84,99,10,9,1,1,0,0
1497,90,99,10,10,1,0,0,0
10691,57,99,7,5,1,0,1,1
10691,68,99,7,6,1,0,1,1
10691,63,99,7,7,1,0,1,1
12638,57,99,7,5,0,,1,0
12638,68,99,7,6,0,,1,0
12638,63,99,7,7,0,,1,0
7611,57,99,8,5,1,0,0,0
7611,68,99,8,6,1,1,0,0
7611,63,99,8,7,1,0,0,0
7611,47,99,8,8,0,,0,0
12534,57,99,7,5,1,0,0,1
12534,68,99,7,6,1,1,0,1
12534,63,99,7,7,1,0,0,1
13329,57,99,8,5,1,1,1,0
13329,68,99,8,6,1,0,1,0
13329,63,99,8,7,1,0,1,0
13329,47,99,8,8,0,,1,0
8968,57,99,10,5,1,0,0,1
8968,68,99,10,6,1,0,0,1
8968,63,99,10,7,1,0,0,1
8968,47,99,10,8,1,1,0,1
8968,84,99,10,9,1,1,0,1
8968,90,99,10,10,1,0,0,1
13835,57,99,7,5,1,0,0,2
13835,68,99,7,6,1,1,0,2
13835,63,99,7,7,0,,0,2
4629,57,99,13,5,0,,0,0
4629,68,99,13,6,0,,0,0
4629,63,99,13,7,0,,0,0
4629,47,99,13,8,0,,0,0
4629,84,99,13,9,0,,0,0
4629,90,99,13,10,0,,0,0
4629,93,99,13,11,0,,0,0
4629,74,99,13,12,0,,0,0
4629,58,99,13,13,0,,0,0
9462,57,99,7,5,1,1,0,1
9462,68,99,7,6,0,,0,1
9462,63,99,7,7,1,0,0,1
13309,57,99,9,5,1,0,1,1
13309,68,99,9,6,1,0,1,1
13309,63,99,9,7,1,0,1,1
13309,47,99,9,8,1,1,1,1
13309,84,99,9,9,1,1,1,1
19476,57,99,10,5,0,,0,0
19476,68,99,10,6,1,0,0,0
19476,63,99,10,7,1,0,0,0
19476,47,99,10,8,1,0,0,0
19476,84,99,10,9,0,,0,0
19476,90,99,10,10,1,0,0,0
15064,57,99,6,5,1,0,1,1
15064,68,99,6,6,0,,1,1
2055,57,99,6,5,1,1,0,0
2055,68,99,6,6,0,,0,0
14034,57,99,7,5,1,0,0,0
14034,68,99,7,6,1,0,0,0
14034,63,99,7,7,1,0,0,0
4997,57,99,8,5,1,0,1,1
4997,68,99,8,6,1,0,1,1
4997,63,99,8,7,1,0,1,1
4997,47,99,8,8,0,,1,1
2977,57,99,7,5,1,1,0,0
2977,68,99,7,6,1,0,0,0
2977,63,99,7,7,1,0,0,0
6375,57,99,10,5,0,,1,1
6375,68,99,10,6,1,1,1,1
6375,63,99,10,7,1,0,1,1
6375,47,99,10,8,1,0,1,1
6375,84,99,10,9,1,1,1,1
6375,90,99,10,10,1,1,1,1
7965,57,99,7,5,1,0,1,1
7965,68,99,7,6,0,,1,1
7965,63,99,7,7,1,0,1,1
12079,57,99,8,5,1,0,1,1
12079,68,99,8,6,1,1,1,1
12079,63,99,8,7,1,0,1,1
12079,47,99,8,8,0,,1,1
2949,68,26,11,5,1,0,0,1
2949,63,26,11,6,1,0,0,1
2949,47,26,11,7,1,0,0,1
2949,84,26,11,8,0,,0,1
2949,90,26,11,9,1,0,0,1
2949,93,26,11,10,1,0,0,1
2949,74,26,11,11,1,1,0,1
12039,68,26,6,5,0,,0,0
12039,63,26,6,6,0,,0,0
9460,68,26,10,5,1,0,1,1
9460,63,26,10,6,1,0,1,1
9460,47,26,10,7,1,1,1,1
9460,84,26,10,8,1,0,1,1
9460,90,26,10,9,1,0,1,1
9460,93,26,10,10,0,,1,1
19229,68,26,6,5,1,0,0,0
19229,63,26,6,6,1,0,0,0
8195,68,26,6,5,1,1,0,0
8195,63,26,6,6,1,0,0,0
5809,68,26,6,5,1,0,0,2
5809,63,26,6,6,1,0,0,2
18261,68,26,6,5,1,0,1,1
18261,63,26,6,6,1,0,1,1
19366,68,26,9,5,0,,1,0
19366,63,26,9,6,0,,1,0
19366,47,26,9,7,0,,1,0
19366,84,26,9,8,0,,1,0
19366,90,26,9,9,0,,1,0
15220,68,26,6,5,1,0,1,0
15220,63,26,6,6,1,0,1,0
12764,68,26,12,5,1,1,1,1
12764,63,26,12,6,1,0,1,1
12764,47,26,12,7,1,0,1,1
12764,84,26,12,8,1,1,1,1
12764,90,26,12,9,1,0,1,1
12764,93,26,12,10,1,0,1,1
12764,74,26,12,11,1,1,1,1
12764,58,26,12,12,1,0,1,1
9097,68,26,9,5,1,1,1,1
9097,63,26,9,6,1,0,1,1
9097,47,26,9,7,1,0,1,1
9097,84,26,9,8,1,1,1,1
9097,90,26,9,9,1,0,1,1
14889,68,26,7,5,1,0,0,1
14889,63,26,7,6,1,0,0,1
14889,47,26,7,7,0,,0,1
517,68,26,6,5,1,0,1,1
517,63,26,6,6,1,0,1,1
8386,68,26,12,5,1,1,0,0
8386,63,26,12,6,1,0,0,0
8386,47,26,12,7,1,1,0,0
8386,84,26,12,8,1,1,0,0
8386,90,26,12,9,1,0,0,0
8386,93,26,12,10,1,0,0,0
8386,74,26,12,11,1,1,0,0
8386,58,26,12,12,1,0,0,0
4848,68,26,6,5,1,0,1,1
4848,63,26,6,6,0,,1,1
11419,68,26,7,5,1,1,1,1
11419,63,26,7,6,1,0,1,1
11419,47,26,7,7,0,,1,1
1404,68,26,7,5,1,0,1,1
1404,63,26,7,6,1,1,1,1
1404,47,26,7,7,0,,1,1
15938,68,26,9,5,0,,0,1
15938,63,26,9,6,0,,0,1
15938,47,26,9,7,0,,0,1
15938,84,26,9,8,1,0,0,1
15938,90,26,9,9,1,1,0,1
17733,68,26,6,5,1,0,0,1
17733,63,26,6,6,0,,0,1
8735,68,26,9,5,0,,0,2
8735,63,26,9,6,1,1,0,2
8735,47,26,9,7,1,1,0,2
8735,84,26,9,8,0,,0,2
8735,90,26,9,9,1,0,0,2
7048,68,26,6,5,1,0,1,0
7048,63,26,6,6,1,0,1,0
887,68,26,9,5,1,1,1,1
887,63,26,9,6,1,0,1,1
887,47,26,9,7,1,1,1,1
887,84,26,9,8,1,1,1,1
887,90,26,9,9,1,0,1,1
6072,68,26,9,5,1,0,0,1
6072,63,26,9,6,1,0,0,1
6072,47,26,9,7,1,1,0,1
6072,84,26,9,8,0,,0,1
6072,90,26,9,9,0,,0,1
9266,68,26,7,5,1,1,1,2
9266,63,26,7,6,1,0,1,2
9266,47,26,7,7,1,0,1,2
1139,68,26,9,5,1,0,1,0
1139,63,26,9,6,1,0,1,0
1139,47,26,9,7,1,0,1,0
1139,84,26,9,8,1,0,1,0
1139,90,26,9,9,1,0,1,0
13859,68,26,9,5,1,0,1,0
13859,63,26,9,6,1,0,1,0
13859,47,26,9,7,1,1,1,0
13859,84,26,9,8,1,1,1,0
13859,90,26,9,9,1,0,1,0
16232,68,26,5,5,1,0,1,1
19886,68,26,7,5,1,0,0,1
19886,63,26,7,6,1,1,0,1
19886,47,26,7,7,0,,0,1
19562,68,26,6,5,1,0,0,0
19562,63,26,6,6,1,0,0,0
14367,68,26,7,5,1,0,1,1
14367,63,26,7,6,1,0,1,1
14367,47,26,7,7,1,1,1,1
17428,68,26,11,5,1,0,1,1
17428,63,26,11,6,1,1,1,1
17428,47,26,11,7,1,1,1,1
17428,84,26,11,8,1,1,1,1
17428,90,26,11,9,1,0,1,1
17428,93,26,11,10,1,0,1,1
17428,74,26,11,11,1,1,1,1
1271,68,26,9,5,1,1,0,0
1271,63,26,9,6,1,0,0,0
1271,47,26,9,7,1,1,0,0
1271,84,26,9,8,0,,0,0
1271,90,26,9,9,1,0,0,0
1389,68,26,12,5,1,1,1,1
1389,63,26,12,6,1,0,1,1
1389,47,26,12,7,1,1,1,1
1389,84,26,12,8,1,1,1,1
1389,90,26,12,9,1,0,1,1
1389,93,26,12,10,1,1,1,1
1389,74,26,12,11,0,,1,1
1389,58,26,12,12,1,0,1,1
10474,68,26,12,5,1,0,1,1
10474,63,26,12,6,1,0,1,1
10474,47,26,12,7,0,,1,1
10474,84,26,12,8,1,1,1,1
10474,90,26,12,9,1,0,1,1
10474,93,26,12,10,1,0,1,1
10474,74,26,12,11,1,0,1,1
10474,58,26,12,12,1,0,1,1
6633,63,80,11,5,1,0,0,0
6633,47,80,11,6,1,1,0,0
6633,84,80,11,7,1,1,0,0
6633,90,80,11,8,1,1,0,0
6633,93,80,11,9,1,0,0,0
6633,74,80,11,10,1,1,0,0
6633,58,80,11,11,1,0,0,0
8412,63,80,13,5,1,0,0,0
8412,47,80,13,6,1,0,0,0
8412,84,80,13,7,1,1,0,0
8412,90,80,13,8,1,0,0,0
8412,93,80,13,9,1,1,0,0
8412,74,80,13,10,1,1,0,0
8412,58,80,13,11,1,0,0,0
8412,11,80,13,12,1,0,0,0
8412,94,80,13,13,0,,0,0
